,GAGE_ID,Porosity,GLHYMPS_Shape_Area
8362,02160105,0.09000000357627869,288586258.8982161
8415,02160700,0.009999999776482582,7207521603.075721
8443,02163001,0.009999999776482582,7177037194.369693
8485,02168504,0.009999999776482582,17333847555.13173
8511,02168504,0.2199999988079071,5593402823.73702
8616,02169000,0.009999999776482582,17340971498.380188
8712,02169000,0.2199999988079071,5593402823.73702
8717,02169000,0.2800000011920929,130452707.13077852
8748,02203655,0.009999999776482582,900992916.2547997
8753,02203700,0.009999999776482582,875036618.5411379
8757,02204070,0.009999999776482582,2420844910.7726126
8778,02207120,0.009999999776482582,2459882111.1593566
8785,02207120,0.2199999988079071,261686.42360787324
8798,02207185,0.009999999776482582,1261647441.7638557
8804,02207385,0.009999999776482582,1174353943.1226413
8809,02207400,0.009999999776482582,1108421040.966155
8810,02208150,0.009999999776482582,1760285965.3870072
8821,02217274,0.009999999776482582,479408981.5693692
8825,02218565,0.009999999776482582,352395465.7384608
8829,02296750,0.2199999988079071,8971247403.522871
8839,02296750,0.2800000011920929,3899557986.4223614
8849,02296750,0.1899999976158142,1630214203.996673
8851,02298202,0.05999999865889549,19931238110.681633
8852,02298202,0.2199999988079071,8309838816.945039
8853,02298202,0.1899999976158142,24953442.911743127
8855,02298202,0.2800000011920929,3899557986.4223614
8857,02300021,0.2199999988079071,3960882468.2810764
8859,02300021,0.1899999976158142,275628860.22186047
8861,02300021,0.05999999865889549,16258175.592330668
8862,02301719,0.05999999865889549,28907787.318656117
8863,02301719,0.2199999988079071,4509530793.025524
8868,02301719,0.1899999976158142,170182928.0588479
8875,02304510,0.05999999865889549,9957271051.27031
8878,02304510,0.2199999988079071,5068896143.333532
8879,02304510,0.1899999976158142,170182928.0588479
8883,02304510,0.2800000011920929,3899557986.4223614
8887,02310650,0.2199999988079071,352045468.7294075
8888,02310650,0.05999999865889549,9386265099.990221
8889,02310700,0.2199999988079071,1182706314.6083996
8890,02310700,0.05999999865889549,9412127441.556581
8912,02310747,0.05999999865889549,9388744395.226135
8913,02310747,0.2199999988079071,1673149062.2558894
8919,02323592,0.2199999988079071,24244017212.80291
8920,02323592,0.05999999865889549,15364383318.982239
8935,02323592,0.1899999976158142,10260787785.875704
8936,02323592,0.2800000011920929,6003810930.896308
9006,02330450,0.2199999988079071,173250.57693055284
9007,02330450,0.009999999776482582,1353687141.030468
9009,02334430,0.009999999776482582,7633511430.740628
9044,02334430,0.2199999988079071,223488481.5478459
9217,02334480,0.009999999776482582,638221882.8882749
9222,02334578,0.009999999776482582,637581272.0880269
9225,02334885,0.009999999776482582,703840001.210959
9230,02335000,0.2199999988079071,224025056.70768386
9231,02335000,0.009999999776482582,7751561051.7021265
9446,02335350,0.009999999776482582,1005637432.2631751
9451,02336030,0.009999999776482582,322273030.36055684
9454,02336120,0.009999999776482582,801436846.4437107
9463,02336240,0.009999999776482582,782960083.5702199
9469,02336300,0.009999999776482582,1185975602.775
9481,02336360,0.009999999776482582,1071363574.7479459
9488,02336410,0.009999999776482582,1071363574.7479459
9495,02336526,0.009999999776482582,664087177.1429133
9498,02336728,0.009999999776482582,664087177.1429133
9500,02336728,0.2199999988079071,196642.21378763192
9502,02337170,0.009999999776482582,12025456382.880758
9525,02337170,0.2199999988079071,229297467.0796464
9839,02397000,0.009999999776482582,9665801419.002085
9840,02397000,0.05999999865889549,4225942067.010093
9845,02397000,0.11999999731779099,2728902316.6245728
9847,02397000,0.1899999976158142,2870106297.2049794
9850,02397000,0.2199999988079071,65755722.333904184
10051,02397000,0.27000001072883606,23837215.302317508
10311,02423130,0.05999999865889549,268877224.5878282
10313,02423130,0.1899999976158142,40465835.323381014
10342,02423496,0.05999999865889549,1031252704.3987516
10343,02423496,0.1899999976158142,689605890.7779423
10366,02423496,0.11999999731779099,764376838.3709923
10412,02455980,0.1899999976158142,5755852680.080552
10413,02455980,0.05999999865889549,480550504.9006962
10416,02455980,0.11999999731779099,5488140399.762608
10421,02455980,0.27000001072883606,10228345.206565902
10447,02457595,0.05999999865889549,416103913.19037634
10449,02457595,0.1899999976158142,5732081037.324744
10460,02457595,0.11999999731779099,5457881222.41221
10470,02458450,0.05999999865889549,513368490.8085224
10483,02458450,0.1899999976158142,5730228514.439903
10493,02458450,0.11999999731779099,5457881222.41221
10504,03081000,0.11999999731779099,1084229246.8453548
10505,03081000,0.1899999976158142,12175216331.71116
10507,03081000,0.27000001072883606,689488870.2135376
10531,03081000,0.05999999865889549,1036723854.7578248
10639,03081000,0.2199999988079071,16892849.47752405
10760,03176500,0.09000000357627869,138671974.01967815
10761,03176500,0.05999999865889549,3251923563.3383913
10762,03176500,0.27000001072883606,674225593.4203119
10766,03176500,0.009999999776482582,8501538698.171151
10768,03176500,0.11999999731779099,5590163804.296219
10771,03176500,0.1899999976158142,3059576183.6176767
10795,03176500,0.2199999988079071,21574618.119965333
11250,03195500,0.1899999976158142,17814226743.221897
11251,03195500,0.11999999731779099,4226207438.172937
11258,03195500,0.05999999865889549,970161066.8928427
11409,03234300,0.05999999865889549,11607287367.505535
11411,03234300,0.1899999976158142,160985939.04283616
11416,03234300,0.11999999731779099,10997166087.827158
11613,03323500,0.05999999865889549,23800378018.534893
11620,03323500,0.11999999731779099,1954317399.960487
11639,03373980,0.05999999865889549,41193945062.82327
11661,03373980,0.1899999976158142,18377467886.98224
11664,03373980,0.11999999731779099,16007366542.846592
11956,03374500,0.05999999865889549,769576574.5774283
11957,03374500,0.1899999976158142,9983749560.244207
11980,03428200,0.11999999731779099,999336043.0150794
11983,03428200,0.05999999865889549,7307444725.340579
12111,03597860,0.11999999731779099,3361468882.1731114
12127,03597860,0.05999999865889549,9495493967.77524
12242,03597860,0.2199999988079071,648888.8505679457
12310,04043238,0.11999999731779099,605216984.3605605
12311,04043244,0.11999999731779099,605216984.3605605
12312,04043244,0.009999999776482582,338756270.8889497
12313,04121944,0.1899999976158142,19187255108.433323
12315,04121944,0.11999999731779099,6765872016.248445
12316,04121970,0.11999999731779099,17224234810.395615
12318,04121970,0.1899999976158142,28203645740.608875
12329,04121970,0.05999999865889549,1805061235.56562
12344,04124000,0.11999999731779099,24169970540.61586
12346,04124000,0.05999999865889549,1805061235.56562
12349,04124000,0.1899999976158142,28298197363.772625
12353,04124200,0.11999999731779099,24169970540.61586
12354,04124200,0.1899999976158142,28298197363.772625
12359,04124200,0.05999999865889549,1805061235.56562
12362,04125460,0.1899999976158142,19030152981.871525
12363,04125460,0.11999999731779099,10283557253.02239
12364,04125460,0.05999999865889549,1805061235.56562
12366,04125550,0.11999999731779099,24172014713.88341
12369,04125550,0.1899999976158142,28298197363.772625
12375,04125550,0.05999999865889549,1805061235.56562
12376,04136000,0.11999999731779099,22454146727.899952
12378,04136000,0.05999999865889549,1805061235.56562
12380,04136000,0.1899999976158142,28545971133.23914
12388,04136500,0.1899999976158142,28594270605.049683
12389,04136500,0.11999999731779099,22454146727.899952
12397,04136500,0.05999999865889549,1805061235.56562
12401,04136900,0.1899999976158142,28594270605.049683
12402,04136900,0.11999999731779099,22454146727.899952
12409,04136900,0.05999999865889549,1805061235.56562
12414,04137005,0.11999999731779099,22454146727.899956
12417,04137005,0.1899999976158142,28594270605.049686
12420,04137005,0.05999999865889549,1805061235.56562
12427,04137500,0.11999999731779099,22454146727.899956
12428,04137500,0.1899999976158142,28594270605.049683
12429,04137500,0.05999999865889549,1805061235.56562
12440,04193500,0.1899999976158142,8916361494.679173
12441,04193500,0.05999999865889549,41110457851.99643
12443,04193500,0.11999999731779099,37123309676.953026
12537,04208000,0.11999999731779099,32714729164.066154
12544,04208000,0.1899999976158142,2878278519.8901196
12615,04232034,0.11999999731779099,4913564224.5976305
12618,04232034,0.05999999865889549,677552229.2615739
12619,04232034,0.2199999988079071,416892.7263456079
12624,04232034,0.1899999976158142,77330.64274801592
12627,05058000,0.15000000596046448,30812658943.206757
12629,05058000,0.2800000011920929,2680555158.7395654
12636,05058000,0.2199999988079071,92541359.7806546
12686,05058000,0.11999999731779099,241714921.42999256
12906,05430500,0.05999999865889549,20629434404.47071
12909,05430500,0.27000001072883606,43191333011.06504
12916,05430500,0.009999999776482582,21716615.29942858
12932,05430500,0.11999999731779099,1423208197.5824404
12997,05435943,0.05999999865889549,139493957.3491232
12998,05435943,0.27000001072883606,40820044766.187805
13002,05454500,0.11999999731779099,21810909896.097748
13003,05454500,0.05999999865889549,41384004047.44473
13013,05454500,0.1899999976158142,142759999.9387858
13071,05455000,0.05999999865889549,12947046559.025259
13072,05462000,0.05999999865889549,26304695932.167767
13076,05462000,0.1899999976158142,23185341.599670395
13117,05462000,0.11999999731779099,353610648.1979851
13122,05465500,0.05999999865889549,58212546017.60971
13123,05465500,0.11999999731779099,23096373951.05106
13138,05465500,0.1899999976158142,34135373878.737053
13362,05474000,0.11999999731779099,22520490075.191273
13366,05474000,0.05999999865889549,15518069486.875576
13463,06036905,0.09000000357627869,2441942825.3386083
13464,06036905,0.2199999988079071,595116329.9004807
13499,06041000,0.2199999988079071,1676449419.762709
13501,06041000,0.09000000357627869,4095026545.490271
13503,06041000,0.009999999776482582,3354393896.5280633
13508,06041000,0.05999999865889549,500334712.0784507
13536,06041000,0.1899999976158142,1028043523.4574953
13543,06041000,0.11999999731779099,1089977327.2752256
13581,06041000,0.27000001072883606,2832016.44825318
14028,06054500,0.1899999976158142,10443975913.643734
14029,06054500,0.09000000357627869,12721177682.631542
14030,06054500,0.05999999865889549,3957745513.4074516
14031,06054500,0.2199999988079071,11368907025.44941
14037,06054500,0.27000001072883606,217144259.78855273
14044,06054500,0.11999999731779099,4284622608.1202884
14091,06054500,0.009999999776482582,13578488206.999935
16623,06066500,0.09000000357627869,13472075305.886154
16624,06066500,0.05999999865889549,8658763686.314543
16626,06066500,0.2199999988079071,11938989476.701422
16627,06066500,0.1899999976158142,11345283164.505272
16628,06066500,0.009999999776482582,13884865532.143623
16630,06066500,0.11999999731779099,5774481968.190983
17192,06066500,0.27000001072883606,217144259.78855273
19506,06465500,0.27000001072883606,48625032.91839119
19509,06465500,0.2199999988079071,8251176195.843506
19511,06465500,0.1899999976158142,122885123510.25151
19514,06465500,0.15000000596046448,5251647873.584588
19516,06465500,0.05999999865889549,7540063.162355833
19518,06465500,0.009999999776482582,5702097.912869608
19550,06465500,0.11999999731779099,8803003959.668646
19885,06710000,0.2199999988079071,2890941239.9586835
19887,06710000,0.2800000011920929,589796937.8849126
19888,06710000,0.09000000357627869,945907993.2690781
19893,06710000,0.009999999776482582,7503829570.497545
19894,06710000,0.05999999865889549,152053152.7702065
19895,06710000,0.1899999976158142,1656633660.3819585
19906,06710000,0.11999999731779099,559296262.4328676
19913,06710000,0.27000001072883606,2909103731.1851482
20362,06711565,0.1899999976158142,1748910847.6355808
20363,06711565,0.009999999776482582,7562546089.79128
20364,06711565,0.09000000357627869,945907993.2690784
20368,06711565,0.11999999731779099,559296262.4328678
20370,06711565,0.2199999988079071,2903400362.210752
20371,06711565,0.2800000011920929,635801631.5020331
20374,06711565,0.27000001072883606,2922320847.9875293
20416,06711565,0.05999999865889549,152053152.77020654
20865,06775500,0.1899999976158142,119753825072.3761
20866,06881000,0.11999999731779099,13243326790.586712
20868,06881000,0.1899999976158142,132730312092.86009
20869,06881000,0.05999999865889549,9700095942.42713
20872,06894000,0.1899999976158142,1061116751.0726653
20873,06894000,0.05999999865889549,1883342286.6573002
20875,07056515,0.1899999976158142,6792790823.691437
20882,07056515,0.11999999731779099,59953553.28220208
20886,07056515,0.05999999865889549,2960778609.9710145
20888,07061270,0.009999999776482582,6099322.16070149
20889,07061270,0.05999999865889549,1600451335.573948
20901,07061270,0.09000000357627869,155439446.9049751
20963,07086000,0.009999999776482582,1988950281.245096
20964,07086000,0.27000001072883606,310528248.8238737
20966,07086000,0.2199999988079071,239264741.40105176
20968,07086000,0.09000000357627869,97521789.60496719
20977,07086000,0.05999999865889549,73989413.32247066
20992,07086000,0.2800000011920929,92021120.2943168
21010,07086000,0.1899999976158142,63029093.22969542
21135,07096000,0.09000000357627869,4235613848.8773413
21136,07096000,0.009999999776482582,5864169943.032479
21139,07096000,0.05999999865889549,267766615.10685572
21143,07096000,0.2800000011920929,813823258.771206
21145,07096000,0.2199999988079071,541392908.4028025
21166,07096000,0.1899999976158142,1441382796.1889427
21329,07096000,0.27000001072883606,837728375.8870096
21417,07096000,0.11999999731779099,271740059.0392552
21815,07097000,0.009999999776482582,9361639284.543697
21817,07097000,0.1899999976158142,1834990334.684629
21820,07097000,0.09000000357627869,4344794825.099318
21825,07097000,0.2199999988079071,599840899.0076243
21829,07097000,0.05999999865889549,315101319.12029886
21836,07097000,0.2800000011920929,943288294.7133663
21867,07097000,0.27000001072883606,1038899411.6754595
22091,07097000,0.11999999731779099,4458360618.317224
22634,07099970,0.09000000357627869,4345332338.677542
22635,07099970,0.05999999865889549,318996237.1429617
22636,07099970,0.2800000011920929,1041673692.1088346
22639,07099970,0.009999999776482582,9408173660.617638
22641,07099970,0.1899999976158142,1926866798.979763
22649,07099970,0.27000001072883606,1038899411.6754595
22652,07099970,0.2199999988079071,1430505774.5736055
22669,07099970,0.11999999731779099,5207334240.080482
23518,07106000,0.05999999865889549,15762461.836624721
23519,07106000,0.2199999988079071,1491343685.8040292
23523,07106000,0.27000001072883606,2736890829.5502167
23526,07106000,0.11999999731779099,290584671.82444644
23529,07106000,0.2800000011920929,197391880.01688382
23536,07106000,0.009999999776482582,3029872384.3598332
23545,07106000,0.1899999976158142,285314782.7503332
23614,07106500,0.009999999776482582,3029872384.3598332
23615,07106500,0.2800000011920929,355317063.40516764
23616,07106500,0.1899999976158142,535504929.96543026
23617,07106500,0.2199999988079071,1539515966.695922
23624,07106500,0.27000001072883606,2737247114.5354238
23631,07106500,0.05999999865889549,15762461.836624721
23634,07106500,0.11999999731779099,1232181123.9791372
23735,07109500,0.11999999731779099,6372448478.60799
23736,07109500,0.1899999976158142,2547101771.596622
23739,07109500,0.2800000011920929,1482161139.0149276
23745,07109500,0.05999999865889549,337805789.0229829
23746,07109500,0.27000001072883606,3709375986.1279817
23747,07109500,0.2199999988079071,2207222370.7643256
23755,07109500,0.009999999776482582,9555043166.666187
23795,07109500,0.09000000357627869,4358409295.336346
24767,07119700,0.2800000011920929,4708284771.395541
24768,07119700,0.09000000357627869,4502230618.598954
24770,07119700,0.2199999988079071,5234093295.567453
24771,07119700,0.009999999776482582,10226603969.9164
24773,07119700,0.11999999731779099,11239573595.13026
24776,07119700,0.05999999865889549,337805789.02298284
24782,07119700,0.1899999976158142,6220176188.111389
24784,07119700,0.27000001072883606,5511120869.454941
26043,07124000,0.2199999988079071,8368972340.451769
26045,07124000,0.05999999865889549,337805789.0229829
26046,07124000,0.1899999976158142,6983883865.469595
26047,07124000,0.11999999731779099,15209524191.21103
26049,07124000,0.09000000357627869,4502230618.598954
26055,07124000,0.2800000011920929,5480122306.332029
26058,07124000,0.009999999776482582,10226603969.916403
26100,07124000,0.27000001072883606,5515031893.10288
27413,07130500,0.1899999976158142,13999998200.371061
27415,07130500,0.11999999731779099,16908173192.012554
27416,07130500,0.09000000357627869,5236124468.112125
27418,07130500,0.009999999776482582,10343385789.246387
27424,07130500,0.2199999988079071,9042144442.501188
27444,07130500,0.27000001072883606,10989343640.526325
27447,07130500,0.2800000011920929,5519316142.774171
27460,07130500,0.05999999865889549,344309028.6563182
28933,07144100,0.15000000596046448,3831661233.019928
28934,07144100,0.1899999976158142,559857785.7156568
28937,07144100,0.2800000011920929,7182964376.496643
28939,07144100,0.11999999731779099,2218411500.3459516
28959,07144100,0.27000001072883606,123014345.838016
28974,07144780,0.15000000596046448,837930434.5780879
28975,07144780,0.2199999988079071,673844.2427584121
28976,07144780,0.2800000011920929,7499492842.612967
28978,07144780,0.1899999976158142,54395108.73063311
28980,07144780,0.27000001072883606,22878720.909000613
28994,07144780,0.11999999731779099,149644349.31684226
28998,07177500,0.1899999976158142,3468154767.8959002
28999,07177500,0.2199999988079071,785637296.7513647
29006,07177500,0.11999999731779099,1002116555.6350051
29139,07178200,0.11999999731779099,1005316532.4441855
29140,07178200,0.2199999988079071,797914416.2233057
29141,07178200,0.1899999976158142,3920980121.4265995
29157,07178200,0.2800000011920929,4609757.582738543
29182,07178200,0.05999999865889549,170041720.07754266
29304,07227500,0.09000000357627869,4272551131.3297157
29305,07227500,0.11999999731779099,6500520790.710025
29307,07227500,0.009999999776482582,983900170.1676435
29308,07227500,0.27000001072883606,7293945081.762544
29309,07227500,0.1899999976158142,18172102505.25246
29341,07227500,0.2800000011920929,20370723.55206997
29364,07227500,0.2199999988079071,54060977859.679344
29471,07227500,0.05999999865889549,477383119.78431976
29473,07227500,0.15000000596046448,11302309.31572305
30797,07239450,0.2199999988079071,37775782106.84388
30798,07239450,0.15000000596046448,1811052934.0994642
30803,07239450,0.1899999976158142,1170765026.509357
30858,07239450,0.2800000011920929,5138201613.879399
30875,07239450,0.27000001072883606,2564647043.6568875
30969,07239450,0.09000000357627869,1590502111.3898337
31020,07239450,0.11999999731779099,754977776.0145563
31613,07239700,0.2800000011920929,5281387706.095361
31617,07239700,0.1899999976158142,1326487667.5234118
31618,07239700,0.2199999988079071,38762268413.6512
31619,07239700,0.15000000596046448,1811052934.0994637
31620,07239700,0.27000001072883606,3134170318.4221053
31621,07239700,0.11999999731779099,764747751.3997269
31818,07239700,0.09000000357627869,1590502111.3898337
32457,07311782,0.2199999988079071,244023661.9854597
32458,07311782,0.2800000011920929,15468035.129178494
32459,07311782,0.1899999976158142,2319632529.8057904
32464,07311782,0.11999999731779099,4230147185.851808
32468,07312100,0.2199999988079071,1017920992.6364232
32469,07312100,0.1899999976158142,4939171327.353028
32470,07312100,0.15000000596046448,703851.8155867059
32471,07312100,0.11999999731779099,5593954034.2164135
32473,07312100,0.2800000011920929,401917569.35426635
32569,07312500,0.2199999988079071,1988812485.3710072
32570,07312500,0.11999999731779099,6188495702.553112
32572,07312500,0.15000000596046448,1376124.8202525117
32573,07312500,0.1899999976158142,5833776139.320211
32581,07312500,0.2800000011920929,612551245.1909466
32718,08049500,0.2199999988079071,3118932860.2414737
32719,08049500,0.05999999865889549,1644468272.4134223
32723,08049500,0.11999999731779099,3643168727.7640915
32767,08049500,0.1899999976158142,7478955561.412153
32822,08049500,0.2800000011920929,1473580614.6534033
33199,08062500,0.05999999865889549,7224855340.721081
33200,08062500,0.2199999988079071,7837835916.693211
33201,08062500,0.15000000596046448,2010893197.1633902
33206,08062500,0.2800000011920929,1473580614.6534035
33207,08062500,0.1899999976158142,8920303697.4273
33212,08062500,0.11999999731779099,6395890256.503234
34061,08065350,0.1899999976158142,14587525164.498743
34062,08065350,0.05999999865889549,7805836395.40786
34063,08065350,0.2199999988079071,15289192781.74706
34064,08065350,0.11999999731779099,10674899727.218807
34066,08065350,0.2800000011920929,1473580614.6534033
34453,08065350,0.27000001072883606,451474281.614216
34471,08065350,0.15000000596046448,3712689933.3637905
35495,08068400,0.2199999988079071,2281922998.235493
35496,08068400,0.15000000596046448,1505753490.6364107
35497,08068500,0.2199999988079071,3350880929.8575444
35498,08068500,0.15000000596046448,1505939044.1942797
35520,08070200,0.2199999988079071,2392699836.2668037
35525,08070200,0.15000000596046448,1375952684.856077
35551,08123800,0.2800000011920929,454423296.1289221
35552,08123800,0.2199999988079071,53956766029.55719
35556,08123800,0.15000000596046448,346702258.85712105
35601,08123800,0.11999999731779099,7699873836.075957
35645,08123800,0.05999999865889549,1838569472.452258
35900,08123800,0.1899999976158142,2415573.913960769
36434,08123850,0.2199999988079071,58654224158.094864
36436,08123850,0.15000000596046448,405290229.4055492
36511,08123850,0.1899999976158142,437344068.6634589
36545,08123850,0.11999999731779099,7938517396.462228
36552,08123850,0.05999999865889549,3274873991.301715
36953,08123850,0.2800000011920929,738508793.5450784
37103,08123850,0.27000001072883606,89183984.0577702
37728,08181500,0.05999999865889549,45510517814.59539
37752,08181500,0.2199999988079071,691751906.6056174
37799,08181500,0.11999999731779099,453308801.26770115
37806,08181500,0.15000000596046448,50312385.23392889
37809,08181500,0.2800000011920929,988163660.1772405
37823,08181500,0.27000001072883606,549277408.4476253
37947,08181800,0.05999999865889549,45677143543.90339
37950,08181800,0.2800000011920929,1107535373.8087788
37952,08181800,0.2199999988079071,703148692.9630147
37954,08181800,0.11999999731779099,944548268.8622795
37957,08181800,0.15000000596046448,205115624.10261995
38022,08181800,0.27000001072883606,549277408.4476253
38216,08317400,0.05999999865889549,146455600.32292005
38217,08317400,0.27000001072883606,1959717860.1627717
38221,08317400,0.09000000357627869,16607607504.242876
38225,08317400,0.009999999776482582,3868941214.14469
38227,08317400,0.1899999976158142,13768588462.27012
38248,08317400,0.2199999988079071,10658783239.712431
38294,08317400,0.11999999731779099,2053604091.244531
38408,08317400,0.2800000011920929,3342678081.1041555
40191,09095500,0.11999999731779099,4471505476.288496
40192,09095500,0.009999999776482582,7932537096.948984
40193,09095500,0.2199999988079071,2415161157.249917
40195,09095500,0.1899999976158142,11569823303.75146
40216,09095500,0.09000000357627869,1855163278.9911027
40220,09095500,0.27000001072883606,3042567928.107193
40225,09095500,0.05999999865889549,949443700.2371113
40233,09095500,0.2800000011920929,603192712.961142
42073,09105000,0.1899999976158142,2834932946.307133
42076,09105000,0.2199999988079071,893279723.0553869
42077,09105000,0.09000000357627869,167981085.992406
42080,09105000,0.11999999731779099,302611687.13819087
42091,09105000,0.2800000011920929,77093448.89975914
42203,09152500,0.05999999865889549,214753041.5302148
42204,09152500,0.2199999988079071,3334952750.732306
42205,09152500,0.009999999776482582,2874635914.8332844
42210,09152500,0.09000000357627869,10623562459.94047
42212,09152500,0.1899999976158142,13393052054.18674
42233,09152500,0.11999999731779099,50269683.85692518
42257,09152500,0.2800000011920929,736281301.9801725
42269,09152500,0.27000001072883606,93850052.47381051
43534,09163500,0.2199999988079071,6042789692.080367
43535,09163500,0.009999999776482582,10516767591.42897
43540,09163500,0.1899999976158142,25880164957.024254
43542,09163500,0.11999999731779099,9306696131.00241
43548,09163500,0.05999999865889549,1141241285.437015
43559,09163500,0.27000001072883606,3123564756.136348
