"STAID","N","N_qSC","DATE.B","DATE.E","Model","ALPHA","ECK.OHS.BETA","ECK.CaF.BETA","CS","CBmn","CBamp","sday","CBamp2","RMSE","NS","ACCEPT","Streamflow","BF_Fraction.ECK.CaF","BF_Fraction.ECK.OHS","Days.ECK.CaF","Days.ECK.OHS"
"'01047000'",35304,96,"10/1/1902","9/20/2017","'SCfit'",0.9725,0.6378,0.4502,32.6699,NA,NA,NA,NA,78.5884,0.349,"Y",749.7474,0.3954,0.5259,0.0814,0.1583
"'01052500'",27871,86,"7/19/1941","11/7/2017","'SCfit'",0.971,0.8178,0.42,25.9864,NA,NA,NA,NA,51.4102,0.4376,"Y",356.6221,0.3664,0.6568,0.0861,0.3162
"'01054300'",13361,38,"2/15/1963","10/4/2017","'SCfit'",0.9751,0.6317,0.4477,31.0341,NA,NA,NA,NA,39.5041,0.496,"Y",269.3438,0.3947,0.5284,0.0941,0.1784
"'01055000'",32253,87,"6/16/1929","10/4/2017","'SCfit'",0.9848,0.6052,0.2515,24.2989,NA,NA,NA,NA,46.4755,0.487,"Y",208.9121,0.2083,0.4298,0.0565,0.1945
"'01057000'",35312,116,"10/1/1913","11/5/2017","'SCfit'",0.9815,0.7028,0.3016,41.4841,NA,NA,NA,NA,83.1149,0.6116,"Y",140.5459,0.2591,0.5348,0.0646,0.2152
"'01064300'",14905,143,"12/10/1963","9/29/2004","'SCfit'",0.9684,0.2852,0.5824,30.0847,NA,NA,NA,NA,165.8247,0.3544,"Y",34.1722,0.5234,0.2834,0.0886,0.0053
"'01064801'",9017,63,"4/1/1993","12/7/2017","'SCfit'",0.9634,0.2469,0.4758,27.487,NA,NA,NA,NA,32.5741,0.5717,"Y",164.904,0.4239,0.2412,0.1187,0.0284
"'01073000'",30259,153,"12/15/1934","10/18/2017","'SCfit'",0.9755,0.4628,0.3838,85.8888,NA,NA,NA,NA,549.6965,0.895,"Y",20.0933,0.3409,0.3996,0.079,0.1048
"'01074520'",8618,96,"3/10/1993","10/12/2016","'SCfit'",0.9801,0.9229,0.4881,20.8093,NA,NA,NA,NA,51.4161,0.4496,"Y",345.3981,0.4355,0.7743,0.0779,0.4324
"'01075800'",12920,120,"5/17/1963","9/29/1998","'SCfit'",0.9668,0.1752,0.265,25.16,NA,NA,NA,NA,69.6813,0.622,"Y",4.8514,0.2313,0.1604,0.0774,0.0474
"'01085800'",15472,150,"5/22/1962","9/29/2004","'SCfit'",0.9747,0.4355,0.3171,27.6295,NA,NA,NA,NA,105.1839,0.4531,"Y",11.7842,0.2753,0.3586,0.0797,0.1236
"'01093800'",15128,150,"5/1/1963","9/29/2004","'SCfit'",0.9855,0.7567,0.2308,23.184,NA,NA,NA,NA,84.6705,0.4684,"Y",7.1152,0.1954,0.5527,0.0504,0.2608
"'01115630'",10005,32,"11/26/1963","10/1/2016","'SCfit'",0.9789,0.4913,0.6378,63.3947,NA,NA,NA,NA,69.8598,0.6459,"Y",18.3107,0.5965,0.4686,0.1009,0.0537
"'01121000'",27943,14,"10/1/1940","4/2/2017","'sin_cos'",0.9789,0.0329,0.3824,48.2871,87.1375,17.5181,"5/10/1956",10.1401,11.5842,0.9539,"Y",52.47,0.3441,0.0328,0.0808,0.0013
"'01130000'",25659,131,"8/10/1940","6/4/2017","'SCfit'",0.964,0.1818,0.6141,31.5151,NA,NA,NA,NA,69.0105,0.471,"Y",483.9665,0.5618,0.1814,0.1044,6e-04
"'01134500'",25724,171,"1/1/1947","6/5/2017","'SCfit'",0.9767,0.3096,0.3791,28.5054,NA,NA,NA,NA,167.5036,0.4925,"Y",153.211,0.3286,0.2759,0.0767,0.0563
"'01135000'",20143,28,"8/7/1928","9/30/1983","'SCfit'",0.9796,0.0871,0.3344,49.6595,NA,NA,NA,NA,98.3581,0.3861,"Y",219.5583,0.2832,0.0859,0.0643,0.0045
"'01135150'",9831,22,"12/7/1990","11/5/2017","'SCfit'",0.9652,0.4583,0.6609,103.596,NA,NA,NA,NA,173.6831,0.7469,"Y",6.5456,0.6128,0.4454,0.1243,0.0362
"'01135300'",9897,54,"10/2/1990","11/5/2017","'sin_cos'",0.9805,0.7309,0.4161,175.9518,299.9887,10,"3/24/1993",10,359.129,0.416,"Y",74.7308,0.3654,0.5839,0.0778,0.2423
"'01137500'",28488,177,"8/2/1939","7/30/2017","'SCfit'",0.976,0.6095,0.5144,26.2728,NA,NA,NA,NA,139.6057,0.5948,"Y",214.3705,0.4627,0.5285,0.0771,0.1193
"'01139000'",28220,124,"8/2/1940","11/6/2017","'SCfit'",0.9779,0.7032,0.5413,88.1965,NA,NA,NA,NA,242.8187,0.5899,"Y",153.3405,0.4888,0.6091,0.0871,0.1687
"'01139800'",21709,158,"6/1/1958","11/6/2017","'SCfit'",0.9768,0.9799,0.5361,68.8606,NA,NA,NA,NA,563.43,0.3021,"Y",16.3577,0.4908,0.9262,0.0857,0.5119
"'01142500'",28326,203,"7/15/1939","10/2/2017","'SCfit'",0.9781,0.8955,0.5153,114.8888,NA,NA,NA,NA,571.6186,0.5108,"Y",51.2488,0.4673,0.7903,0.0863,0.3522
"'01144000'",37008,252,"6/9/1915","10/5/2017","'SCfit'",0.9706,0.7744,0.5864,73.059,NA,NA,NA,NA,455.1529,0.5614,"Y",1232.0845,0.5375,0.6841,0.0934,0.2069
"'01150900'",11481,114,"10/1/1984","5/31/2017","'SCfit'",0.972,0.9687,0.4878,46.9436,NA,NA,NA,NA,347.7809,0.5142,"Y",60.545,0.438,0.8706,0.0932,0.5302
"'01153500'",16173,48,"6/21/1940","9/30/1984","'SCfit'",0.9764,0.5935,0.4001,81.9864,NA,NA,NA,NA,194.7649,0.4001,"Y",174.3316,0.3503,0.49,0.0797,0.1461
"'01154000'",21467,24,"6/20/1940","11/27/2017","'SCfit'",0.9804,0.679,0.3743,58.7636,NA,NA,NA,NA,60.8048,0.6339,"Y",126.5842,0.3256,0.5398,0.075,0.196
"'01169000'",28091,143,"12/13/1939","11/8/2016","'SCfit'",0.9816,0.3506,0.3735,80.9234,NA,NA,NA,NA,340.281,0.7845,"Y",194.8723,0.3231,0.3063,0.0695,0.064
"'01170100'",18319,192,"10/1/1967","12/4/2017","'SCfit'",0.9846,0.8902,0.3874,64.4713,NA,NA,NA,NA,149.9603,0.6598,"Y",93.1118,0.3348,0.7061,0.074,0.4
"'01174565'",8923,101,"11/8/1983","10/11/2017","'SCfit'",0.9848,0.9908,0.3696,14.182,NA,NA,NA,NA,53.135,0.5263,"Y",24.1676,0.3235,0.9259,0.0798,0.6078
"'01187300'",28184,7,"10/1/1938","11/30/2016","'SCfit'",0.9782,0.9721,0.2914,16,NA,NA,NA,NA,16.3343,0.5956,"Y",41.1192,0.2498,0.829,0.0765,0.5632
"'01187800'",18990,36,"10/1/1921","9/29/2001","'SCfit'",0.9732,0.9649,0.4739,52,NA,NA,NA,NA,75.8679,0.6112,"Y",38.8421,0.4278,0.85,0.086,0.4907
"'01188000'",31113,337,"10/1/1931","12/5/2016","'SCfit'",0.9812,0.9866,0.4518,31.1419,NA,NA,NA,NA,308.2177,0.6373,"Y",8.5031,0.4051,0.8839,0.0723,0.5778
"'01193500'",32339,488,"10/1/1928","4/15/2017","'SCfit'",0.9787,0.9864,0.4526,43,NA,NA,NA,NA,388.6166,0.4915,"Y",187.9641,0.41,0.9197,0.0881,0.5989
"'01195100'",12997,90,"11/4/1981","6/4/2017","'SCfit'",0.9706,0.9858,0.383,43,NA,NA,NA,NA,169.9015,0.3412,"Y",9.8247,0.3509,0.9216,0.0871,0.6047
"'01198000'",11564,18,"10/1/1951","10/11/2016","'sin_cos'",0.9628,0.9928,0.6584,201.863,215.6496,10,"9/11/1963",63.3999,102.8898,0.7931,"Y",87.6121,0.6132,0.9763,0.1122,0.54
"'01208950'",19242,161,"10/1/1964","6/6/2017","'SCfit'",0.9747,0.9879,0.3754,63,NA,NA,NA,NA,327.4883,0.4293,"Y",13.7005,0.3383,0.917,0.0898,0.6064
"'01208990'",18995,454,"10/1/1964","10/2/2016","'SCfit'",0.9701,0.9874,0.49,54.0479,NA,NA,NA,NA,481.8196,0.6624,"Y",41.2866,0.4466,0.948,0.1159,0.6067
"'01319000'",16314,119,"10/1/1933","5/31/1978","'SCfit'",0.97,0.7502,0.3445,38.7711,NA,NA,NA,NA,57.6294,0.5577,"Y",217.9345,0.3003,0.5868,0.0867,0.2811
"'01333000'",24521,110,"9/20/1949","11/7/2016","'SCfit'",0.9782,0.1605,0.5044,154.92,NA,NA,NA,NA,328.1637,0.4228,"Y",85.6786,0.454,0.1599,0.0922,0.0034
"'01333500'",16528,14,"7/1/1951","9/29/1996","'SCfit'",0.9759,0.9086,0.4619,52.8244,NA,NA,NA,NA,42.4274,0.9597,"Y",94.8434,0.412,0.7875,0.092,0.4114
"'01350000'",41875,10,"11/9/1902","1/31/2018","'sin_cos'",0.9629,0.7713,0.4591,52.4281,75.3775,17.8943,"7/15/1966",10,21.1129,0.7502,"Y",475.8512,0.4115,0.6339,0.1041,0.2945
"'01361500'",17745,13,"3/1/1929","9/29/1977","'sin_cos'",0.9742,0.7886,0.215,76.6557,152.949,10,"10/19/1962",43.916,58.5175,0.8572,"Y",125.4473,0.1896,0.5987,0.0755,0.319
"'01362198'",9131,218,"10/1/1963","9/29/1988","'SCfit'",0.9661,0.2571,0.5578,47.8022,NA,NA,NA,NA,92.4569,0.6498,"Y",137.1421,0.5065,0.2534,0.1135,0.0112
"'01365000'",29094,28,"2/4/1937","9/30/2016","'SCfit'",0.9767,0.9468,0.5347,23.8151,NA,NA,NA,NA,40.2636,0.604,"Y",102.5299,0.4823,0.8404,0.103,0.485
"'01409810'",12366,910,"10/1/1974","12/4/2017","'SCfit'",0.981,0.992,0.6863,21,NA,NA,NA,NA,171.1173,0.5911,"Y",138.1595,0.6277,0.9694,0.0874,0.5223
"'01413500'",29097,33,"2/1/1937","9/30/2016","'SCfit'",0.9747,0.329,0.4766,57.7681,NA,NA,NA,NA,32.8717,0.7052,"Y",315.3687,0.4267,0.3108,0.0997,0.0471
"'01423000'",24503,13,"10/1/1950","10/31/2017","'SCfit'",0.9703,0.8501,0.5025,63,NA,NA,NA,NA,21.791,0.938,"Y",607.5837,0.4495,0.7256,0.1043,0.3435
"'01439500'",39961,127,"10/1/1908","2/26/2018","'SCfit'",0.9699,0.0955,0.6298,41.8581,NA,NA,NA,NA,138.3182,0.441,"Y",238.9428,0.5816,0.0954,0.1282,1e-04
"'01440000'",34350,180,"10/1/1923","10/16/2017","'SCfit'",0.9752,0.8227,0.597,119.8694,NA,NA,NA,NA,347.9459,0.7383,"Y",113.0551,0.5458,0.7109,0.1092,0.2804
"'01466500'",23147,7697,"10/1/1953","2/13/2017","'SCfit'",0.9828,0.9885,0.9022,20,NA,NA,NA,NA,768.4479,0.7298,"Y",2.1047,0.8803,0.9723,0.1004,0.3169
"'01484000'",12095,42,"7/1/1931","10/5/2017","'SCfit'",0.9863,0.9716,0.4705,48,NA,NA,NA,NA,245.1368,0.704,"Y",17.62,0.411,0.8184,0.0618,0.4849
"'01484100'",21704,49,"5/2/1958","10/2/2017","'SCfit'",0.9859,0.0706,0.6253,74.5348,NA,NA,NA,NA,161.6486,0.526,"Y",3.6785,0.5925,0.07,0.0469,0.0021
"'01485500'",24848,79,"12/1/1949","12/11/2017","'SCfit'",0.9783,0.9971,0.3688,28,NA,NA,NA,NA,358.7198,0.3559,"Y",53.6924,0.3111,0.9811,0.0939,0.599
"'01486000'",23166,37,"5/1/1951","10/3/2017","'SCfit'",0.9894,0.995,0.2804,50,NA,NA,NA,NA,169.1684,0.422,"Y",5.0463,0.2327,0.9248,0.0554,0.5633
"'01487000'",27217,1989,"4/1/1943","10/5/2017","'SCfit'",0.9834,0.8999,0.7646,86.0468,NA,NA,NA,NA,471.9373,0.7325,"Y",93.5026,0.7205,0.8366,0.1021,0.2294
"'01490000'",16984,41,"5/1/1951","10/1/2017","'SCfit'",0.9905,0.9911,0.4644,59.9636,NA,NA,NA,NA,126.3235,0.5345,"Y",17.7769,0.4104,0.9147,0.0481,0.5181
"'01491000'",25480,1313,"1/1/1948","10/4/2017","'SCfit'",0.9766,0.985,0.4996,36,NA,NA,NA,NA,665.3741,0.5604,"Y",140.8037,0.4424,0.9178,0.0819,0.5199
"'01493500'",23923,130,"5/31/1951","11/28/2017","'SCfit'",0.9951,0.9942,0.4185,87.6633,NA,NA,NA,NA,186.711,0.6361,"Y",11.3191,0.3644,0.817,0.0219,0.4657
"'01502000'",20740,15,"6/19/1938","3/31/1995","'SCfit'",0.9729,0.9574,0.4983,68,NA,NA,NA,NA,35.9832,0.721,"Y",99.3561,0.4483,0.8601,0.0834,0.4651
"'01502500'",28893,26,"11/22/1929","10/31/2017","'SCfit'",0.978,0.9883,0.4856,112,NA,NA,NA,NA,186.3341,0.586,"Y",874.3317,0.4316,0.9442,0.0897,0.5595
"'01510000'",27127,11,"6/24/1938","9/30/2017","'SCfit'",0.9765,0.9257,0.4312,69,NA,NA,NA,NA,31.3669,0.9317,"Y",277.0037,0.3792,0.7823,0.0902,0.4403
"'01516500'",23262,6,"5/1/1954","1/10/2018","'SCfit'",0.9634,0.8965,0.3461,90,NA,NA,NA,NA,44.4868,0.811,"Y",12.6147,0.3044,0.7184,0.0881,0.4494
"'01517000'",8765,6,"10/1/1954","9/29/1978","'sin_cos'",0.9775,0.4091,0.145,83.9597,189,59.0579,"10/9/1958",105.0714,17.0628,0.9747,"Y",11.0482,0.125,0.2953,0.038,0.1262
"'01526000'",12235,10,"4/1/1937","9/29/1970","'SCfit'",0.9815,0.9944,0.0932,133,NA,NA,NA,NA,81.3432,0.7484,"Y",93.949,0.078,0.923,0.0567,0.5765
"'01528000'",21223,113,"2/21/1937","3/31/1995","'SCfit'",0.9856,0.9858,0.1881,91.0917,NA,NA,NA,NA,481.0648,0.6447,"Y",76.0579,0.1554,0.8688,0.0591,0.5437
"'01532000'",37986,84,"2/1/1914","1/31/2018","'SCfit'",0.9748,0.5002,0.3116,98.6314,NA,NA,NA,NA,138.5353,0.4652,"Y",289.4941,0.2706,0.3899,0.0839,0.1602
"'01543000'",38095,89,"10/1/1913","1/17/2018","'SCfit'",0.9732,0.4453,0.3347,58.5199,NA,NA,NA,NA,112.9147,0.7086,"Y",454.8334,0.2891,0.3628,0.0882,0.13
"'01543500'",28990,168,"10/1/1938","2/12/2018","'SCfit'",0.9736,0.2767,0.3861,131.3249,NA,NA,NA,NA,675.4737,0.8128,"Y",1145.2417,0.338,0.2563,0.0987,0.059
"'01544500'",28240,2608,"10/1/1940","1/24/2018","'SCfit'",0.9776,0.9613,0.3837,43.1262,NA,NA,NA,NA,220.07,0.8203,"Y",228.1243,0.3331,0.8531,0.0931,0.5186
"'01545600'",19404,282,"12/1/1964","1/15/2018","'SCfit'",0.9715,0.1007,0.5074,36.7251,NA,NA,NA,NA,251.1201,0.4718,"Y",73.938,0.4526,0.1004,0.1198,0.0021
"'01548500'",36323,274,"10/1/1918","3/12/2018","'SCfit'",0.9714,0.9337,0.4586,76.5201,NA,NA,NA,NA,242.3632,0.748,"Y",854.732,0.4054,0.8231,0.1009,0.4537
"'01549500'",28251,62,"10/1/1940","2/4/2018","'SCfit'",0.9796,0.6757,0.3109,94.2238,NA,NA,NA,NA,169.5058,0.4414,"Y",58.7718,0.2714,0.5084,0.0761,0.2416
"'01550000'",38089,171,"12/1/1913","3/13/2018","'SCfit'",0.9685,0.4351,0.4743,58.4819,NA,NA,NA,NA,110.7127,0.5427,"Y",290.3255,0.4216,0.3927,0.1068,0.0901
"'01552000'",33352,136,"10/1/1925","1/23/2018","'SCfit'",0.9692,0.8416,0.4815,39,NA,NA,NA,NA,797.2648,0.906,"Y",767.8814,0.4281,0.6975,0.1073,0.3542
"'01552500'",28226,29,"10/1/1940","1/10/2018","'SCfit'",0.964,0.766,0.4876,52.9683,NA,NA,NA,NA,36.7908,0.6556,"Y",48.3922,0.4341,0.6314,0.1168,0.3092
"'01567500'",23314,15,"2/1/1954","11/30/2017","'sin_cos'",0.9732,0.8258,0.565,127.3086,249.1707,10,"10/11/1958",10,89.5029,0.7236,"Y",19.5184,0.5078,0.6872,0.0776,0.2547
"'01568000'",32256,212,"10/1/1929","1/22/2018","'SCfit'",0.9806,0.8044,0.4183,117.2056,NA,NA,NA,NA,575.2813,0.3578,"Y",294.4119,0.3694,0.6234,0.0787,0.3016
"'01580000'",33261,42,"10/1/1926","10/23/2017","'SCfit'",0.9853,0.8599,0.725,93.7481,NA,NA,NA,NA,65.3644,0.7529,"Y",126.8789,0.6812,0.7635,0.0989,0.2497
"'01594936'",10013,16,"5/1/1980","9/29/2007","'SCfit'",0.9667,0.9731,0.4545,53,NA,NA,NA,NA,356.9999,0.7483,"Y",4.4136,0.4054,0.8867,0.1099,0.5687
"'01596500'",25218,7,"9/18/1948","10/3/2017","'SCfit'",0.9784,0.8792,0.297,53.9973,NA,NA,NA,NA,15.2133,0.9339,"Y",76.5504,0.254,0.6645,0.0841,0.4161
"'01597000'",13141,9,"9/17/1948","6/30/2016","'sin_cos'",0.9712,0.2402,0.4429,70.47,143,10,"4/18/1979",29.2976,24.2175,0.8737,"Y",28.6299,0.3882,0.2322,0.0928,0.0256
"'01605500'",25841,62,"5/1/1940","1/30/2018","'SCfit'",0.9751,0.9699,0.5332,116.1992,NA,NA,NA,NA,227.2196,0.4581,"Y",177.0259,0.4726,0.879,0.0818,0.493
"'01606000'",15816,30,"3/1/1940","12/18/2017","'SCfit'",0.9714,0.5132,0.4147,131.9639,NA,NA,NA,NA,157.4918,0.3528,"Y",413.3767,0.3634,0.4291,0.1149,0.1583
"'01606500'",32682,108,"6/25/1928","12/17/2017","'SCfit'",0.9726,0.4598,0.5107,164.0868,NA,NA,NA,NA,224.5056,0.6191,"Y",741.9072,0.4535,0.4175,0.0966,0.0753
"'01610155'",10506,55,"7/1/1967","10/4/2017","'SCfit'",0.9629,0.9808,0.2203,68,NA,NA,NA,NA,256.481,0.79,"Y",106.0262,0.195,0.8958,0.1074,0.6032
"'01611500'",34298,3833,"12/12/1922","11/6/2017","'SCfit'",0.9719,0.9855,0.457,65.0052,NA,NA,NA,NA,886.6865,0.8245,"Y",586.8396,0.3983,0.9256,0.0916,0.5149
"'01613900'",18917,569,"8/1/1960","1/30/2018","'SCfit'",0.9753,0.9872,0.3318,89,NA,NA,NA,NA,444.6241,0.8833,"Y",15.2481,0.2795,0.9012,0.068,0.5449
"'01614000'",19485,141,"10/1/1928","11/6/2017","'SCfit'",0.974,0.9787,0.3301,65,NA,NA,NA,NA,439.4314,0.6202,"Y",197.553,0.2822,0.8717,0.0861,0.5489
"'01630700'",2709,1040,"5/29/2002","10/27/2009","'SCfit'",0.9853,0.9968,0.2784,41.5484,NA,NA,NA,NA,245.4804,0.933,"Y",29.4155,0.2477,0.9699,0.0672,0.6659
"'01632000'",33853,759,"4/1/1925","12/6/2017","'SCfit'",0.977,0.9789,0.221,52.2557,NA,NA,NA,NA,385.4612,0.8879,"Y",196.2113,0.1858,0.8506,0.0908,0.5771
"'01632900'",20947,170,"8/1/1960","12/6/2017","'SCfit'",0.9851,0.96,0.5801,243.1769,NA,NA,NA,NA,763.724,0.5641,"Y",74.506,0.5303,0.8325,0.0792,0.4652
"'01634500'",29341,512,"10/1/1937","1/29/2018","'SCfit'",0.9739,0.9889,0.4327,69,NA,NA,NA,NA,316.3582,0.9233,"Y",97.8267,0.3762,0.9264,0.0829,0.574
"'01635090'",3269,1106,"11/15/2000","10/27/2009","'SCfit'",0.9763,0.9793,0.5203,160.2021,NA,NA,NA,NA,1017.698,0.8932,"Y",137.7453,0.4598,0.8889,0.0857,0.5222
"'0163626650'",2722,799,"5/1/2002","10/12/2009","'SCfit'",0.9615,0.9831,0.5154,129.5602,NA,NA,NA,NA,383.3742,0.8613,"Y",15.0051,0.4664,0.9407,0.1264,0.5628
"'01638480'",16985,19,"10/31/1970","1/29/2018","'SCfit'",0.9822,0.9532,0.3367,88.1628,NA,NA,NA,NA,94.2471,0.519,"Y",99.9849,0.301,0.7567,0.0795,0.5292
"'01643700'",16806,725,"10/1/1965","12/4/2017","'SCfit'",0.9817,0.9928,0.2935,84.2245,NA,NA,NA,NA,678.6822,0.8272,"Y",132.7174,0.2649,0.9408,0.0696,0.6285
"'01644000'",33245,38,"7/12/1909","11/19/2017","'SCfit'",0.9771,0.9722,0.3941,90.2326,NA,NA,NA,NA,104.047,0.6995,"Y",322.674,0.3585,0.8569,0.092,0.5507
"'01658500'",24334,353,"5/1/1951","12/13/2017","'SCfit'",0.9605,0.8298,0.3502,54.318,NA,NA,NA,NA,393.0911,0.4513,"Y",6.9895,0.2995,0.5698,0.1006,0.3597
"'01659000'",5375,103,"5/1/1951","10/19/2011","'SCfit'",0.9486,0.731,0.4537,38.145,NA,NA,NA,NA,239.499,0.6637,"Y",4.7797,0.3887,0.5546,0.1092,0.2675
"'01661050'",17543,43,"10/1/1968","10/12/2017","'SCfit'",0.9828,0.3401,0.2657,76.9059,NA,NA,NA,NA,129.6022,0.4602,"Y",19.4359,0.2353,0.2935,0.0552,0.0728
"'01662000'",16079,5,"10/1/1942","10/8/1986","'SCfit'",0.9788,0.7839,0.4921,57.5966,NA,NA,NA,NA,11.8482,0.7448,"Y",194.6924,0.4491,0.6499,0.096,0.2752
"'01663500'",24252,25,"8/1/1942","12/12/2017","'SCfit'",0.976,0.8526,0.5377,37.5523,NA,NA,NA,NA,33.6644,0.6322,"Y",341.8571,0.4911,0.7173,0.1104,0.3474
"'01664000'",27467,309,"10/1/1942","12/12/2017","'SCfit'",0.9783,0.5414,0.502,59.989,NA,NA,NA,NA,165.4976,0.393,"Y",690.0354,0.4579,0.4864,0.1047,0.1221
"'01665500'",26362,608,"10/1/1942","3/6/2018","'SCfit'",0.975,0.9935,0.5629,30,NA,NA,NA,NA,126.6663,0.6942,"Y",154.1025,0.5083,0.9627,0.1108,0.6202
"'01666500'",27216,713,"7/29/1943","1/31/2018","'SCfit'",0.9831,0.6978,0.5311,56.9849,NA,NA,NA,NA,134.9238,0.7839,"Y",221.5225,0.4825,0.5928,0.0879,0.1845
"'01667500'",31900,881,"10/1/1930","1/31/2018","'SCfit'",0.9794,0.6629,0.53,65.2266,NA,NA,NA,NA,339.5418,0.7979,"Y",538.7898,0.4834,0.5719,0.0948,0.1742
"'01669000'",24235,501,"10/1/1951","2/5/2018","'SCfit'",0.9911,0.7845,0.3442,71.1928,NA,NA,NA,NA,183.5094,0.5772,"Y",30.7593,0.2962,0.6446,0.0477,0.1857
"'01669520'",13325,671,"8/14/1981","2/5/2018","'SCfit'",0.9819,0.9307,0.3116,60.8694,NA,NA,NA,NA,215.6056,0.8853,"Y",118.9276,0.2777,0.8072,0.0747,0.3958
"'01670000'",14355,6,"10/1/1949","1/18/1989","'SCfit'",0.971,0.9071,0.5361,103,NA,NA,NA,NA,48.8838,0.8059,"Y",7.0401,0.4849,0.7624,0.1014,0.3737
"'01673638'",4039,203,"10/1/1998","10/21/2009","'SCfit'",0.9711,0.9658,0.599,91.1715,NA,NA,NA,NA,168.0664,0.8276,"Y",7.1491,0.5491,0.8863,0.0956,0.415
"'02011400'",15816,622,"10/1/1974","1/23/2018","'SCfit'",0.9734,0.9767,0.5441,98.2342,NA,NA,NA,NA,276.1922,0.8531,"Y",165.2907,0.4876,0.9016,0.0962,0.5247
"'02013000'",32617,615,"10/1/1928","1/22/2018","'SCfit'",0.9746,0.9676,0.4034,81.3156,NA,NA,NA,NA,1048.0035,0.8689,"Y",168.6564,0.3468,0.8302,0.0837,0.5047
"'02014000'",29328,760,"10/1/1928","1/22/2018","'SCfit'",0.9782,0.9751,0.4801,74.8323,NA,NA,NA,NA,457.9573,0.8933,"Y",177.7087,0.4204,0.8782,0.0812,0.5089
"'02015700'",20999,591,"8/1/1960","1/28/2018","'SCfit'",0.9803,0.9839,0.5233,75.4714,NA,NA,NA,NA,226.7721,0.8826,"Y",152.0189,0.4623,0.9008,0.0764,0.5277
"'02016000'",33585,266,"10/1/1925","10/24/2017","'SCfit'",0.9761,0.8742,0.4643,90.3177,NA,NA,NA,NA,208.2801,0.8973,"Y",539.4658,0.4042,0.6844,0.0858,0.347
"'02017500'",33366,593,"10/1/1926","2/5/2018","'SCfit'",0.9779,0.8336,0.4201,44.2129,NA,NA,NA,NA,514.0987,0.8176,"Y",128.8914,0.3633,0.6555,0.0829,0.3085
"'02018000'",33692,781,"4/1/1925","10/24/2017","'SCfit'",0.9791,0.9849,0.4427,37.8965,NA,NA,NA,NA,527.7237,0.8377,"Y",386.207,0.3858,0.9083,0.0857,0.5492
"'02027500'",24995,6,"10/1/1949","3/7/2018","'SCfit'",0.9787,0.6014,0.529,21.7145,NA,NA,NA,NA,4.9842,0.9917,"Y",93.7858,0.4757,0.5283,0.105,0.1412
"'02032640'",8923,670,"10/1/1993","3/6/2018","'SCfit'",0.9818,0.9772,0.3589,48.6877,NA,NA,NA,NA,71.8854,0.8705,"Y",123.237,0.3204,0.8448,0.0802,0.59
"'02034500'",21099,19,"4/1/1926","1/6/1987","'SCfit'",0.9802,0.9782,0.4549,50,NA,NA,NA,NA,33.2369,0.7656,"Y",246.715,0.3927,0.8713,0.0934,0.4884
"'02038850'",18912,160,"4/27/1966","2/4/2018","'SCfit'",0.9812,0.742,0.5483,29.7805,NA,NA,NA,NA,114.5117,0.3012,"Y",7.9695,0.4821,0.5881,0.0836,0.1972
"'02046000'",25974,17,"10/1/1946","11/13/2017","'SCfit'",0.9758,0.995,0.3283,47,NA,NA,NA,NA,44.9117,0.8528,"Y",104.8393,0.2897,0.9584,0.0966,0.6135
"'02051000'",25695,16,"10/1/1946","2/7/2018","'sin_cos'",0.9874,0.7432,0.2171,79.1846,75.9951,17.9405,"10/22/1951",16.6777,25.5583,0.6449,"Y",48.9895,0.1857,0.426,0.0643,0.3066
"'02051500'",32093,981,"1/1/1929","11/12/2016","'SCfit'",0.9787,0.9861,0.4376,31.6201,NA,NA,NA,NA,303.2514,0.7907,"Y",491.1914,0.3801,0.8873,0.0992,0.5559
"'02053200'",21835,9,"4/1/1958","2/4/2018","'SCfit'",0.9665,0.8802,0.285,40,NA,NA,NA,NA,29.2232,0.8502,"Y",224.2055,0.2333,0.728,0.1107,0.3803
"'02053800'",20947,596,"10/1/1960","2/5/2018","'SCfit'",0.9866,0.9822,0.534,140.9719,NA,NA,NA,NA,726.308,0.8416,"Y",112.2726,0.482,0.8798,0.0764,0.5426
"'02056900'",15105,5,"10/1/1976","2/7/2018","'SCfit'",0.9827,0.7124,0.6178,75,NA,NA,NA,NA,8.7043,0.4839,"Y",130.6825,0.5676,0.6282,0.095,0.1535
"'02059500'",31813,757,"10/1/1930","11/5/2017","'SCfit'",0.9845,0.9832,0.5586,75.0796,NA,NA,NA,NA,404.8477,0.9234,"Y",178.3362,0.4997,0.8742,0.0747,0.5324
"'02061000'",8967,1247,"10/1/1943","6/30/2014","'SCfit'",0.9837,0.8303,0.5089,58.3899,NA,NA,NA,NA,271.3802,0.8551,"Y",130.0833,0.4655,0.6877,0.0855,0.2958
"'02064000'",29287,572,"10/1/1929","1/28/2018","'SCfit'",0.9874,0.9956,0.5241,45.611,NA,NA,NA,NA,118.6181,0.6388,"Y",149.9836,0.4669,0.9349,0.0722,0.5864
"'02065500'",26053,213,"10/1/1946","1/28/2018","'SCfit'",0.99,0.4566,0.5205,58.8466,NA,NA,NA,NA,115.9517,0.8104,"Y",94.4279,0.4646,0.4195,0.072,0.0517
"'02066500'",9496,28,"10/1/1946","9/29/1972","'SCfit'",0.9891,0.9844,0.311,49,NA,NA,NA,NA,47.7868,0.7279,"Y",108.103,0.2644,0.8301,0.0659,0.5012
