KGE,NSE,sitenum,summer_params,winter_params,spring_params,fall_params,NSE_pyr,KGE_pyr
-0.5820362771031986,-1.4694117042079546,13341050,"[0.0501710733, -2.21091775e-05, 2.86416769]","[-0.0237642985, 2.34304265e-05, 3.53200123]","[0.0209824799, -5.0447904e-06, 3.61302799]","[-0.00125252298, -2.22960654e-05, 3.81553108]","[-51.723095554522295, -349.1763423943828, -1899.3362852245866]","[-0.21090063100779166, -7.259353284345112, -19.23920032946802]"
0.2857731966247858,-0.2926148897071727,13342500,"[0.00432803367, 6.07439155e-06, 13.0534013]","[0.390606538, -0.000115633857, 11.2410584]","[0.0888449577, -2.32819489e-05, 12.2171428]","[0.11679482, -0.00014854446, 12.1346102]","[-15.410726009684154, -27.832757347507872, -2.314096733095352]","[-0.8901969814699611, -2.1553259799070816, 0.09505563876035139]"
0.9049283079660826,0.8745567004239265,3373980,"[0.552560564, -0.00112725958, 14.6036671]","[0.39632139, 0.000963136443, 2.81958428]","[0.623183873, 0.0240724139, -27.6964991]","[0.632890913, -0.0114406632, 22.4680333]","[0.9611507929270621, 0.9600770626811846, 0.9205277217624297]","[0.9399122230625294, 0.9721770905397317, 0.9229123778624144]"
0.879715261017347,0.7966320351947256,5465500,"[0.517679402, 4.24953815e-06, 12.5609325]","[0.465520602, -0.000173816391, 7.15511445]","[0.683087573, -3.9542561e-05, 6.92906873]","[0.645537291, 0.000198842059, 3.26085458]","[0.9327171719717877, 0.8876259344632955, 0.8564631614209712]","[0.916194076344315, 0.803471452319228, 0.8601855724508007]"
0.6680644093125885,0.3658447920613275,7144780,"[0.576707994, -0.000131192207, 11.4139455]","[0.616895064, 0.00183895999, 3.65976489]","[0.699670873, -0.000100723346, 7.98739472]","[0.750291739, 8.7162056e-05, 3.82767593]","[0.9128626201780992, 0.972239311166524, 0.9530121142804899]","[0.787573830151467, 0.9640893543282417, 0.9477273672057043]"
0.9448587905012732,0.913155681991557,1095220,"[0.53602022, -0.00236351297, 8.88986124]","[0.285776867, -0.00113157128, 2.2645379]","[0.62174981, -0.01220717, 7.18193574]","[0.621655233, -0.00385715084, 3.99383548]","[0.971934168548703, 0.9729458897303851, 0.9485004265708095]","[0.9757708782664046, 0.934781057489552, 0.9256925685043487]"
0.9131055206223478,0.9109696622074208,1095375,"[0.701423876, 0.00147010542, 6.86286943]","[0.276693834, -0.000286961789, 2.35838683]","[0.70670338, -0.01202326, 6.57941105]","[0.626267408, -0.00167596443, 3.91989838]","[0.9786642728720707, 0.9753239300429836, 0.9546065240501349]","[0.9700630034962591, 0.9462669050893718, 0.9411026542569992]"
0.915107737233793,0.8844763386617984,1104430,"[0.10797989, 0.021413, 19.14342471]","[0.1327296, -0.00693769, 4.15610428]","[0.55324976, -0.02719515, 6.67681498]","[0.62710673, 0.10630402, 4.64628439]","[0.9244539659199676, 0.9568306316230097, 0.8863662421719698]","[0.9468281699879169, 0.9097106738807222, 0.8607638416463718]"
0.9294254521236506,0.9086225412542648,1104460,"[0.437691854, -0.00835785078, 11.9897152]","[0.332007402, 0.000935037158, 2.66245701]","[0.61418934, -0.0126744, 6.69293138]","[0.696863316, -0.000370583772, 3.70884171]","[0.9703682431328574, 0.9741703936665663, 0.9389342608096601]","[0.9491024097447898, 0.9317814970128467, 0.8937567266298794]"
0.9015300480383756,0.8869028284902747,1104475,"[0.34102822, 0.98453808, 9.7984437]","[0.33525095, 0.00436622, 3.99618059]","[0.49118578, -0.28878592, 7.30522377]","[0.57149645, -0.01841708, 4.99212341]","[0.9777918819187534, 0.978109226972456, 0.9475524768180552]","[0.9745553348103799, 0.9612005145393496, 0.9284395250782161]"
0.9296443216167382,0.9312026186776642,4043238,"[0.40919176, 0.09308241, 5.83549546]","[0.11370532, 0.10194369, 0.91684386]","[0.55084966, -0.19096866, 4.81326851]","[0.4201369, 0.17459522, 2.55710065]","[0.957794010648629, 0.9725975613916147, 0.9622543094102161]","[0.9201425974602707, 0.9229545739103744, 0.9233923193683297]"
0.9074392180975688,0.9160059292994598,4043244,"[0.38251561, 0.02774861, 6.01105244]","[0.13447717, 0.01263362, 1.6497774]","[0.51890619, -0.07079851, 5.43722025]","[0.40075803, 0.0487486, 2.74630043]","[0.9527708196888548, 0.9699264098390127, 0.9518121579130664]","[0.9275074732184607, 0.9205770447335476, 0.9456576405034229]"
0.9168689466398658,0.9086009786697404,4121944,"[0.536457561, 0.00214759827, 7.58787579]","[0.330350113, 0.000122880898, 2.68896951]","[0.58753872, -0.00223715861, 7.41678382]","[0.578258148, -0.000429258192, 4.07627822]","[0.9646440784983503, 0.9723349675900116, 0.9638075557275027]","[0.9272250513489178, 0.9369076091180825, 0.9420553877499744]"
0.943981849891482,0.9142232593225594,4121970,"[0.227078292, -0.000293666383, 17.2334994]","[0.115051938, 0.000190192534, 1.54331931]","[0.528112706, -0.000890233778, 8.47520339]","[0.632740644, -0.00102249542, 8.27489737]","[0.9481081479548467, 0.9636313462882351, 0.9693350126599078]","[0.9383622815573747, 0.9298619625010062, 0.9230832864121365]"
0.9168784724855642,0.9077025467302756,4124000,"[0.497138801, 0.00261959324, 5.60377443]","[0.264798072, 0.00129076823, 1.42459465]","[0.520324288, -0.00226229928, 9.7307902]","[0.507450737, -0.000740057265, 4.71551167]","[0.9644194156830748, 0.9723371446125557, 0.9651053426006486]","[0.9296716880431773, 0.9410898146474381, 0.9558712939785224]"
0.9285631246714896,0.8916285714919806,4124200,"[0.278964209, 7.39283926e-05, 14.2783276]","[0.137704046, 0.000552678903, 1.44283448]","[0.48465445, -0.00258291289, 10.5272403]","[0.561183365, -0.00256161344, 8.25195188]","[0.9432762418865703, 0.9537975138336917, 0.9564497469730603]","[0.9338824565076307, 0.9196268131178597, 0.934522153076328]"
0.9000196407698748,0.8931090484493016,4125460,"[0.35803028, 0.01041613, 5.24072601]","[0.290915589, -0.00185361541, 4.37196435]","[0.487945484, -0.000819618784, 5.88674417]","[0.412100743, 0.00089050532, 4.47780765]","[0.9598938518628497, 0.9736198710584019, 0.9658496219713546]","[0.8991205468169474, 0.9318095902693949, 0.9650137545109885]"
0.9180735742114816,0.8980148554014005,4125550,"[0.330328873, -0.000644930933, 14.5971784]","[0.156834002, 0.000414348474, 1.37541055]","[0.531569486, -0.00167716953, 9.72809627]","[0.584536151, -0.00162790001, 7.99633627]","[0.947688373407406, 0.9596859673897761, 0.9639722469203559]","[0.9088919620899258, 0.9189221224619217, 0.934206050745896]"
0.935897098858167,0.9158369553632302,4136000,"[0.538705005, 0.00299659203, 5.4802412]","[0.25351735, 0.00190238, 1.58903052]","[0.571016644, -0.00231772601, 8.48257029]","[0.484313383, -0.00045632074, 4.49250311]","[0.9658724964002502, 0.9705904324106307, 0.9581434528001123]","[0.9411161740485956, 0.9352936079852531, 0.942036709853226]"
0.943377335499697,0.9051331947062502,4136500,"[0.454259693, 0.000488748229, 10.3470161]","[0.1535315, 0.00274622, -0.34030286]","[0.552702651, -0.00304336856, 10.5883858]","[0.49831959, -0.00156158725, 5.75401228]","[0.9596344602026875, 0.9647818935990897, 0.9483822577815021]","[0.9577648356977008, 0.93200507177889, 0.9092576969562718]"
0.9381373042417542,0.9134221455186884,4136900,"[0.533076728, 0.00193727327, 7.0796881]","[0.23194019, 0.00175318, 0.68867694]","[0.578196435, -0.00225075054, 9.69988473]","[0.5208017, -0.000253451753, 4.53723459]","[0.9615895775888381, 0.9695038014862685, 0.9532339238281473]","[0.9119823464694433, 0.9321307546412695, 0.9181614472520843]"
0.931272122023065,0.903657447490569,4137005,"[0.391209326, -0.000838564507, 13.9966488]","[0.13801852, 0.00132843, 0.52906464]","[0.555808529, -0.00270185126, 10.9740369]","[0.539093631, -0.0016976362, 6.7217981]","[0.9535691516382611, 0.958902005476163, 0.9510215493666062]","[0.9504316069367951, 0.924327941769471, 0.9031315277792755]"
0.9350454723473164,0.9091644614047448,4137500,"[0.375237466, 0.000190212884, 15.3628529]","[0.08522053, 0.00067816, 0.51620606]","[0.635155391, -0.00258945249, 10.0512975]","[0.713100487, -0.000803694988, 6.55834744]","[0.9435250974002872, 0.9587073277793532, 0.9580106269465519]","[0.9082211247101946, 0.9164019964632183, 0.9301472777201432]"
0.9074757218058204,0.8819244919916912,6894000,"[0.565054178, -0.000606506011, 11.7891747]","[0.390366024, 0.00259209774, 3.07714555]","[0.679827876, -0.000658221355, 6.95946217]","[0.635421884, 0.00269889005, 4.54189366]","[0.9600285117948062, 0.9637660577492836, 0.9255672100651535]","[0.9136520857528992, 0.939080862186898, 0.8698595904549503]"
0.8519235538717237,0.857955452543822,7061270,"[0.572193474, -0.00344346969, 11.3300736]","[0.379930319, 0.000280745097, 4.95025136]","[0.667539271, -0.00147046105, 6.38598148]","[0.581225856, -3.72625309e-06, 6.77240655]","[0.965143757971983, 0.9674141119188293, 0.9146114706445505]","[0.9401588820417703, 0.9497714896673348, 0.915408958737964]"
0.5680233160467851,0.7386629742374633,6041000,"[0.563352589, -0.000709981013, 5.20338653]","[-0.0147094078, -0.00158749184, 6.70623612]","[0.261440058, 0.000398438636, 6.531223]","[0.258979427, -0.0032546841, 9.98321933]","[0.20978193435001125, 0.46970282004248176, 0.5649726894934624]","[0.63174175680984, 0.3253584176273956, 0.6389274413273287]"
0.9369440540209596,0.9093759382776992,6054500,"[0.589072313, -0.000153556614, 8.91849762]","[0.291032776, -0.000146158713, 2.74993892]","[0.637699653, 3.12246836e-05, 5.00982358]","[0.477999621, -0.000966946973, 6.96979628]","[0.9625806323997995, 0.95704248045497, 0.929044781864252]","[0.9345643491261495, 0.9318606318593509, 0.9135557658656868]"
0.8950368689585345,0.8607398102557072,6066500,"[0.148643417, -0.00044779201, 16.1782916]","[0.0616302806, 2.92090355e-05, 1.78143426]","[0.467725516, -0.000109882837, 4.77830603]","[0.416102137, -8.61264343e-05, 6.65149766]","[0.901448420409947, 0.9102695983538105, 0.8720477903826003]","[0.9167874456230418, 0.8784920616590169, 0.8279100679735025]"
0.8758725675897564,0.8686190424800101,12323770,"[0.44594158, -0.01214714, 7.04555358]","[0.28321874, 0.00959591, 2.60418045]","[0.44427472, -0.00875993, 5.97943363]","[0.364209049, 0.000639517533, 3.7118483]","[0.9559129920544654, 0.945642539004548, 0.9122338902196657]","[0.9161046699746848, 0.9142339515521553, 0.8642689111122275]"
0.5788853605057593,0.0887443301078094,6465500,"[0.267885937, 0.00547405007, 7.02856894]","[0.318309457, -0.000433124842, 3.87240226]","[0.659728492, 0.000235923566, 5.93307675]","[0.501720618, -0.000504174009, 4.62934988]","[0.5753603596340633, 0.9263758579759444, 0.893251541411626]","[0.43005412275744836, 0.874693634600086, 0.8794590060789206]"
-2.9666872463186484,-27.59883240449769,10301500,"[0.19823282, -0.09614324, 14.04901817]","[0.295446649, 0.00162905759, 5.18490951]","[0.48942307, -0.08245909, 9.78206878]","[0.4450691, -0.05106764, 5.38271028]","[0.6458632755040415, 0.24364200874969377, -0.9794451219546494]","[0.7180283711337897, 0.2930784912808976, -1.76419495658552]"
0.8527565577585888,0.8029213535284325,10348200,"[0.57984323, -0.01348675, 9.12383157]","[0.432969223, -0.000128945978, 2.47420944]","[0.604193791, -0.00109770602, 5.30937165]","[0.641549201, -0.00055114267, 2.67083418]","[0.9165519775690096, 0.9367207869564435, 0.6903035844208057]","[0.8252768262535755, 0.9278803759564971, 0.6464040399043438]"
0.2069979967293468,-0.5111367796513673,10351700,"[0.39009645, -0.02206152, 13.70131026]","[0.0762105459, 0.00402764339, 8.36749014]","[0.407854224, -0.00437009061, 11.8505507]","[0.5550159, 0.0068973, 5.83270433]","[0.5536983872034791, 0.4555169165783488, -1.5288486701938284]","[0.7481220754091964, 0.3591238851159131, -0.26049726775101867]"
0.9326725171054708,0.8890009930988045,1388000,"[0.533118614, -0.000530128938, 12.9157471]","[0.342018425, 1.89457577e-05, 3.45375047]","[0.657263552, -0.00227941367, 7.96630394]","[0.684510241, -0.000755260574, 4.86172347]","[0.9674109527951735, 0.965795804581132, 0.939624174464299]","[0.9745754429048825, 0.9434772409750259, 0.9152943363310332]"
0.9215191572880204,0.8995168698650643,1463500,"[0.583860253, -6.01620403e-05, 11.0143949]","[0.349764537, 5.76324629e-06, 2.34934586]","[0.672681818, -0.000145374879, 7.67719596]","[0.687269512, -1.16198709e-05, 3.41027941]","[0.963927472952336, 0.9674108487278553, 0.9260120145515385]","[0.9709304166786235, 0.9545006928054606, 0.862915968486105]"
0.8782983438913234,0.8522367301261667,1466500,"[0.20388825, 1.18634723, 10.10721276]","[0.17999336, -1.45398331, 7.60724142]","[0.37350978, 0.25082311, 5.87551998]","[0.33342396, -0.7114921, 8.28376638]","[0.8187581609288964, 0.9513204397814099, 0.8645508321147378]","[0.7064992469199045, 0.9648855530929527, 0.779341670915906]"
0.9204973721760362,0.9007891523854056,8317400,"[0.228858529, -0.000772871681, 16.6629897]","[0.215770651, 0.00166036266, 2.47127139]","[0.47944169, -3.1586682e-05, 6.06128812]","[0.604112449, -0.00206798348, 7.62200799]","[0.9490132499603665, 0.9653900161002218, 0.9495846727020975]","[0.9347322058947213, 0.9298077461476854, 0.8637715429488511]"
0.9038333097132428,0.899653915178216,1362500,"[0.349515992, -0.000205084254, 12.2155651]","[0.263855326, -3.57631784e-06, 2.57314264]","[0.538011703, -0.00118279195, 5.88980688]","[0.605024639, 3.02390189e-05, 4.90837501]","[0.971198801628446, 0.9726460691729937, 0.9462763584731149]","[0.9449116424671566, 0.9663413746480244, 0.9143125853206971]"
0.9317244364899266,0.8704713260161684,1417500,"[0.324764104, 4.8379212e-05, 9.3434363]","[0.218467798, -8.83511613e-06, 3.29091549]","[0.549095039, -0.000943330018, 5.7194882]","[0.441604675, 0.000365411532, 5.02632113]","[0.9410020968474756, 0.959352095531038, 0.9388345972387871]","[0.9102189614534653, 0.9366711350723397, 0.8912001819246433]"
0.3217053034723119,0.4180891628761525,1420500,"[-0.00737257781, -5.1813289e-05, 14.1523733]","[0.0907721732, -0.00090975353, 9.97444119]","[0.167229685, -0.000564472078, 10.5475574]","[0.231791556, -0.000384339358, 9.73584467]","[-4.086845999567981, 0.6411673852370297, -3.6447758946777746]","[-0.21329732100487808, 0.7229572966841282, 0.25769239312688597]"
0.9228046012781032,0.8951266974346477,1421000,"[0.513952158, -0.000245533615, 9.40686953]","[0.230528039, 1.89893597e-05, 2.70920762]","[0.648780509, -0.000796592169, 6.23725862]","[0.558319454, 0.000155989635, 4.32819382]","[0.9630645357192112, 0.9691149821265651, 0.9349787435014214]","[0.9367811153864645, 0.9454438944359318, 0.8803038512971176]"
0.7563639883653585,0.6820863865946396,1425000,"[-0.156061714, 0.0014629604, 11.8598179]","[0.0655605415, -0.000357913902, 3.82264908]","[0.301400927, 0.000586117385, 3.61213317]","[0.347187232, 4.99398792e-05, 7.5047803]","[0.7565296094592047, 0.7803009228665415, 0.6205903245490656]","[0.8621357647645674, 0.8086913154806934, 0.7362051038900763]"
0.9020421795008118,0.8137475210063242,1426500,"[0.000223955146, 0.000345459654, 12.3165991]","[0.165143795, -0.000115644666, 3.3917168]","[0.381071652, -0.000708977899, 6.14256326]","[0.484391465, 0.000402895175, 5.71422302]","[0.8756233221821204, 0.9086726134506011, 0.8546672052625671]","[0.8858211171072357, 0.9174685687829827, 0.8309219259685431]"
0.9329379254149036,0.9039236523210068,1428500,"[0.598351234, -0.000186300555, 10.8742966]","[0.265701629, 1.35043838e-05, 2.34684013]","[0.720983771, -0.000440334788, 7.43539895]","[0.65893425, 1.39708697e-05, 4.19196015]","[0.9617081209742355, 0.9661785415773274, 0.9277578246627187]","[0.9467245002382327, 0.9383931016899539, 0.8689178615159514]"
0.9430423139510228,0.9085984843141052,1436690,"[0.410737937, 0.000203676049, 9.74000064]","[0.247936789, -0.000241136477, 2.4218306]","[0.616156801, -0.00103785805, 5.30639605]","[0.604326325, 0.00105712988, 4.0965876]","[0.9680972123621201, 0.9691269363557402, 0.9394364492370609]","[0.9658512922288726, 0.9392710288457875, 0.9250488560071879]"
0.9051311535902766,0.8462914209978301,2077200,"[0.547250928, -0.00188884255, 9.85523148]","[0.470988723, -0.00139355785, 5.23362222]","[0.599863976, -0.00152439074, 7.7885693]","[0.458091194, 0.000150702555, 6.47960978]","[0.9479232941149572, 0.9525381629547744, 0.935788691365148]","[0.8781072973660875, 0.9280705927544006, 0.9638218608020965]"
0.9083570250959512,0.892696337024071,5058000,"[0.379032545, 0.000561001982, 13.9422825]","[0.0871887167, -0.000928475061, 3.22626133]","[0.664580244, -0.000840375272, 5.21974181]","[0.39533042, 0.0024454375, 5.38246748]","[0.9409595872369265, 0.9379808184954418, 0.9417023554756554]","[0.9123865483409467, 0.8807194914433776, 0.9221874452471548]"
0.8110463457051471,0.710265070991248,4208000,"[0.517788649, -0.00022127898, 11.4351956]","[0.340240132, -7.93085301e-05, 3.76490009]","[0.612618026, -0.000381220282, 8.02243184]","[0.581776812, -0.000134334661, 4.971592]","[0.9650251690260695, 0.9611330150130003, 0.8617731432791632]","[0.9482890788640528, 0.9560692642641307, 0.8398481705986375]"
0.8194405630733242,0.7734770322662856,7177500,"[0.308049492, -0.000656700885, 17.8642055]","[0.482104396, 0.00025136591, 3.98770325]","[0.586292097, -0.000246104741, 8.11535743]","[0.67667544, 0.00108537355, 4.76583213]","[0.9314016745338874, 0.9508309839009711, 0.8885982665149413]","[0.8908619658923695, 0.9716054119788871, 0.8104825427169737]"
0.7176019115654217,0.4157436125032419,7178200,"[0.432809387, -0.000407905088, 15.074052]","[0.404379275, -3.5565119e-05, 6.04356106]","[0.591626565, -0.00025034719, 8.71657833]","[0.578497878, 0.000483226345, 7.05611871]","[0.9525839593423092, 0.9518422493955909, 0.8819926833307828]","[0.9674762015775837, 0.9205641889246267, 0.8412419478230001]"
0.8894231272658486,0.8434389796880806,7239450,"[0.411889114, 0.00320097025, 14.9796916]","[0.604445833, -0.000844597967, 4.33526577]","[0.599852987, -0.000137594058, 9.7328358]","[0.715362638, 0.0016780649, 3.69965006]","[0.9639210521896869, 0.9546849088828406, 0.9116967382940854]","[0.9752874594751237, 0.9078730212697934, 0.8495554203017315]"
0.8896678770866803,0.839240932200708,7239700,"[0.42220058, -0.000444364957, 14.999801]","[0.58593424, -0.000650102191, 4.99373957]","[0.613434785, -0.000206823269, 9.32992047]","[0.712420813, -0.000182568891, 4.43667683]","[0.967717617949904, 0.9576323550043762, 0.9167412747584445]","[0.9804925838257385, 0.9042274930154847, 0.8335635081431828]"
0.9151157473773188,0.8794712722196463,11501000,"[0.553217453, 0.00398558353, 10.4298187]","[0.499891531, 0.00126658398, 2.94137262]","[0.645587566, -0.00126064716, 9.51367744]","[0.602682964, -0.00518873179, 5.19111996]","[0.9522785643449727, 0.939630270804217, 0.9383719413101828]","[0.9353384037222868, 0.9201615529662335, 0.9102975274766406]"
0.9056177767923128,0.8787210865932833,11507500,"[0.420257089, 0.00230052066, 10.8020834]","[0.341927765, 7.48067913e-05, 3.55969281]","[0.639651039, -0.000627081949, 8.131593]","[0.591626193, 0.000196982694, 4.40415263]","[0.9460487295823022, 0.9504894704183268, 0.9361529663860889]","[0.9088574649048143, 0.919973544394625, 0.9076610940751878]"
0.9056817552078484,0.8712023219244629,11509500,"[0.36862803, -0.000695047827, 14.9975711]","[0.385456603, 0.00104736928, 2.47349991]","[0.552698339, -0.000962940296, 9.99539775]","[0.608972408, -0.000286174134, 5.10231936]","[0.9342121173662553, 0.939539706432508, 0.9243205681454313]","[0.940625154889202, 0.9339851302075605, 0.853030898693225]"
0.9248306981392772,0.8887048886583656,13331500,"[0.50951081, -0.00546045197, 9.05550009]","[0.31010758, 0.00327886, 1.23092537]","[0.455328974, -0.00141542196, 4.59703604]","[0.50444172, -0.00345916, 3.2680463]","[0.9554394578596945, 0.9501768657135307, 0.9361715059735773]","[0.9311287331903533, 0.9175489597577058, 0.9138348629598155]"
0.6745062566485722,0.6093607184157923,14046890,"[0.20752998, 0.1028189, 10.37700634]","[0.2528279, -0.0502507, 7.43769691]","[0.33700137, -0.02451573, 8.74001935]","[0.31794816, -0.15366182, 7.58589394]","[0.9371842797924735, 0.9469163023936431, 0.9227137334796187]","[0.9562739696747176, 0.9290212274925148, 0.8782173035247668]"
0.9051454020985849,0.86619743835516,14076500,"[0.177241362, 0.00200276753, 9.54048389]","[0.272498324, -0.00105606178, 6.97236636]","[0.247301423, -0.00225703565, 10.9515973]","[0.308982028, -0.00269235859, 8.77927836]","[0.9361013881167288, 0.9471313888994696, 0.9576462517256994]","[0.8852755581109717, 0.9117020642283409, 0.9679222552887059]"
0.8278459403399265,0.8204091379092711,14087400,"[0.0450413796, 0.000632014193, 11.7526452]","[0.0774600818, -0.00192926179, 13.9283005]","[0.116952823, -0.000793789022, 12.5727593]","[0.0938833293, -0.00148226669, 13.4067794]","[-0.012797844707263195, 0.9355435716079246, 0.5900901252598096]","[0.4838697378660036, 0.9663896397837081, 0.6098132830140321]"
0.9135765133473784,0.8277246575791628,14091500,"[0.0941626839, 0.00172770471, 4.5730425]","[0.147751568, -0.000162900241, 5.41989648]","[0.166084984, -4.74757683e-05, 6.30997551]","[0.170925457, 0.000225790701, 4.91479309]","[0.9248432090447768, 0.9484928651600746, 0.9505641701085445]","[0.8673848327321434, 0.9167013663390683, 0.9734750695043188]"
0.8912184104794671,0.8153691336557509,14092500,"[0.0227711236, -0.000105222093, 13.688663]","[0.0839476937, -2.32392043e-05, 6.75201038]","[0.188437097, -0.00022583592, 9.47887544]","[0.232003352, -0.000907971601, 13.1268553]","[0.8955613553452891, 0.9185260667395002, 0.9178934391911779]","[0.9256170967986276, 0.926894997567524, 0.9163711088809033]"
0.9210994422889288,0.9007044974746122,14103000,"[0.304233231, 0.000636845351, 8.36936887]","[0.343810667, 1.9254514e-06, 5.49404089]","[0.403313925, -0.000588819683, 12.0958016]","[0.461930622, -0.000259230307, 8.0482821]","[0.9488528042803961, 0.9598497222439581, 0.9657312596905205]","[0.9457920221286928, 0.9309442330566045, 0.9441605761386525]"
0.8707591579240277,0.8247095215298904,14138850,"[0.249938698, -0.00142549441, 8.14766449]","[0.241724236, 0.000205281034, 2.57234356]","[0.347001842, -0.00212810577, 4.61058125]","[0.432080977, 0.000176435259, 3.47959247]","[0.9317927786361451, 0.9402055883977763, 0.8383058196723181]","[0.9224989199659268, 0.9006424017890458, 0.8527348491883167]"
0.8359196959631521,0.7988407262494609,14138870,"[0.21216889, -0.01581692, 7.83283991]","[0.186784759, 0.00139419997, 3.17443735]","[0.26573472, -0.01710673, 4.34855369]","[0.36261204, 0.00025319777, 4.02219114]","[0.9349187268878526, 0.9307529643104993, 0.8015396500601144]","[0.9386969668190357, 0.89172554793583, 0.8234921542654439]"
0.8846928872105356,0.8131993013509808,14138900,"[0.178954185, 0.00477797691, 7.33905026]","[0.235169117, -0.000173631661, 2.87368266]","[0.36401364, -0.00939771, 4.11867003]","[0.396209704, 2.97709747e-05, 3.70738503]","[0.934186386465353, 0.9521414833448573, 0.9192099048611767]","[0.9323216285699567, 0.9329318344095736, 0.9417371691644291]"
0.8656057908363888,0.8126526683356333,14139800,"[0.236853004, -0.00570816431, 8.38130194]","[0.232080433, 0.000552835589, 2.8462876]","[0.32075354, -0.00761831, 4.84713115]","[0.394336524, 0.000779966213, 3.64799885]","[0.9288306496705653, 0.9340287622670101, 0.8135047671681843]","[0.9244220217260961, 0.8987198336530402, 0.852019432010792]"
0.7191123832785893,0.603551596533321,14145500,"[-0.191062303, 0.00228039329, 12.5913783]","[0.0872966143, 1.92205994e-05, 5.24206298]","[0.0991467169, 0.000401196167, 5.69784903]","[0.481691996, 4.39440087e-06, 7.63995373]","[0.6674860835545074, 0.5959188472332488, 0.5077868617712307]","[0.7420991579170486, 0.6401517957267335, 0.7205826010906812]"
0.884507576117862,0.8118203804937143,14148000,"[0.074709095, -0.000439871559, 13.524149]","[0.114280416, 4.87650245e-05, 4.87351974]","[0.318838496, -0.000266084385, 6.37478453]","[0.500734143, -6.35556572e-05, 5.97832901]","[0.9012103089777362, 0.9322679545968192, 0.8396423452304549]","[0.938264900823245, 0.9054026601079597, 0.8310805671437578]"
0.7885580182460483,0.7427455989637366,14150000,"[-0.0337135355, -0.000332102115, 16.5459685]","[0.190812711, -8.68927501e-05, 5.50196497]","[0.27573231, -0.000184238113, 7.47237686]","[0.56034007, -0.000214253904, 7.5407892]","[0.8275322771029883, 0.8533927720214216, 0.5787780981705595]","[0.9077060751143332, 0.7920287113447566, 0.6499478871383988]"
0.9070141971871926,0.8280373488091485,14150800,"[0.40596806, -0.01248722, 9.01785849]","[0.246705628, 0.0018852908, 3.98191823]","[0.45564056, -0.0064097, 5.64231529]","[0.489957035, 0.00265138645, 3.45529371]","[0.9340199080474278, 0.9458466428094183, 0.9104585501672481]","[0.9264060826582028, 0.9528535156403907, 0.8963224013846166]"
0.6966782146859889,0.5249324012509283,14151000,"[0.0657450993, -0.00469538977, 13.9876526]","[0.176177248, 0.000175686586, 5.28379354]","[0.307841673, -0.00131649946, 6.50446663]","[0.591136015, -0.000204062591, 5.64151797]","[0.4139956417769881, 0.8155135089371268, -0.09707819166692677]","[0.6298822691023024, 0.8735259849348993, 0.39758642154737445]"
0.8644960977084342,0.8084625772499315,14152000,"[0.0884874039, -0.000511159829, 15.3609831]","[0.24405471, -1.44003153e-05, 5.34095639]","[0.35225328, -0.000170776141, 7.14992942]","[0.588826453, -0.000124763096, 6.74603532]","[0.8767673124866497, 0.9212590818092147, 0.8056797797458037]","[0.9136491136644326, 0.9008666539449179, 0.7281019977531836]"
0.7850396638495308,0.722177682157355,14153500,"[0.03143777, 0.01544378, 14.02133996]","[0.221770951, 0.000464330565, 5.77680875]","[0.25115952, -0.000596813014, 7.74792225]","[0.75551368, 0.000364619421, 5.09414989]","[0.8026498221448295, 0.8682592015945836, 0.7215282043153819]","[0.8711317764137417, 0.8319860280499168, 0.732050992682288]"
0.7871990990936083,0.696910733949661,14155500,"[0.0258786565, 0.00414973831, 13.3999344]","[0.224460965, 0.000148262986, 5.29789224]","[0.261729423, -0.000329728336, 7.04606576]","[0.788119588, -9.78279842e-05, 4.71815089]","[0.8376597489353692, 0.8621876716910932, 0.6605884127348987]","[0.8816175278802137, 0.8200573118748392, 0.6934051483187085]"
0.8990192760107474,0.8100348890509426,14159200,"[0.152558407, 0.001666316, 7.33462685]","[0.138013221, 0.000202106858, 3.77633828]","[0.268488015, -0.00139769086, 5.72534894]","[0.268701397, 0.00029265205, 4.19641038]","[0.90960914051298, 0.9406669068459236, 0.887637930613296]","[0.9049900225235067, 0.9352991980773643, 0.9243461954374004]"
0.8301180724977641,0.7055300801880564,14159500,"[0.136597919, -0.000219945876, 10.7014334]","[0.101146982, 2.35934757e-05, 4.34596136]","[0.233222605, -0.00080751149, 6.40436399]","[0.284590852, 1.0716023e-05, 5.16332405]","[0.793510503331246, 0.9218112878469181, 0.7261056447304456]","[0.8661889342683531, 0.9030804360598209, 0.7640354036305532]"
0.905447808592118,0.8466907584894996,14161500,"[0.27213721, -0.01188229, 10.69177076]","[0.23647643, 0.00116933541, 3.99809225]","[0.34647825, -0.0144634, 6.78435785]","[0.387288905, 0.00063323203, 5.0009631]","[0.9191016529769561, 0.9457067455408358, 0.9436536868080296]","[0.9171071274477189, 0.9516606778399681, 0.9687321188271961]"
0.9211345310311376,0.8487500767590139,14162500,"[0.16254259, -0.000367780095, 10.0652013]","[0.144512332, 6.07115628e-06, 4.80251744]","[0.265216555, -0.000294409151, 7.09867469]","[0.36243634, 2.44410121e-05, 4.74804501]","[0.9114189884316184, 0.937752963554515, 0.8919383271208647]","[0.9471683839847561, 0.9236004846978376, 0.8591505643166539]"
