location;GWT [°C];LST [°C];Lon;Lat;ET [g/m²/s];snowdays;DT [K]
Algeria;21.25;20.59;2.11;36.27;0.0163;0.004;0.66
Algeria;20.6;20.63;2.22;36.23;0.0156;0.003;-0.03
Algeria;20.45;20.76;2.19;36.25;0.0163;0.004;-0.31
Algeria;21.9;20.92;2.06;36.23;0.0156;0.002;0.98
Algeria;18.9;21.04;2.25;36.19;0.0154;0.003;-2.14
Algeria;19.3;21.04;2.24;36.19;0.0156;0.003;-1.74
Algeria;21.75;21.15;2.24;36.18;0.0156;0;0.6
Algeria;21.95;21.15;2.28;36.19;0.0154;0.002;0.8
Algeria;20.8;21.19;2.29;36.24;0.0154;0.003;-0.39
Algeria;21.15;21.22;2.21;36.2;0.0156;0.002;-0.07
Algeria;19.25;21.24;2.27;36.25;0.0156;0.002;-1.99
Algeria;20;21.32;2.04;36.25;0.0163;0.004;-1.32
Algeria;20.15;21.27;2.45;36.21;0.0154;0.002;-1.12
Algeria;20.4;21.32;2.21;36.19;0.0156;0.005;-0.92
Algeria;20.45;21.38;2.17;36.2;0.0156;0.003;-0.93
Algeria;20.35;21.73;2.04;36.23;0.0156;0.005;-1.38
Algeria;18.95;21.74;2.11;36.29;0.0163;0.003;-2.79
Algeria;23.05;21.88;2.06;36.23;0.0156;0.004;1.17
Algeria;18.75;22.21;2.05;36.2;0.0156;0.006;-3.46
Australia, Tasmania;14.86;11.32;145.05;-40.87;0.0177;0.055;3.54
Australia, Tasmania;13.63;11.87;145.06;-40.84;0.0177;0.051;1.75
Australia, Tasmania;14.11;12.2;147.26;-41.63;0.0203;0.016;1.91
Australia, Tasmania;13.92;12.42;147.36;-42.1;0.0179;0.014;1.5
Australia, Tasmania;14.59;12.46;147.11;-41.58;0.0191;0.023;2.13
Australia, Tasmania;14.48;12.5;147.24;-41.65;0.0191;0;1.98
Australia, Tasmania;14.3;12.53;147.36;-42.09;0.0179;0.021;1.77
Australia, Tasmania;13.74;12.53;147.36;-42.09;0.0179;0.021;1.21
Australia, Tasmania;14.22;12.57;147.22;-41.7;0.0191;0.019;1.65
Australia, Tasmania;13.82;12.64;147.19;-42.5;0.0149;0.016;1.19
Australia, Tasmania;13.89;12.64;147.37;-42.11;0.0179;0.01;1.26
Australia, Tasmania;14.46;12.64;147.37;-42.11;0.0179;0.01;1.83
Australia, Tasmania;14.36;12.64;147.37;-42.11;0.0179;0.01;1.72
Australia, Tasmania;14.71;12.63;147.04;-41.66;0.0191;0.015;2.08
Australia, Tasmania;13.51;12.73;147.18;-42.5;0.0149;0.016;0.77
Australia, Tasmania;12.8;12.73;147.17;-42.5;0.0149;0.016;0.07
Australia, Tasmania;14.37;12.7;147.09;-41.58;0.0191;0.016;1.66
Australia, Tasmania;13.3;12.77;147.2;-42.5;0.0149;0.01;0.54
Australia, Tasmania;13.67;12.86;147.33;-41.86;0.0184;0.016;0.82
Australia, Tasmania;14.23;12.86;147.33;-41.86;0.0184;0.016;1.37
Australia, Tasmania;14.01;12.94;147.11;-41.62;0.0191;0.014;1.07
Australia, Tasmania;14.54;13.01;147.35;-41.86;0.0184;0.013;1.53
Australia, Tasmania;13.8;13.04;147.36;-41.85;0.0184;0.01;0.76
Australia, Tasmania;13.98;13.34;147.46;-42.73;0.0146;0.009;0.64
Australia, Tasmania;14.59;13.49;147.45;-42.73;0.0146;0.01;1.09
Australia,Victoria;16.85;13.4;141.05;-37.96;0.0188;0.054;3.45
Australia,Victoria;15.99;13.69;142.6;-38.43;0.0213;0.024;2.3
Australia,Victoria;16.44;14.02;144.69;-37.97;0.015;0.017;2.42
Australia,Victoria;15.45;14.01;142.81;-38.49;0.0209;0.026;1.44
Australia,Victoria;14.93;14.12;143.44;-38.33;0.0206;0.017;0.8
Australia,Victoria;15.76;14.21;142.57;-38.41;0.0213;0.025;1.55
Australia,Victoria;16.48;14.27;143.49;-38.27;0.0206;0.035;2.21
Australia,Victoria;16.67;14.3;144.67;-37.97;0.015;0.015;2.37
Australia,Victoria;16.49;14.3;144.67;-37.96;0.015;0.015;2.19
Australia,Victoria;16.02;14.46;143.49;-38.16;0.017;0;1.56
Australia,Victoria;16.24;14.52;143.42;-38.23;0.017;0.025;1.72
Australia,Victoria;16.36;14.62;143.57;-38.11;0.0164;0.023;1.74
Australia,Victoria;15.47;14.55;143.62;-38.27;0.0196;0.022;0.92
Australia,Victoria;15.84;14.7;143.58;-38.11;0.0164;0.03;1.14
Australia,Victoria;16.32;14.69;143.48;-38.14;0.017;0.02;1.63
Australia,Victoria;16.5;14.73;143.5;-38.16;0.0164;0.02;1.77
Australia,Victoria;16.56;14.73;143.5;-38.16;0.0164;0.02;1.83
Australia,Victoria;16.14;14.77;143.44;-38.23;0.017;0.018;1.36
Australia,Victoria;16.07;14.8;141.15;-37.59;0.0176;0.029;1.27
Australia,Victoria;16.51;14.96;148.38;-37.7;0.0222;0.013;1.55
Australia,Victoria;16.46;15.12;147.48;-37.8;0.0186;0.008;1.34
Australia,Victoria;16.75;15.12;144.73;-37.94;0.015;0.009;1.62
Australia,Victoria;16.37;15.21;143.52;-38.18;0.0164;0.018;1.16
Australia,Victoria;17.2;15.24;144.67;-37.94;0.015;0.01;1.96
Australia,Victoria;17.29;15.29;147.6;-37.81;0.019;0.012;2
Australia,Victoria;16.61;15.29;143.5;-38.24;0.017;0.015;1.32
Australia,Victoria;16.54;15.35;144.68;-37.94;0.015;0.013;1.19
Australia,Victoria;15.64;15.35;144.68;-37.94;0.015;0.013;0.29
Australia,Victoria;16.13;15.51;143.48;-38.22;0.017;0.02;0.62
Australia,Victoria;16.79;15.94;144.68;-37.92;0.015;0.011;0.85
Australia,Victoria;16.3;16.42;143.49;-38.17;0.017;0;-0.12
Australia,Victoria;16.44;16.42;143.49;-38.17;0.017;0;0.01
Australia,Victoria;16.8;16.42;143.49;-38.17;0.017;0;0.38
Australia,Victoria;16.6;16.54;145.3;-37.81;0.0186;0.012;0.06
Australia,Victoria;17.32;16.77;145.09;-37.96;0.0106;0.012;0.56
Austria;5.36;1.55;10.14;47.2;0.0148;0.481;3.81
Austria;5.44;2.85;10.11;47.2;0.0148;0.417;2.59
Austria;6.56;2.94;10.15;47.21;0.0148;0.45;3.61
Austria;5.57;3.12;10.13;47.21;0.0148;0.424;2.45
Austria;5.64;4.64;10.38;47.15;0.0153;0.146;0.99
Austria;6.52;5.01;10.14;47.31;0.0197;0.376;1.51
Austria;6;5.05;10.12;47.31;0.0197;0.372;0.94
Austria;8;5.57;13.72;47.1;0.0166;0.223;2.43
Austria;5.78;5.49;10.37;47.26;0.0183;0.277;0.29
Austria;8.78;5.67;13.69;47.08;0.0166;0.189;3.11
Austria;8.1;5.67;13.69;47.09;0.0166;0.189;2.43
Austria;6.81;5.86;12.44;46.75;0.0166;0.236;0.95
Austria;7.1;5.89;12.4;46.74;0.0166;0.178;1.2
Austria;6.65;5.89;12.39;46.74;0.0166;0.177;0.76
Austria;8.11;5.89;13.67;47.09;0.0166;0.177;2.22
Austria;8.97;5.97;13.69;47.09;0.0166;0.25;3
Austria;7.84;5.94;13.77;47.12;0.0171;0.203;1.9
Austria;5.84;6.01;10.87;47.37;0.0187;0.248;-0.17
Austria;7.2;6.03;10.07;46.97;0.0111;0.25;1.17
Austria;7.95;6.03;10.06;46.97;0.0111;0.25;1.93
Austria;6.15;5.97;10.1;47.13;0.0148;0.225;0.18
Austria;6.87;6.25;13.89;46.81;0.0176;0.206;0.62
Austria;9.78;6.19;12.67;47.28;0.0171;0.165;3.59
Austria;7.17;6.17;13.8;47.13;0.0171;0.184;0.99
Austria;8.33;6.17;13.79;47.13;0.0171;0.184;2.15
Austria;9.06;6.17;13.8;47.13;0.0171;0.184;2.89
Austria;8.67;6.17;13.79;47.13;0.0171;0.184;2.5
Austria;8.61;6.22;12.47;47.28;0.0167;0.128;2.39
Austria;7.04;6.17;9.93;47.35;0.0221;0.09;0.87
Austria;8.78;6.32;12.44;47.28;0.0167;0.125;2.47
Austria;6.38;6.2;10.08;47.13;0.0148;0.172;0.18
Austria;9.71;6.28;13.97;47.55;0.0197;0.223;3.43
Austria;6.86;6.38;11.26;47.39;0.0185;0.225;0.48
Austria;7.51;6.5;13.92;47.08;0.0171;0.202;1
Austria;7.29;6.4;15.48;47.7;0.0195;0.259;0.89
Austria;8.18;6.4;15.48;47.7;0.0195;0.259;1.78
Austria;6.29;6.46;10.02;46.99;0.0111;0.187;-0.17
Austria;7.25;6.46;10.01;47;0.0111;0.187;0.79
Austria;7.32;6.58;13.86;46.82;0.0176;0.226;0.74
Austria;7.68;6.5;9.99;47.02;0.0197;0.198;1.18
Austria;6.76;6.47;15.44;47.68;0.0195;0.282;0.3
Austria;6.29;6.47;15.44;47.68;0.0195;0.266;-0.17
Austria;6.56;6.59;14.51;47.02;0.0195;0.182;-0.03
Austria;7.5;6.7;14;47.09;0.0183;0.162;0.8
Austria;7.91;6.7;13.98;46.77;0.0176;0.176;1.21
Austria;7.54;6.59;10.62;47.44;0.0186;0.186;0.95
Austria;8.48;6.75;14.29;47.13;0.0191;0.115;1.73
Austria;6.09;6.57;13.37;47.5;0.0181;0.296;-0.48
Austria;7.43;6.73;9.95;47.35;0.0221;0.202;0.7
Austria;8.65;6.6;13.93;47.54;0.0197;0.222;2.05
Austria;8.16;6.82;14.48;47.28;0.0174;0.175;1.35
Austria;7.35;6.74;10;47.32;0.0197;0.256;0.62
Austria;8.81;6.75;13.4;47.39;0.0181;0.229;2.06
Austria;9;6.49;12.83;47.45;0.018;0.216;2.51
Austria;7.58;6.83;9.97;47.13;0.0197;0.136;0.75
Austria;7.83;6.75;10.06;47.13;0.0148;0.243;1.08
Austria;7.91;6.89;14.23;47.18;0.0183;0.139;1.02
Austria;8.75;6.83;12.59;47.58;0.0194;0.217;1.92
Austria;7.29;6.8;14;47.55;0.0202;0.242;0.49
Austria;8.41;6.83;13.62;47.39;0.017;0.172;1.58
Austria;8;6.86;9.86;47.39;0.0221;0.104;1.14
Austria;7.76;6.92;14.36;47.17;0.0191;0.133;0.84
Austria;8.07;6.78;13.83;47.57;0.0197;0.241;1.29
Austria;6.24;6.77;13.37;47.5;0.0181;0.305;-0.53
Austria;9.16;6.92;14.25;47.13;0.0191;0.132;2.24
Austria;8.39;6.84;12.44;47.28;0.0167;0.183;1.55
Austria;8.78;6.84;12.44;47.28;0.0167;0.183;1.94
Austria;7.96;6.95;9.94;47.06;0.0197;0.221;1.02
Austria;7.86;6.86;14.52;47.59;0.0204;0.183;1.01
Austria;7.42;7.02;14.73;47.43;0.0184;0.223;0.4
Austria;7.75;7.03;9.99;47.12;0.0197;0.145;0.72
Austria;8.63;6.98;12.45;47.28;0.0167;0.149;1.65
Austria;7.31;6.99;9.97;47.33;0.0221;0.239;0.32
Austria;7.53;6.99;9.98;47.33;0.0221;0.239;0.54
Austria;9.22;6.89;12.51;47.29;0.0171;0.161;2.33
Austria;9.63;6.89;12.51;47.29;0.0171;0.161;2.73
Austria;9.49;6.89;12.51;47.29;0.0171;0.161;2.6
Austria;9.22;6.97;14.4;47.57;0.0209;0.159;2.25
Austria;8.55;7.14;9.96;47.03;0.0197;0.21;1.41
Austria;8.56;6.97;12.46;47.28;0.0167;0.137;1.59
Austria;8.17;6.91;12.82;47.46;0.018;0.222;1.26
Austria;8.52;6.75;12.82;47.44;0.018;0.204;1.78
Austria;9.11;7.1;13.78;47.42;0.017;0.161;2.01
Austria;9.64;7.08;13.81;47.42;0.017;0.154;2.56
Austria;8.49;7.1;12.41;47.51;0.0198;0.238;1.39
Austria;9.45;7.34;13.06;46.74;0.0198;0.161;2.11
Austria;7.88;7.19;14.6;47.47;0.0184;0.129;0.69
Austria;9.42;7.11;13.71;47.4;0.017;0.145;2.31
Austria;8.17;7.34;14.1;47.1;0.0183;0.103;0.83
Austria;9.29;7.38;13.35;46.83;0.0178;0.229;1.91
Austria;8.07;7.36;13.16;46.64;0.0198;0.224;0.72
Austria;8;7.18;13.94;47.44;0.017;0.166;0.83
Austria;9.14;7.01;12.83;47.4;0.018;0.223;2.13
Austria;7.58;7.17;14;47.47;0.0171;0.18;0.41
Austria;9.53;7.41;13.26;46.9;0.0178;0.127;2.11
Austria;9.2;7.21;14.19;47.55;0.0202;0.16;1.99
Austria;8.77;7.34;10.71;47.49;0.0186;0.206;1.42
Austria;7.92;7.36;9.92;47.24;0.0197;0.193;0.56
Austria;7.49;7.3;9.89;47.35;0.0221;0.17;0.19
Austria;9.22;7.33;14.31;47.14;0.0191;0.152;1.89
Austria;9.72;7.42;13.23;46.92;0.0164;0.08;2.3
Austria;7.95;7.48;13.16;46.64;0.0198;0.238;0.47
Austria;9.76;7.48;13.3;46.75;0.0178;0.199;2.29
Austria;9.91;7.48;13.3;46.76;0.0178;0.199;2.43
Austria;8.67;7.23;12.47;47.28;0.0167;0.131;1.43
Austria;8.68;7.31;13.98;47.48;0.017;0.175;1.36
Austria;10.08;7.56;13.53;46.92;0.0179;0.145;2.52
Austria;11.32;7.4;9.92;47.37;0.0221;0.238;3.91
Austria;9.28;7.47;12.29;47.52;0.0198;0.256;1.81
Austria;6.86;7.39;10.02;47.13;0.0148;0.213;-0.53
Austria;9.71;7.47;9.88;47.23;0.0197;0.169;2.24
Austria;8.25;7.53;12.34;47.46;0.0167;0.248;0.73
Austria;8.17;7.31;14.45;47.58;0.0209;0.163;0.86
Austria;8.26;7.36;12.41;47.66;0.0198;0.218;0.91
Austria;8.76;7.45;14.23;47.56;0.0202;0.151;1.31
Austria;7.01;7.52;9.91;47.24;0.0197;0.198;-0.51
Austria;9.31;7.62;14.19;46.84;0.0191;0.146;1.69
Austria;9.21;7.59;9.87;47.39;0.0221;0.21;1.62
Austria;9.05;7.45;12.49;47.28;0.0167;0.152;1.6
Austria;10.32;7.68;13.36;46.81;0.0178;0.138;2.63
Austria;8.78;7.66;14.18;46.85;0.0191;0.201;1.11
Austria;9.4;7.46;12.44;47.53;0.0198;0.234;1.95
Austria;7.9;7.56;14.41;47.51;0.0209;0.146;0.34
Austria;9.12;7.44;12.4;47.66;0.0198;0.218;1.68
Austria;8.2;7.59;14.53;47.49;0.0184;0.163;0.61
Austria;8.8;7.5;15.47;47.52;0.0195;0.15;1.29
Austria;8.1;7.64;14.62;47.21;0.0195;0.178;0.46
Austria;10.08;7.66;15.1;47.34;0.0201;0.21;2.41
Austria;9.47;7.67;13.35;46.77;0.0178;0.184;1.81
Austria;8.34;7.62;14.56;47.21;0.0195;0.114;0.72
Austria;8.8;7.58;14.43;47.51;0.0209;0.159;1.22
Austria;9;7.67;14.21;46.85;0.0191;0.194;1.33
Austria;9.56;7.46;14.15;47.54;0.0202;0.138;2.09
Austria;7.95;7.65;9.89;47.38;0.0221;0.198;0.3
Austria;8.81;7.65;9.9;47.38;0.0221;0.2;1.16
Austria;8.66;7.56;14.3;47.55;0.0209;0.171;1.1
Austria;10.09;7.77;13.36;46.8;0.0178;0.158;2.32
Austria;8.37;7.57;13.91;47.43;0.017;0.165;0.81
Austria;8.97;7.36;12.82;47.43;0.018;0.187;1.61
Austria;10.28;7.43;12.82;47.41;0.018;0.2;2.85
Austria;9.68;7.43;12.84;47.42;0.018;0.195;2.26
Austria;11.44;7.77;14.59;47.19;0.0195;0.14;3.67
Austria;8.74;7.87;13.13;46.74;0.0198;0.223;0.86
Austria;8.67;7.8;13.29;46.88;0.0178;0.126;0.86
Austria;8.82;7.94;13.01;46.74;0.0198;0.171;0.88
Austria;8.63;7.62;12.4;47.66;0.0198;0.222;1.01
Austria;11.25;7.88;13.29;46.76;0.0178;0.166;3.37
Austria;8.84;7.6;14.33;47.58;0.0209;0.174;1.24
Austria;8.98;7.79;14.49;47.49;0.0174;0.126;1.18
Austria;8.44;7.85;14.62;47.18;0.0195;0.198;0.59
Austria;10.44;7.87;13.33;46.76;0.0178;0.161;2.57
Austria;9.86;7.9;13.36;46.81;0.0178;0.154;1.96
Austria;8.62;7.78;14.95;47.38;0.0196;0.12;0.84
Austria;8.76;7.78;14.95;47.38;0.0196;0.12;0.98
Austria;9.13;7.75;12.43;47.53;0.0198;0.228;1.38
Austria;9.29;7.72;13.78;47.6;0.0197;0.117;1.56
Austria;10.04;7.95;13.4;46.83;0.0178;0.135;2.09
Austria;9.33;7.87;14.31;46.88;0.0186;0.118;1.46
Austria;8.36;7.77;14.25;47.56;0.0209;0.139;0.59
Austria;8.72;7.92;12.96;46.75;0.0197;0.153;0.8
Austria;10.16;7.61;15.54;47.54;0.0192;0.148;2.55
Austria;8.87;7.61;15.53;47.55;0.0192;0.148;1.26
Austria;10.52;7.84;9.9;47.42;0.0221;0.204;2.68
Austria;9.84;7.95;13.36;46.81;0.0178;0.175;1.89
Austria;8.44;7.9;9.87;47.11;0.0197;0.184;0.53
Austria;8.31;7.9;9.86;47.11;0.0197;0.184;0.41
Austria;10.02;7.95;13.43;46.81;0.0178;0.161;2.07
Austria;9.27;7.83;9.84;47.13;0.0197;0.105;1.45
Austria;9.22;7.86;14.83;47.19;0.0195;0.159;1.36
Austria;9.23;7.86;14.83;47.2;0.0195;0.159;1.37
Austria;9;7.84;9.91;47.39;0.0221;0.164;1.16
Austria;9.25;7.8;14.34;47.53;0.0209;0.15;1.44
Austria;9.44;7.87;9.91;47.39;0.0221;0.171;1.57
Austria;9.18;7.86;14.59;47.22;0.0195;0.149;1.32
Austria;8.66;8.06;13.01;46.67;0.0198;0.21;0.6
Austria;9.94;7.77;14.2;47.56;0.0202;0.146;2.16
Austria;8.21;7.92;13.31;46.62;0.0196;0.174;0.29
Austria;7.76;7.92;13.3;46.62;0.0196;0.174;-0.17
Austria;8.13;7.81;15.01;47.43;0.0201;0.22;0.32
Austria;8.77;7.78;12.4;47.66;0.0198;0.218;0.99
Austria;8.42;7.78;12.4;47.67;0.0198;0.218;0.64
Austria;9.58;7.98;14.8;47.18;0.0195;0.176;1.6
Austria;7.84;7.84;15;47.44;0.0196;0.202;0
Austria;8.55;7.87;12.4;47.67;0.0198;0.22;0.68
Austria;8.73;7.97;14.33;46.97;0.0186;0.094;0.75
Austria;9.33;7.94;14.92;47.27;0.0196;0.18;1.38
Austria;10.52;8.02;13.35;46.77;0.0178;0.162;2.5
Austria;9.74;7.8;14.5;48.53;0.0203;0.169;1.93
Austria;9.77;8;14.96;47.31;0.0196;0.155;1.76
Austria;9.05;8.02;14.51;47.21;0.0195;0.096;1.03
Austria;10.29;7.83;15.5;47.53;0.0192;0.195;2.46
Austria;10.49;7.83;15.5;47.53;0.0192;0.195;2.65
Austria;8.81;7.91;13.77;47.64;0.0197;0.148;0.89
Austria;8.24;8.1;9.87;47.11;0.0197;0.19;0.14
Austria;7.1;8.09;9.87;47.14;0.0197;0.069;-0.99
Austria;8.61;7.86;14.1;47.52;0.0202;0.122;0.75
Austria;9.57;7.98;14.95;47.39;0.0196;0.191;1.59
Austria;8.77;8.21;12.77;46.82;0.0169;0.128;0.56
Austria;8.5;8.08;12.7;47.57;0.0194;0.2;0.42
Austria;9.9;8.08;12.7;47.58;0.0194;0.2;1.81
Austria;8.14;8.08;12.69;47.58;0.0194;0.19;0.06
Austria;9.54;8.08;14.78;47.21;0.0195;0.156;1.47
Austria;7.91;7.83;14.11;47.53;0.0202;0.12;0.07
Austria;8.79;8.09;14.34;46.89;0.0186;0.121;0.7
Austria;9.16;8.12;13.46;46.81;0.0178;0.16;1.04
Austria;10.61;8.06;9.89;47.42;0.0221;0.204;2.54
Austria;10.3;8.05;13.69;46.8;0.0179;0.057;2.25
Austria;8.89;8.23;13.25;46.75;0.0178;0.144;0.66
Austria;9.11;8.15;14.84;47.2;0.0195;0.185;0.96
Austria;9.32;8.17;14.42;46.9;0.0186;0.123;1.14
Austria;9.15;8.17;14.43;46.94;0.0186;0.12;0.98
Austria;10.69;8.33;13.13;46.74;0.0198;0.145;2.36
Austria;9.73;8.2;13.46;46.81;0.0178;0.162;1.53
Austria;9.5;8.07;14.86;47.24;0.0195;0.137;1.43
Austria;10.05;8.09;9.89;47.43;0.0221;0.183;1.96
Austria;8.3;8.24;9.85;47.13;0.0197;0.19;0.06
Austria;9.3;8.26;13.35;46.83;0.0178;0.183;1.04
Austria;10.16;8.16;14.84;47.24;0.0195;0.139;2
Austria;6.25;8.09;13.13;47.57;0.0204;0.086;-1.84
Austria;9.8;8.23;14.65;47.2;0.0195;0.157;1.57
Austria;8.89;8.2;14.78;47.19;0.0195;0.155;0.69
Austria;8.66;8.2;14.78;47.19;0.0195;0.155;0.46
Austria;9.23;8.29;14.99;47.38;0.0196;0.153;0.94
Austria;9.99;8.11;11.15;47.29;0.0188;0.114;1.88
Austria;9.99;8.3;14.97;47.32;0.0196;0.158;1.69
Austria;9.59;8.34;13.58;46.75;0.0179;0.133;1.25
Austria;10.07;8.4;13.54;46.77;0.0179;0.141;1.67
Austria;8.67;8.25;15.02;47.41;0.0201;0.139;0.42
Austria;9.88;8.39;14.81;47.22;0.0195;0.152;1.49
Austria;7.71;8.4;14.69;47.17;0.0195;0.177;-0.69
Austria;9.46;8.39;14.4;46.97;0.0186;0.105;1.07
Austria;8.82;8.4;14.79;47.19;0.0195;0.142;0.42
Austria;9.59;8.4;13.63;46.73;0.0198;0.126;1.19
Austria;9.96;8.26;13.48;46.79;0.0178;0.121;1.69
Austria;10.14;8.45;13.62;46.72;0.0198;0.14;1.69
Austria;8.88;8.45;9.74;47.19;0.0207;0.167;0.43
Austria;9.61;8.39;14.67;47.19;0.0195;0.152;1.23
Austria;9.47;8.39;14.66;47.2;0.0195;0.152;1.08
Austria;9.56;8.42;15.22;47.4;0.0201;0.176;1.14
Austria;10.22;8.47;14.44;46.9;0.0186;0.092;1.75
Austria;9.19;8.47;14.74;47.16;0.0195;0.144;0.73
Austria;7.74;8.72;12.77;46.83;0.0169;0.104;-0.97
Austria;7.41;8.72;12.77;46.83;0.0169;0.104;-1.31
Austria;9.05;8.61;15.17;47.4;0.0201;0.102;0.44
Austria;9.06;8.34;15.41;47.49;0.0213;0.14;0.72
Austria;10.16;8.44;13.64;47.62;0.0201;0.16;1.72
Austria;10.84;8.44;13.64;47.62;0.0201;0.16;2.4
Austria;12.19;8.51;13.64;46.71;0.0198;0.126;3.67
Austria;7.98;8.44;9.83;47.14;0.0197;0.104;-0.47
Austria;9.39;8.55;14.83;47.2;0.0195;0.126;0.84
Austria;10.73;8.6;13.56;46.77;0.0179;0.173;2.13
Austria;10.67;8.63;13.61;46.75;0.0179;0.15;2.04
Austria;9.75;8.66;9.69;47.21;0.0207;0.103;1.09
Austria;8.6;8.64;9.73;47.18;0.0207;0.135;-0.04
Austria;9.35;8.64;9.72;47.18;0.0207;0.112;0.71
Austria;9.04;8.66;9.75;47.18;0.0197;0.144;0.37
Austria;8.16;8.55;14.69;47.7;0.0204;0.148;-0.39
Austria;13.04;8.86;9.71;47.5;0.0229;0.136;4.17
Austria;10.55;8.59;13.74;46.67;0.0198;0.132;1.96
Austria;10.24;8.64;13.66;46.71;0.0198;0.143;1.6
Austria;9.03;8.66;9.89;47.09;0.0197;0.153;0.37
Austria;12.88;8.86;9.75;47.51;0.0251;0.07;4.02
Austria;11.31;8.8;9.7;47.38;0.0222;0.106;2.51
Austria;9.86;8.66;13.71;46.68;0.0198;0.116;1.2
Austria;8.99;8.66;15.02;47.34;0.0201;0.143;0.33
Austria;9.09;8.75;9.69;47.2;0.0207;0.103;0.35
Austria;9.95;8.55;12.01;47.48;0.017;0.16;1.4
Austria;9.29;8.55;12.03;47.48;0.017;0.156;0.74
Austria;9.77;8.67;15;47.34;0.0201;0.127;1.1
Austria;9.8;8.67;15;47.34;0.0201;0.127;1.13
Austria;9.96;8.62;13.84;46.68;0.0207;0.127;1.34
Austria;9.45;8.98;9.75;47.4;0.0221;0.094;0.48
Austria;8.74;8.5;14.49;48.5;0.0208;0.095;0.25
Austria;9.23;8.81;9.67;47.21;0.0207;0.114;0.42
Austria;11.65;8.98;9.71;47.4;0.0222;0.083;2.67
Austria;8.19;8.64;13.77;47.8;0.0225;0.1;-0.46
Austria;8.49;8.86;13.15;47.58;0.0204;0.14;-0.37
Austria;10.84;8.74;13.77;46.66;0.0207;0.12;2.11
Austria;9.59;8.74;11.81;47.4;0.0185;0.154;0.85
Austria;9.45;8.84;14.76;47.18;0.0195;0.144;0.61
Austria;9.36;8.77;13.68;46.69;0.0198;0.146;0.59
Austria;9.15;8.79;14.1;46.74;0.0216;0.12;0.36
Austria;8.68;8.85;9.92;47.07;0.0197;0.167;-0.16
Austria;12.54;9.07;9.69;47.5;0.0222;0.077;3.47
Austria;10.12;8.74;12.1;47.49;0.017;0.16;1.38
Austria;9.72;8.58;13.58;48.01;0.0214;0.079;1.14
Austria;9.16;8.82;11.11;47.3;0.0188;0.115;0.34
Austria;9.14;8.86;14.82;47.2;0.0195;0.11;0.28
Austria;13.67;8.65;14.22;46.54;0.0216;0.145;5.02
Austria;10.76;8.73;14.06;46.57;0.0216;0.141;2.03
Austria;10.31;8.98;9.66;47.21;0.0207;0.114;1.32
Austria;10.9;9.01;9.6;47.34;0.0222;0.083;1.9
Austria;10.15;9.05;9.59;47.32;0.0222;0.085;1.1
Austria;9.96;8.74;14.14;46.53;0.0216;0.164;1.23
Austria;10.63;8.92;11.63;47.3;0.0183;0.144;1.71
Austria;8.97;8.98;9.79;47.17;0.0197;0.079;0
Austria;8.64;8.96;16.06;47.45;0.0221;0.177;-0.32
Austria;9;8.73;14.15;46.53;0.0216;0.121;0.27
Austria;8.95;9.03;9.76;47.19;0.0197;0.111;-0.08
Austria;11.81;9.1;9.6;47.33;0.0222;0.073;2.71
Austria;10.7;9.1;9.6;47.33;0.0222;0.073;1.6
Austria;9.89;8.87;11.74;47.37;0.0183;0.131;1.02
Austria;8.44;8.7;14.45;46.83;0.0186;0.104;-0.26
Austria;8.97;8.85;14.45;46.81;0.0186;0.106;0.12
Austria;10.02;8.71;14.22;46.54;0.0216;0.155;1.31
Austria;9.65;8.83;14.2;46.53;0.0216;0.136;0.82
Austria;9.23;8.91;13.28;48.14;0.0215;0.131;0.32
Austria;8.88;9.05;9.72;47.18;0.0207;0.096;-0.18
Austria;9.51;9.06;9.66;47.22;0.0207;0.105;0.45
Austria;10.42;9.23;9.72;47.5;0.0229;0.144;1.2
Austria;8.94;9.13;9.65;47.21;0.0207;0.115;-0.19
Austria;9.06;9.14;9.57;47.28;0.0222;0.149;-0.08
Austria;9.67;8.94;12.13;47.57;0.0204;0.134;0.73
Austria;8.68;8.7;13.7;48.38;0.0202;0.107;-0.02
Austria;10.43;8.85;14.09;46.54;0.0216;0.141;1.58
Austria;10.39;8.96;15.35;47.47;0.0213;0.101;1.43
Austria;9.8;9.04;12.87;47.98;0.0225;0.092;0.77
Austria;10.12;9;13.56;47.72;0.0201;0.103;1.12
Austria;10.42;8.96;14.1;46.54;0.0216;0.109;1.46
Austria;10.2;9.1;11.87;47.44;0.0185;0.104;1.1
Austria;9.72;8.93;13.43;48.21;0.0215;0.099;0.79
Austria;9.85;9;13.7;46.56;0.0198;0.214;0.84
Austria;9.77;8.99;14.47;46.81;0.0186;0.102;0.78
Austria;9.61;9.22;9.71;47.2;0.0207;0.112;0.4
Austria;9.91;9.22;9.7;47.2;0.0207;0.112;0.69
Austria;11.76;9.22;9.56;47.26;0.0222;0.118;2.54
Austria;10.33;9.22;9.54;47.26;0.0222;0.108;1.1
Austria;10.8;9.14;12.88;47.97;0.0225;0.081;1.66
Austria;10.37;8.96;14.46;46.84;0.0186;0.092;1.41
Austria;8.49;8.94;14.33;46.54;0.0197;0.122;-0.45
Austria;10.34;9.09;14.49;46.76;0.0186;0.084;1.25
Austria;12.23;9.45;9.68;47.36;0.0222;0.09;2.77
Austria;10.32;9.25;13.16;47.62;0.0204;0.131;1.07
