max_NSE,min_NSE,rollingonly_NSE,max_KGE,min_KGE,rollingonly_KGE,best_BFI,sitenum
0.5887992634110315,0.5896115848906328,-1.0719106389565867,0.7773922272683979,0.6988459803337363,0.3117746172459597,0.5180904522613066,02423130
0.8109291981275418,0.8437536970719168,-0.32286628350567925,0.8993667589603768,0.8845124838909492,0.5465094946111406,0.357286432160804,02423496
0.8187685370828275,0.6136725900416371,-1.777486845794424,0.8834955360660889,0.7173219020551487,0.10369409296237198,0.6467336683417085,02455980
0.8732161640431143,0.8465643346475609,-0.5331696883805888,0.9363693509396709,0.8518153662578299,0.4702813215341566,0.48994974874371866,02457595
0.8710236975423644,0.8521947408874853,-0.9404781121526569,0.9316818140462091,0.8282806895079096,0.4000665761207658,0.5301507537688442,02458450
0.46922480669315414,0.45603931443099543,-1.201921045427775,0.7763768158822515,0.638312659137863,0.39990220920564035,0.5221105527638191,10261500
0.2302489195268811,0.671140559770848,-2.109419708179856,0.725665028149502,0.808069851860989,0.5387255016119126,0.48190954773869354,11044000
0.14231649555422166,0.6886044760864632,-2.3009579136754414,0.7288120084015878,0.8289509397618571,0.5630893243128172,0.5100502512562815,11074000
0.7267185322932984,0.761469847237487,-1.4257017845237945,0.8394125826818025,0.8611475652103818,0.48082570688016935,0.3090452261306533,11176900
0.4677552741742549,0.14320543974845634,-0.28300115613544374,0.7133187001117528,0.5105879024485224,0.4202640565784188,0.4859296482412061,11203580
0.4893325550349017,0.5873152147669505,0.2475544358036441,0.7923962131308337,0.796801020316402,0.6678575595761034,0.357286432160804,11204100
0.7254292206199199,0.8866411064446731,-1.371809653646979,0.856807610598761,0.9163220247121794,0.48160294544740145,0.5663316582914574,11261500
0.32495736308896606,0.7845157352686063,-0.25326540786317886,0.25276176382103765,0.335142461653525,0.4030735480228985,0.1,11274538
0.15136837380248513,0.1164902143362897,-0.942956619443637,0.6227293708836135,0.5664691995597673,0.3941574551041723,0.5301507537688442,11276600
