,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
5254449,14148000,Dry,Constant,50,11727.3,17.565,225,38,0,40.7326,1,38.0,38,-0.2498929,-0.154,-0.1348415,-0.01366329,-0.008305553,-0.006848674,Q_cms_dplt48
5254450,14148000,Dry,Constant,1,12971.95,20.975,225,37,0,40.1009,1,37.0,37,-0.2498929,-0.154,-0.1348415,-0.01151531,-0.0070147,-0.005835635,Q_cms_dplt49
5254499,14148000,Dry,Constant,50,12336.6,19.233,225,52,0,116.2224,2,26.0,46,-0.2498929,-0.154,-0.1348815,-0.01252081,-0.007619643,-0.006314278,Q_cms_dplt49
5254500,14148000,Dry,Constant,1,12931.85,20.848,225,37,0,40.9113,1,37.0,37,-0.2513095,-0.1554107,-0.1362101,-0.0116462,-0.007117099,-0.005922435,Q_cms_dplt50
5254549,14148000,Dry,Constant,50,11955.47,18.189,225,75,0,175.6115,1,75.0,75,-0.2500714,-0.1540893,-0.1348677,-0.01322138,-0.008039405,-0.006638847,Q_cms_dplt50
5254550,14148000,Dry,Constant,1,12339.92,18.886,225,37,0,41.6503,1,37.0,37,-0.2527024,-0.156825,-0.1378161,-0.01287921,-0.007887456,-0.006545478,Q_cms_dplt51
5254599,14148000,Dry,Constant,50,11782.73,17.717,225,45,0,90.2805,1,45.0,45,-0.2498929,-0.154,-0.1348415,-0.01355061,-0.008237972,-0.006796066,Q_cms_dplt51
5254600,14148000,Dry,Constant,1,12675.7,19.898,225,37,0,42.2173,1,37.0,37,-0.2536071,-0.1577786,-0.1387722,-0.01228935,-0.00754863,-0.006284145,Q_cms_dplt52
5254649,14148000,Dry,Constant,50,11837.59,17.867,225,59,0,135.1631,2,29.5,48,-0.2498929,-0.154,-0.1348415,-0.01344122,-0.008172351,-0.006744938,Q_cms_dplt52
5254650,14148000,Dry,Constant,1,12344.69,18.899,225,37,0,41.6643,1,37.0,37,-0.2527143,-0.1568357,-0.1378331,-0.0128713,-0.007882869,-0.006542223,Q_cms_dplt53
5254699,14148000,Dry,Constant,50,11783.33,17.718,225,45,0,90.8205,1,45.0,45,-0.2498929,-0.154,-0.1348415,-0.01354987,-0.008237531,-0.006795722,Q_cms_dplt53
5254700,14148000,Dry,Constant,1,12971.95,20.975,225,37,0,40.1009,1,37.0,37,-0.2498929,-0.154,-0.1348415,-0.01151531,-0.0070147,-0.005835635,Q_cms_dplt54
5254749,14148000,Dry,Constant,50,12405.32,19.421,225,50,0,106.571,2,25.0,46,-0.2498929,-0.154,-0.1348895,-0.01240392,-0.007549377,-0.006259434,Q_cms_dplt54
5254750,14148000,Dry,Constant,1,12658.92,19.841,225,37,0,42.2163,1,37.0,37,-0.2536071,-0.1577786,-0.138777,-0.0123234,-0.007569284,-0.006300647,Q_cms_dplt55
5254799,14148000,Dry,Constant,50,11833.83,17.857,225,58,0,132.4122,2,29.0,48,-0.2498929,-0.154,-0.1348415,-0.01344846,-0.008176693,-0.006748323,Q_cms_dplt55
