,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
43449,1095375,Dry,Constant,50,141.621,0.0,220,49,929,0.3019,4,12.25,24,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt60
43450,1095375,Dry,Constant,1,151.093,0.009,222,40,539,0.245,3,13.33333,21,-0.004166667,-0.0025,-0.00356371,-0.207221,-0.1017805,-0.07102158,Q_cms_dplt61
43499,1095375,Dry,Constant,50,141.969,0.0,220,79,539,1.3299,1,79.0,79,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt61
43500,1095375,Dry,Constant,1,149.231,0.004,222,38,665,0.2248,3,12.66667,20,-0.004309524,-0.0025,-0.003545161,-0.2992162,-0.1351744,-0.08277473,Q_cms_dplt62
43549,1095375,Dry,Constant,50,141.969,0.0,220,73,665,0.9493,1,73.0,73,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt62
43550,1095375,Dry,Constant,1,149.607,0.005,222,40,643,0.23,3,13.33333,21,-0.004309524,-0.00255,-0.003558468,-0.2759613,-0.1288437,-0.08052099,Q_cms_dplt63
43599,1095375,Dry,Constant,50,141.969,0.0,220,74,643,1.0224,1,74.0,74,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt63
43600,1095375,Dry,Constant,1,152.837,0.013,222,39,461,0.2299,3,13.0,21,-0.00425,-0.002478571,-0.003568548,-0.1687,-0.08352554,-0.0630352,Q_cms_dplt64
43649,1095375,Dry,Constant,50,142.321,0.0,220,82,461,1.5822,1,82.0,82,-0.003201548,-0.001853321,-0.003735423,-0.7875538,-0.2850134,-0.1359606,Q_cms_dplt64
43650,1095375,Dry,Constant,1,143.638,0.0,220,37,930,0.1915,3,12.33333,19,-0.003368214,-0.001903321,-0.00374752,-0.7647561,-0.2725473,-0.1296164,Q_cms_dplt65
43699,1095375,Dry,Constant,50,141.621,0.0,220,45,930,0.2745,3,15.0,23,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt65
43700,1095375,Dry,Constant,1,143.04,0.0,220,38,973,0.1648,3,12.66667,19,-0.003201548,-0.001853321,-0.003783407,-0.7875538,-0.2850134,-0.1365162,Q_cms_dplt66
43749,1095375,Dry,Constant,50,141.275,0.0,219,45,973,0.2375,3,15.0,23,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt66
43750,1095375,Dry,Constant,1,147.943,0.001,222,38,723,0.2158,3,12.66667,20,-0.00425,-0.002478571,-0.003522581,-0.4307727,-0.1808737,-0.09694598,Q_cms_dplt67
43799,1095375,Dry,Constant,50,141.969,0.0,220,69,723,0.7389,1,69.0,69,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt67
43800,1095375,Dry,Constant,1,144.711,0.0,221,40,900,0.218,3,13.33333,21,-0.003713452,-0.002128321,-0.003625746,-0.8332881,-0.3036661,-0.1352407,Q_cms_dplt68
43849,1095375,Dry,Constant,50,141.621,0.0,220,56,900,0.4076,3,18.66667,26,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt68
43850,1095375,Dry,Constant,1,144.038,0.0,220,38,915,0.1838,3,12.66667,19,-0.003368214,-0.00194975,-0.003794698,-0.7647561,-0.2740437,-0.1301297,Q_cms_dplt69
43899,1095375,Dry,Constant,50,141.621,0.0,220,49,915,0.3019,4,12.25,24,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt69
43900,1095375,Dry,Constant,1,142.052,0.0,220,40,1077,0.165,3,13.33333,21,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt70
43949,1095375,Dry,Constant,50,141.275,0.0,219,42,1077,0.1952,2,21.0,21,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt70
43950,1095375,Dry,Constant,1,141.689,0.0,220,38,1097,0.1348,3,12.66667,19,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt71
43999,1095375,Dry,Constant,50,141.275,0.0,219,41,1097,0.1541,2,20.5,21,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt71
44000,1095375,Dry,Constant,1,151.179,0.009,222,40,526,0.234,3,13.33333,21,-0.004166667,-0.002553571,-0.003570565,-0.207221,-0.1030999,-0.07090687,Q_cms_dplt72
44049,1095375,Dry,Constant,50,142.171,0.0,220,79,526,1.3299,1,79.0,79,-0.003118214,-0.001828321,-0.003776552,-0.8083011,-0.294992,-0.1408084,Q_cms_dplt72
44050,1095375,Dry,Constant,1,150.454,0.007,222,39,585,0.2299,3,13.0,21,-0.004357143,-0.002532143,-0.003564516,-0.2402477,-0.1134025,-0.07487741,Q_cms_dplt73
44099,1095375,Dry,Constant,50,141.969,0.0,220,77,585,1.1737,1,77.0,77,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt73
44100,1095375,Dry,Constant,1,146.739,0.0,222,40,803,0.229,3,13.33333,21,-0.0040825,-0.002428321,-0.003536633,-0.8911334,-0.3305221,-0.1376695,Q_cms_dplt74
44149,1095375,Dry,Constant,50,141.621,0.0,220,68,803,0.6538,1,68.0,68,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt74
44150,1095375,Dry,Constant,1,142.207,0.0,220,38,1068,0.1518,3,12.66667,19,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt75
44199,1095375,Dry,Constant,50,141.275,0.0,219,42,1068,0.1952,2,21.0,21,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt75
44200,1095375,Dry,Constant,1,143.059,0.0,220,38,970,0.1648,3,12.66667,19,-0.003201548,-0.001931893,-0.003779778,-0.7875538,-0.2879212,-0.1363692,Q_cms_dplt76
44249,1095375,Dry,Constant,50,141.275,0.0,219,45,970,0.2375,3,15.0,23,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt76
44250,1095375,Dry,Constant,1,144.987,0.0,221,38,892,0.1938,3,12.66667,19,-0.003713452,-0.002128321,-0.003672923,-0.8332881,-0.3036661,-0.1357876,Q_cms_dplt77
44299,1095375,Dry,Constant,50,141.621,0.0,220,56,892,0.4076,3,18.66667,26,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt77
44300,1095375,Dry,Constant,1,153.78,0.016,222,41,420,0.2511,4,10.25,21,-0.004166667,-0.002553571,-0.0035875,-0.1499534,-0.07817931,-0.05999965,Q_cms_dplt78
44349,1095375,Dry,Constant,50,142.321,0.0,220,84,420,1.8294,1,84.0,84,-0.003201548,-0.001853321,-0.003735423,-0.7875538,-0.2850134,-0.1359606,Q_cms_dplt78
44350,1095375,Dry,Constant,1,143.004,0.0,220,38,979,0.1648,3,12.66667,19,-0.003201548,-0.001853321,-0.003757198,-0.7875538,-0.2850134,-0.1361587,Q_cms_dplt79
44399,1095375,Dry,Constant,50,141.275,0.0,219,45,979,0.2375,3,15.0,23,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt79
44400,1095375,Dry,Constant,1,144.481,0.0,221,38,904,0.1888,3,12.66667,19,-0.003630119,-0.002103321,-0.003664052,-0.872271,-0.320257,-0.1415721,Q_cms_dplt80
44449,1095375,Dry,Constant,50,141.621,0.0,220,56,904,0.3516,3,18.66667,26,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt80
44450,1095375,Dry,Constant,1,144.285,0.0,221,40,910,0.208,3,13.33333,21,-0.003630119,-0.002103321,-0.003619698,-0.872271,-0.320257,-0.1410746,Q_cms_dplt81
44499,1095375,Dry,Constant,50,141.621,0.0,220,56,910,0.3516,3,18.66667,26,-0.003034881,-0.001803321,-0.003723327,-0.8467268,-0.3116714,-0.1464476,Q_cms_dplt81
44500,1095375,Dry,Constant,1,150.656,0.008,222,40,570,0.248,3,13.33333,21,-0.004166667,-0.002453571,-0.003564919,-0.219774,-0.1058417,-0.07316061,Q_cms_dplt82
44549,1095375,Dry,Constant,50,141.969,0.0,220,79,570,1.2509,1,79.0,79,-0.003118214,-0.001828321,-0.003729375,-0.8083011,-0.294992,-0.1402644,Q_cms_dplt82
44550,1095375,Dry,Constant,1,142.974,0.0,220,38,982,0.1648,3,12.66667,19,-0.003201548,-0.001853321,-0.003735423,-0.7875538,-0.2850134,-0.1359606,Q_cms_dplt83
44599,1095375,Dry,Constant,50,141.275,0.0,219,45,982,0.2375,3,15.0,23,-0.002642024,-0.001717607,-0.00385881,-0.7385744,-0.2706481,-0.1361635,Q_cms_dplt83
