,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
6296649,14337600,Wet,Constant,50,34162.44,41.492,270,40,0,249.36,1,40.0,40,-0.7170238,-1.541682,-1.211807,-0.01641758,-0.03091447,-0.02154427,Q_cms_dplt86
6296650,14337600,Wet,Constant,1,34131.49,41.359,270,37,0,201.5939,1,37.0,37,-0.7171667,-1.541825,-1.211959,-0.01647085,-0.03100019,-0.02159826,Q_cms_dplt87
6296699,14337600,Wet,Constant,50,34090.09,41.294,270,37,0,203.9619,1,37.0,37,-0.7170238,-1.541682,-1.211807,-0.01649242,-0.03103902,-0.021622,Q_cms_dplt87
6296700,14337600,Wet,Constant,1,34102.59,41.311,270,37,0,201.6389,1,37.0,37,-0.7172024,-1.541771,-1.211864,-0.0164899,-0.0310298,-0.02161596,Q_cms_dplt88
6296749,14337600,Wet,Constant,50,34088.18,41.289,270,37,0,202.4719,1,37.0,37,-0.7170238,-1.541682,-1.211807,-0.01649432,-0.03104218,-0.02162397,Q_cms_dplt88
6296750,14337600,Wet,Constant,1,34634.17,42.423,270,37,0,200.4823,1,37.0,37,-0.718881,-1.543586,-1.213833,-0.01611395,-0.03037213,-0.02121183,Q_cms_dplt89
6296799,14337600,Wet,Constant,50,34140.61,41.432,270,39,0,237.0071,1,39.0,39,-0.7170238,-1.541682,-1.211807,-0.01644019,-0.03095211,-0.02156777,Q_cms_dplt89
6296800,14337600,Wet,Constant,1,35023.23,43.85,270,37,0,201.6599,1,37.0,37,-0.7171071,-1.541707,-1.211813,-0.01557747,-0.02950521,-0.02066031,Q_cms_dplt90
6296849,14337600,Wet,Constant,50,34415.71,42.184,270,42,0,266.4274,1,42.0,42,-0.7170238,-1.541682,-1.211853,-0.01616129,-0.03048699,-0.02127767,Q_cms_dplt90
6296850,14337600,Wet,Constant,1,35023.4,43.851,270,37,0,201.6679,1,37.0,37,-0.7170238,-1.541682,-1.211807,-0.01557557,-0.02950464,-0.02066018,Q_cms_dplt91
6296899,14337600,Wet,Constant,50,34936.33,43.61,270,37,0,210.5789,1,37.0,37,-0.7172024,-1.541746,-1.211824,-0.01566134,-0.02964358,-0.02074711,Q_cms_dplt91
6296900,14337600,Wet,Constant,1,34984.53,43.662,270,37,0,200.7323,1,37.0,37,-0.718381,-1.543039,-1.213167,-0.01566776,-0.02963372,-0.02074501,Q_cms_dplt92
6296949,14337600,Wet,Constant,50,34249.06,41.728,270,42,0,276.0398,1,42.0,42,-0.7172024,-1.541746,-1.211824,-0.01633316,-0.03076824,-0.02145238,Q_cms_dplt92
6296950,14337600,Wet,Constant,1,34839.19,43.063,270,37,0,200.1963,1,37.0,37,-0.7193452,-1.544043,-1.214237,-0.01589561,-0.02999794,-0.02097754,Q_cms_dplt93
6296999,14337600,Wet,Constant,50,34179.96,41.54,270,42,0,257.8298,1,42.0,42,-0.7170238,-1.541682,-1.211807,-0.01639954,-0.03088443,-0.02152551,Q_cms_dplt93
6297000,14337600,Wet,Constant,1,34600.44,42.333,270,37,0,200.5523,1,37.0,37,-0.7188452,-1.543518,-1.213705,-0.01614576,-0.03042558,-0.02124431,Q_cms_dplt94
6297049,14337600,Wet,Constant,50,34135.9,41.419,270,38,0,234.1602,1,38.0,38,-0.7170238,-1.541682,-1.211807,-0.0164451,-0.03096027,-0.02157286,Q_cms_dplt94
