,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
781650,2011400,Wet,Constant,1,3840.322,1.936,242,37,0,16.9453,5,7.4,21,-0.1435238,-0.1450821,-0.001882661,-0.06050144,-0.05241134,-0.001808769,Q_cms_dplt79
781699,2011400,Wet,Constant,50,3813.666,1.881,242,40,0,19.127,4,10.0,21,-0.1433452,-0.1449393,-0.001749194,-0.06188983,-0.05346868,-0.00181807,Q_cms_dplt79
781700,2011400,Wet,Constant,1,3854.612,1.981,242,37,0,16.8715,5,7.4,21,-0.1434286,-0.1450643,-0.001901613,-0.05932653,-0.05155116,-0.001767232,Q_cms_dplt80
781749,2011400,Wet,Constant,50,3816.221,1.888,242,41,0,20.5595,4,10.25,22,-0.1433452,-0.1449393,-0.001749194,-0.06170102,-0.05332709,-0.00180999,Q_cms_dplt80
781750,2011400,Wet,Constant,1,3850.934,1.968,242,37,0,16.8935,5,7.4,21,-0.1435238,-0.1451071,-0.001906855,-0.05968694,-0.05180734,-0.001783432,Q_cms_dplt81
781799,2011400,Wet,Constant,50,3815.491,1.886,242,40,0,20.151,4,10.0,21,-0.1433452,-0.1449393,-0.001749194,-0.06175484,-0.05336747,-0.001812292,Q_cms_dplt81
781800,2011400,Wet,Constant,1,3865.496,2.023,242,37,0,17.1875,5,7.4,21,-0.1433452,-0.1449393,-0.001749194,-0.05827487,-0.05073957,-0.001665517,Q_cms_dplt82
781849,2011400,Wet,Constant,50,3830.953,1.928,242,41,0,20.9285,4,10.25,22,-0.1433452,-0.1449393,-0.001749194,-0.0606441,-0.05253257,-0.001764986,Q_cms_dplt82
781850,2011400,Wet,Constant,1,3832.364,1.916,242,37,0,17.0205,5,7.4,21,-0.1435238,-0.1450036,-0.001844758,-0.06102212,-0.05278121,-0.001816004,Q_cms_dplt83
781899,2011400,Wet,Constant,50,3812.936,1.879,242,39,0,18.4865,4,9.75,21,-0.1433452,-0.1449393,-0.001749194,-0.06194399,-0.05350928,-0.00182039,Q_cms_dplt83
781900,2011400,Wet,Constant,1,3847.375,1.957,242,37,0,16.9085,5,7.4,21,-0.1434286,-0.1450643,-0.001895161,-0.05992837,-0.05200644,-0.001790562,Q_cms_dplt84
781949,2011400,Wet,Constant,50,3814.761,1.884,242,40,0,19.791,4,10.0,21,-0.1433452,-0.1449393,-0.001749194,-0.06180877,-0.0534079,-0.001814599,Q_cms_dplt84
