,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
955350,2160105,Dry,Seasonal,1,2603.442,1.836,251,37,0,6.9941,4,9.25,15,-0.07222619,-0.01886071,-0.01491492,-0.03497573,-0.009287083,-0.006641516,Q_cms_dplt18
955399,2160105,Dry,Seasonal,50,2413.682,1.403,251,60,0,28.254,2,30.0,56,-0.0714881,-0.01811071,-0.01414718,-0.04391225,-0.01137505,-0.007857032,Q_cms_dplt18
955400,2160105,Dry,Seasonal,1,2395.651,0.368,251,37,0,7.0771,4,9.25,14,-0.06880952,-0.01538571,-0.01129637,-0.1210921,-0.02913487,-0.01606523,Q_cms_dplt19
955449,2160105,Dry,Seasonal,50,2389.972,0.356,251,38,0,7.5294,4,9.5,14,-0.06880952,-0.015375,-0.01126895,-0.1238268,-0.02982398,-0.01633428,Q_cms_dplt19
955450,2160105,Dry,Seasonal,1,2495.101,1.088,251,37,0,7.1907,4,9.25,15,-0.07140476,-0.01808571,-0.01428831,-0.05449103,-0.01418676,-0.009651064,Q_cms_dplt20
955499,2160105,Dry,Seasonal,50,2399.686,0.885,251,48,0,16.3038,2,24.0,38,-0.07103571,-0.01770714,-0.01385121,-0.06434157,-0.01658103,-0.01092185,Q_cms_dplt20
955500,2160105,Dry,Seasonal,1,2557.035,1.524,251,37,0,7.1341,4,9.25,15,-0.07230952,-0.018975,-0.01519194,-0.04126541,-0.01104027,-0.007859555,Q_cms_dplt21
955549,2160105,Dry,Seasonal,50,2406.836,1.195,251,52,0,22.5436,2,26.0,40,-0.07163095,-0.01835,-0.01452581,-0.05047939,-0.01325641,-0.00912331,Q_cms_dplt21
955550,2160105,Dry,Seasonal,1,2583.27,1.703,251,37,0,7.0989,4,9.25,15,-0.07235714,-0.01900714,-0.01516815,-0.03745323,-0.01001328,-0.007176333,Q_cms_dplt22
955599,2160105,Dry,Seasonal,50,2410.441,1.316,251,56,0,25.6652,3,18.66667,40,-0.07163095,-0.01835357,-0.01444194,-0.0464879,-0.01218726,-0.008422838,Q_cms_dplt22
