,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
260550,1421000,Dry,Seasonal,1,3504.619,4.133,259,37,0,4.3741,4,9.25,23,-0.02755952,-0.01211071,-0.0133496,-0.006504332,-0.002842993,-0.003047523,Q_cms_dplt60
260599,1421000,Dry,Seasonal,50,3217.965,3.462,259,75,0,46.9675,1,75.0,75,-0.02664286,-0.01111071,-0.01232903,-0.007477932,-0.003101356,-0.003337123,Q_cms_dplt60
260600,1421000,Dry,Seasonal,1,3575.58,4.502,259,37,0,3.9297,3,12.33333,22,-0.02378571,-0.008257143,-0.009443145,-0.005178413,-0.001792587,-0.002011229,Q_cms_dplt61
260649,1421000,Dry,Seasonal,50,3294.116,3.728,259,78,0,55.3608,1,78.0,78,-0.02378571,-0.008257143,-0.009443145,-0.006228015,-0.002154704,-0.002408438,Q_cms_dplt61
260650,1421000,Dry,Seasonal,1,3575.481,4.502,259,37,0,3.9297,3,12.33333,22,-0.02378571,-0.008257143,-0.009443145,-0.005178413,-0.001792587,-0.002011229,Q_cms_dplt62
260699,1421000,Dry,Seasonal,50,3288.169,3.712,259,78,0,56.6328,1,78.0,78,-0.02378571,-0.008257143,-0.009406048,-0.006254221,-0.002163739,-0.002409049,Q_cms_dplt62
260700,1421000,Dry,Seasonal,1,3575.68,4.502,259,37,0,3.9297,3,12.33333,22,-0.02378571,-0.008257143,-0.009443145,-0.005178413,-0.001792587,-0.002011229,Q_cms_dplt63
260749,1421000,Dry,Seasonal,50,3424.515,4.087,259,70,0,28.833,1,70.0,70,-0.02378571,-0.008257143,-0.009443145,-0.005692818,-0.001970109,-0.002206323,Q_cms_dplt63
260750,1421000,Dry,Seasonal,1,3575.68,4.502,259,37,0,3.9297,3,12.33333,22,-0.02378571,-0.008257143,-0.009443145,-0.005178413,-0.001792587,-0.002011229,Q_cms_dplt64
260799,1421000,Dry,Seasonal,50,3416.476,4.065,259,70,0,30.374,1,70.0,70,-0.02378571,-0.008257143,-0.009443145,-0.005722955,-0.001980506,-0.002217727,Q_cms_dplt64
260800,1421000,Dry,Seasonal,1,3575.065,4.501,259,37,0,3.9103,3,12.33333,22,-0.02397619,-0.008335714,-0.009464919,-0.005220475,-0.001809899,-0.002016023,Q_cms_dplt65
260849,1421000,Dry,Seasonal,50,3277.648,3.685,259,79,0,58.6861,1,79.0,79,-0.02378571,-0.008178571,-0.009358871,-0.006298946,-0.00215862,-0.00241395,Q_cms_dplt65
