COMID,siteID,WellWaterDepth_m,NearestFlowlineDistance_m,NearStreamPtNED30mElv_masl,BankHeight_m,WellDepth_m,Width_m,latitude,longitude,Date,WellNED30mElv_masl,bank_corrected_head_difference_m
21117141, 5193658, 43.14, 33.83, 1126.26, 0.82, 91.44, 7.79, 36.961779, -102.096228, 1977.1694, 1126.90, -41.68
13861336, 1048226, 65.26, 832.94, 1070.05, 0.77, 97.54, 6.47, 36.935732, -101.804354, 1964.1528, 1072.02, -62.52
21098223, 1048239, 44.38, 876.51, 766.64, 0.45, 73.15, 6.79, 36.979773, -100.539766, 1986.9583, 774.27, -36.30
13860492, 1048225, 89.75, 591.19, 1093.70, 0.49, 91.44, 5.69, 36.906135, -101.905372, 1968.3556, 1105.44, -77.52
21115545, 5194269, 57.64, 474.10, 1161.13, 0.74, 97.54, 6.64, 36.903953, -102.158352, 1992.7917, 1170.94, -47.09
21098305, 5194332, 5.63, 81.88, 671.33, 0.77, 42.67, 14.09, 36.975653, -100.274251, 1992.9750, 671.66, -4.53
21098343, 1048488, 13.13, 35.47, 706.22, 0.41, 49.99, 7.68, 36.970208, -100.375980, 1907.0028, 705.63, -13.31
13860594, 1048092, 83.97, 854.39, 1020.20, 0.93, 95.10, 8.31, 36.899290, -101.652143, 1967.4694, 1028.24, -75.00
13860574, 1048095, 67.06, 842.57, 1058.10, 0.51, 77.11, 5.77, 36.891468, -101.761080, 1966.2194, 1057.35, -67.30
21067750, 5194202, 6.84, 98.09, 585.13, 0.43, 30.48, 6.54, 36.976029, -99.770247, -1.0000, 586.38, -5.16
21098443, 1048486, 16.95, 116.02, 729.51, 0.58, 62.79, 8.35, 36.933248, -100.364535, 1907.0028, 732.42, -13.46
21098987, 5193696, 7.50, 354.52, 630.55, 2.44, 30.48, 35.91, 36.941141, -100.110740, 1907.0028, 640.43, 4.82
941060055, 5194763, 3.63, 292.08, 376.57, 1.69, 13.41, 57.49, 36.985626, -98.361827, 2006.5472, 380.24, 1.73
13859402, 5193657, 60.76, 718.72, 1134.73, 0.47, 96.32, 5.48, 36.852952, -102.045963, 1907.0028, 1139.41, -55.61
21000357, 5194210, 1.62, 141.03, 368.51, 1.21, 10.67, 84.39, 36.986095, -98.213572, 1963.6417, 369.70, 0.78
941040112, 1048466, 17.91, 672.17, 671.26, 0.68, 54.86, 8.53, 36.924542, -100.111581, 1979.5333, 673.03, -15.46
20988057, 5193794, 9.46, 52.02, 317.05, 1.54, 18.59, 103.13, 36.972857, -97.458192, 1907.0028, 322.97, -2.00
21000425, 5194153, 3.81, 156.67, 366.41, 1.26, 11.89, 85.09, 36.970358, -98.209452, 1966.8472, 367.66, -1.30
13860652, 5193772, 45.75, 304.81, 1079.56, 0.63, 47.55, 6.77, 36.834023, -101.870719, 1907.0028, 1081.43, -43.25
7583065, 5193940, 0.95, 139.63, 237.92, 0.85, 13.72, 26.70, 36.970575, -94.960879, 1907.0028, 240.50, 2.48
13821460, 1048462, 5.49, 133.90, 759.15, 0.60, 36.58, 8.62, 36.888538, -100.508622, 1978.5583, 761.73, -2.31
13860660, 5193727, 47.21, 106.16, 1020.99, 0.49, 95.40, 8.65, 36.832112, -101.708678, 1907.0028, 1023.42, -44.29
21067998, 5194064, 8.76, 49.90, 579.80, 0.46, 48.77, 5.91, 36.917335, -99.606190, 1976.5917, 580.36, -7.74
13821486, 5194354, 32.53, 159.04, 780.46, 0.51, 36.58, 6.69, 36.893825, -100.311551, 1995.0861, 783.97, -28.51
21067026, 1048484, 6.88, 394.41, 655.72, 0.48, 76.20, 7.45, 36.891475, -100.027727, 1907.0028, 656.55, -5.57
21068068, 5194201, 8.82, 102.79, 633.06, 0.53, 54.86, 5.78, 36.887216, -99.802144, -1.0000, 636.84, -4.51
13821502, 5194205, 46.77, 428.35, 765.76, 0.49, 73.15, 7.07, 36.878175, -100.231183, 1991.0111, 781.17, -30.87
21001087, 5194824, 1.94, 372.57, 359.79, 1.27, 12.80, 85.68, 36.925535, -98.235403, 2006.8889, 362.27, 1.81
21001087, 5194825, 1.94, 372.57, 359.79, 1.27, 12.80, 85.68, 36.925535, -98.235403, 2006.8889, 362.27, 1.81
13860770, 5193771, 56.42, 540.95, 966.09, 0.55, 83.21, 5.91, 36.813500, -101.510518, 1965.0028, 973.27, -48.69
21068086, 5195037, 13.75, 199.04, 648.09, 0.49, 38.10, 7.65, 36.870225, -99.917415, 2011.2111, 651.06, -10.29
21068094, 5194615, 22.74, 438.34, 642.74, 0.65, 77.72, 8.75, 36.863276, -99.895741, 2004.5611, 659.31, -5.52
21068094, 5194616, 22.74, 438.34, 642.74, 0.65, 77.72, 8.75, 36.863276, -99.895741, 2004.5611, 659.31, -5.52
21001087, 5194843, 6.57, 1008.98, 356.76, 1.27, 12.80, 85.68, 36.900475, -98.242895, 2007.5250, 362.63, 0.57
13852257, 1048120, 30.54, 564.62, 909.96, 0.86, 80.47, 7.18, 36.794062, -101.322766, 1962.2667, 915.64, -24.00
21067118, 1048412, 3.80, 729.28, 654.98, 0.88, 48.77, 0.01, 36.846082, -100.007497, 1979.0861, 654.98, -2.92
13853167, 1048436, 3.51, 447.24, 738.30, 2.52, 18.29, 173.65, 36.818596, -100.638980, 1965.0528, 741.30, 2.01
21067126, 1048437, 17.35, 70.07, 695.20, 0.57, 23.47, 8.53, 36.843594, -100.076275, 1907.0028, 696.03, -15.95
21015259, 5194026, 2.71, 591.35, 369.07, 0.92, 9.14, 15.72, 36.889074, -98.415057, 1990.0306, 369.29, -1.57
21027968, 5194398, 2.53, 159.87, 389.45, 0.51, 17.68, 5.47, 36.884359, -98.556753, 1997.0028, 389.97, -1.50
21067120, 1048411, 7.95, 728.60, 730.67, 0.58, 42.67, 8.49, 36.835383, -100.121023, 1978.5222, 726.77, -11.27
21000437, 5195376, 3.22, 385.31, 354.14, 0.60, 14.33, 0.69, 36.889086, -98.059027, 2012.6778, 356.73, -0.03
13821692, 1048409, 34.66, 680.82, 742.39, 0.57, 97.54, 7.24, 36.828415, -100.281726, 1988.1250, 766.38, -10.10
21000445, 5195343, 5.85, 161.34, 354.70, 0.70, 10.97, 8.17, 36.883885, -98.205793, 2012.4611, 355.69, -4.16
13861368, 1048166, 38.19, 681.43, 932.96, 0.85, 97.54, 10.65, 36.757560, -101.518328, 1954.4194, 948.09, -22.21
13853285, 1048410, 8.31, 725.33, 756.93, 0.72, 91.44, 8.88, 36.803087, -100.669974, 1977.2139, 777.11, 12.59
13860794, 5193755, 38.10, 188.34, 1079.54, 1.02, 59.13, 8.79, 36.746764, -101.959172, 1907.0028, 1087.01, -29.61
21043506, 5194929, 9.45, 529.28, 514.85, 0.72, 12.19, 7.43, 36.851332, -99.105888, 2009.5000, 526.56, 2.98
13860796, 1048128, 51.16, 112.43, 1018.18, 0.42, 85.34, 6.05, 36.744016, -101.723121, 1985.3639, 1021.42, -47.50
13821700, 5193735, 6.73, 616.22, 720.01, 1.29, 10.36, 114.63, 36.791823, -100.433820, 1907.0028, 729.93, 4.48
13861362, 5193756, 19.20, 68.17, 980.71, 0.45, 22.25, 7.70, 36.748976, -101.630047, 1901.2667, 984.79, -14.67
21028018, 5194881, 1.55, 440.06, 383.73, 0.76, 12.19, 6.18, 36.851614, -98.533109, 2008.3944, 385.87, 1.35
13824400, 1048156, 11.19, 713.43, 705.74, 2.55, 54.86, 169.97, 36.790372, -100.374487, 1975.9722, 716.48, 2.10
13852287, 1048246, 28.89, 557.47, 898.48, 0.48, 85.34, 6.27, 36.750633, -101.305749, 1977.6500, 903.68, -23.21
13860842, 5193744, 18.54, 100.92, 1037.77, 0.38, 36.58, 7.67, 36.725325, -101.806857, 1979.6194, 1043.23, -12.70
21000491, 5193966, 1.12, 691.82, 373.57, 0.67, 9.45, 8.83, 36.840326, -98.178643, 1907.0028, 373.61, -0.41
21015291, 5194322, 3.02, 844.64, 360.16, 1.32, 13.41, 119.55, 36.841040, -98.378804, 1993.4194, 363.46, 1.60
13860844, 5194368, 29.43, 776.62, 1038.92, 1.07, 36.58, 16.26, 36.726399, -101.850618, 1995.3167, 1058.19, -9.09
21028020, 5194071, 4.15, 401.56, 374.73, 0.71, 12.80, 5.79, 36.833241, -98.475539, 1984.8583, 376.73, -1.44
13860936, 1048141, 17.20, 145.66, 984.84, 1.10, 54.86, 17.40, 36.705756, -101.734101, 1981.0250, 985.53, -15.41
21001683, 1048560, 1.64, 698.76, 338.01, 0.60, 20.42, 6.66, 36.825604, -97.996363, -1.0000, 341.44, 2.39
21028026, 5193965, 1.52, 425.13, 357.67, 1.73, 11.28, 112.05, 36.817313, -98.346719, 1907.0028, 358.28, 0.82
21000489, 5194107, 2.40, 492.13, 353.65, 1.73, 10.36, 116.22, 36.814225, -98.319733, 1990.6028, 355.28, 0.96
21028026, 5194314, 2.52, 582.77, 357.44, 1.73, 11.40, 112.05, 36.816311, -98.345270, 1967.4583, 358.42, 0.19
21000527, 5195063, 4.46, 218.02, 337.62, 1.08, 14.33, 98.66, 36.821139, -98.000456, 2010.9278, 340.42, -0.58
21785036, 5195311, 7.68, 184.49, 272.54, 0.63, 21.95, 6.18, 36.844786, -96.258936, 2013.6778, 275.93, -3.66
13853419, 1048202, 17.56, 87.96, 816.58, 0.46, 97.23, 0.59, 36.741642, -100.740521, 1967.2639, 820.63, -13.05
13824420, 5193722, 3.76, 93.84, 670.43, 2.56, 12.19, 188.48, 36.764933, -100.113952, 1978.1472, 671.67, 0.04
13821954, 5193734, 25.45, 567.87, 726.41, 0.51, 29.26, 6.96, 36.747842, -100.307321, 1907.0028, 738.25, -13.10
13852413, 5194278, 31.24, 967.54, 865.70, 0.55, 91.44, 5.89, 36.721973, -101.136411, -1.0000, 870.33, -26.06
21046772, 5194870, 6.25, 130.26, 451.59, 0.47, 19.81, 5.54, 36.793150, -98.774624, 2007.6806, 453.45, -3.92
21044256, 5195391, 2.30, 244.20, 472.76, 0.82, 15.24, 66.54, 36.786065, -99.117202, 2013.8472, 473.12, -1.12
13822042, 5193733, 29.82, 193.03, 798.01, 0.41, 41.45, 7.72, 36.731970, -100.515967, 1907.0028, 805.31, -22.11
13852439, 5193753, 37.80, 798.00, 891.43, 0.89, 45.11, 10.01, 36.700592, -101.332544, 1907.0028, 911.52, -16.82
21784426, 5193822, 3.81, 893.88, 217.44, 0.93, 6.40, 28.21, 36.820644, -95.880750, 1907.0028, 229.05, 8.73
13861030, 5194229, 41.65, 822.66, 1058.22, 0.87, 59.13, 0.99, 36.678166, -101.905204, -1.0000, 1072.00, -27.00
13861390, 5194230, 33.80, 115.45, 922.62, 0.95, 68.28, 0.07, 36.690774, -101.496712, -1.0000, 926.57, -28.90
13825172, 5194384, 4.84, 134.22, 649.29, 1.60, 36.58, 98.03, 36.749095, -99.932070, 1996.6917, 649.23, -3.30
21045674, 5194918, 3.07, 3.58, 656.23, 0.54, 12.19, 7.66, 36.752684, -99.805417, 2008.4306, 656.25, -2.51
21000529, 5194919, 0.55, 420.70, 343.10, 0.77, 14.63, 8.73, 36.796850, -98.046125, 1975.9722, 344.67, 1.79
13824016, 1048115, 19.33, 434.86, 707.44, 0.46, 33.53, 6.61, 36.735939, -100.114361, 1978.2139, 717.08, -9.23
21028066, 5194072, 5.80, 179.34, 379.74, 0.50, 14.94, 5.95, 36.785430, -98.451242, 1983.7889, 381.48, -3.56
21001301, 5194198, 1.36, 737.59, 361.64, 0.49, 15.24, 8.57, 36.792504, -98.124485, 1991.2167, 372.79, 10.28
21047180, 5194249, 8.14, 661.69, 429.95, 0.63, 21.03, 6.19, 36.774939, -98.601137, 1977.3472, 432.16, -5.30
13822026, 5194268, 12.98, 137.10, 714.88, 0.47, 73.15, 6.57, 36.730455, -100.220888, 1992.0750, 723.55, -3.84
13853571, 5193721, 26.58, 397.62, 834.44, 0.38, 54.86, 9.08, 36.705586, -100.575557, 1979.5000, 840.31, -20.33
21047182, 5193917, 2.94, 210.59, 442.08, 0.62, 14.63, 6.07, 36.768708, -98.652653, -1.0000, 442.26, -2.14
21000571, 5194046, 6.00, 322.36, 367.22, 0.72, 13.11, 7.17, 36.767302, -98.397424, 1988.4056, 367.38, -5.12
21044390, 5194058, 3.19, 300.49, 463.18, 0.90, 12.19, 208.93, 36.752012, -99.093199, 1982.0111, 463.16, -2.31
13822350, 5193720, 27.04, 181.88, 742.91, 0.49, 48.77, 6.48, 36.706931, -100.150593, 1976.0000, 746.18, -23.28
21000593, 5194507, 5.74, 540.82, 327.52, 1.13, 16.76, 118.18, 36.760557, -98.000534, 2001.1806, 331.91, -0.22
13860380, 5194878, 17.27, 291.29, 1188.28, 1.69, 54.86, 175.63, 36.616804, -102.369244, 2008.4694, 1197.24, -6.62
13822308, 1048093, 7.21, 19.00, 785.22, 0.53, 30.48, 7.16, 36.688568, -100.423618, 1979.4556, 785.71, -6.19
13853659, 1048214, 48.65, 253.89, 856.46, 0.44, 79.25, 6.59, 36.683047, -100.680459, 1984.2667, 861.92, -42.75
13853721, 1048408, 33.31, 368.76, 847.51, 0.65, 85.34, 9.08, 36.676135, -100.743618, 1987.0556, 855.83, -24.34
21002201, 1048559, 1.06, 499.62, 329.22, 0.54, 14.63, 6.48, 36.752489, -97.989411, -1.0000, 330.44, 0.70
13853661, 5193719, 24.32, 149.92, 826.41, 0.50, 85.34, 7.86, 36.687003, -100.629760, 1978.8417, 833.80, -16.43
13846093, 5193752, 28.92, 623.22, 847.44, 1.92, 35.66, 221.96, 36.657728, -101.144818, 1966.0028, 851.92, -22.52
21046888, 5193916, 4.89, 201.88, 432.81, 0.73, 23.16, 0.02, 36.739265, -98.629766, -1.0000, 436.11, -0.86
21001103, 5195025, 3.73, 470.68, 332.26, 0.63, 12.19, 7.35, 36.755621, -98.020181, 2014.5194, 333.44, -1.92
21001215, 5195434, 3.87, 1256.23, 343.35, 2.12, 10.67, 631.92, 36.754324, -98.154259, 2013.5028, 349.39, 4.29
13822342, 5194328, 15.62, 191.26, 755.58, 0.44, 60.96, 7.03, 36.687353, -100.328664, 1993.1417, 765.11, -5.65
21047180, 5194720, 5.32, 200.49, 425.87, 0.63, 15.24, 6.19, 36.738305, -98.593531, 2006.1583, 427.91, -2.65
13861216, 1048215, 40.39, 213.91, 1025.93, 0.50, 85.34, 6.88, 36.620704, -101.794396, 1979.6222, 1029.40, -36.42
13822374, 5193716, 3.54, 39.04, 767.79, 1.25, 12.19, 104.11, 36.672097, -100.471707, 1979.9500, 768.65, -1.43
13822446, 5193717, 24.69, 708.10, 753.95, 1.03, 60.96, 18.65, 36.675654, -100.340676, 1979.3250, 777.27, -0.34
13822370, 5193718, 55.46, 329.14, 809.31, 0.42, 73.15, 7.07, 36.673338, -100.401173, 1976.0389, 824.82, -39.53
13861202, 5193745, 51.91, 710.21, 1084.49, 0.72, 62.18, 6.42, 36.612610, -101.995585, 1907.0028, 1102.49, -33.19
21047174, 5195523, 4.84, 99.45, 429.36, 0.60, 6.86, 6.05, 36.736770, -98.564469, 2000.0028, 429.37, -4.23
13824424, 1048121, 7.77, 595.28, 768.33, 1.24, 90.83, 114.27, 36.663262, -100.481020, 1971.6389, 780.52, 5.66
21770177, 5193668, 2.22, 94.32, 218.82, 0.59, 27.43, 6.01, 36.744009, -95.072534, 2001.2278, 219.65, -0.80
13822376, 5193732, 16.89, 239.46, 749.93, 0.42, 46.94, 6.99, 36.674534, -100.233299, 1907.0028, 754.72, -11.68
13845769, 5193747, 42.18, 18.40, 962.14, 0.64, 87.48, 7.59, 36.622497, -101.527626, 1969.0028, 962.11, -41.57
21000775, 5194197, 6.92, 628.23, 411.46, 0.63, 32.61, 6.61, 36.723782, -98.485274, 1991.1694, 418.27, 0.52
21044762, 5194408, 5.08, 681.62, 458.04, 0.77, 13.41, 36.99, 36.704656, -99.035905, 1995.0889, 463.50, 1.15
21000807, 5195256, 6.13, 509.74, 362.89, 0.68, 9.45, 6.67, 36.724196, -98.386336, 2012.8167, 371.75, 3.41
21044722, 5195335, 0.94, 434.51, 452.93, 0.38, 9.14, 22.56, 36.704425, -99.064266, 2013.9667, 454.73, 1.24
21044722, 5195336, 0.94, 434.51, 452.93, 0.38, 9.14, 22.56, 36.704425, -99.064266, 2013.9667, 454.73, 1.24
13853823, 1048103, 23.01, 857.40, 832.57, 0.80, 48.77, 9.90, 36.639588, -100.848912, 1986.1444, 859.83, 5.05
13861228, 1048228, 45.02, 476.36, 1054.71, 0.56, 91.44, 6.11, 36.591438, -101.870453, 1966.0861, 1058.07, -41.10
13861232, 1048515, 9.14, 153.02, 991.87, 1.25, 57.00, 145.28, 36.600718, -101.776061, 1954.0028, 994.10, -5.66
13853811, 5193714, 49.39, 577.25, 874.87, 0.51, 91.74, 7.58, 36.645547, -100.767264, 1959.0028, 878.55, -45.20
13822562, 5193715, 17.52, 69.00, 768.57, 0.37, 48.77, 8.75, 36.658132, -100.341793, 1978.8917, 774.22, -11.50
13822486, 5193731, 5.92, 335.68, 694.24, 0.58, 24.99, 6.83, 36.667988, -100.110070, 1954.0028, 697.57, -2.01
13822652, 1048407, 13.05, 423.99, 700.17, 0.50, 42.67, 6.58, 36.663070, -100.062598, 1987.3278, 709.26, -3.46
13845821, 1048097, 34.41, 372.98, 866.57, 0.64, 67.06, 16.04, 36.605168, -101.237784, 1980.1472, 877.90, -22.44
21000791, 1048557, 1.54, 833.84, 327.87, 2.13, 7.92, 125.61, 36.709395, -98.047183, -1.0000, 330.88, 3.60
21002191, 1048558, 2.29, 108.71, 318.82, 1.07, 16.15, 141.55, 36.709400, -97.788570, -1.0000, 318.35, -1.69
13822734, 5193729, 4.11, 80.42, 790.09, 1.17, 16.15, 110.94, 36.639942, -100.540572, 1947.3333, 796.50, 3.47
13824722, 5193777, 7.60, 13.89, 680.00, 0.44, 18.29, 6.50, 36.665501, -99.900722, 1907.0028, 680.24, -6.92
21002211, 5193957, 6.15, 134.19, 314.57, 1.23, 16.15, 133.82, 36.707572, -97.774475, 1983.1528, 319.71, 0.22
21002245, 5193958, 2.26, 531.12, 321.67, 2.18, 12.19, 126.62, 36.710502, -97.933153, 1986.6944, 324.10, 2.35
21046888, 5194407, 2.66, 541.24, 421.72, 0.73, 11.89, 0.02, 36.699726, -98.594512, 1994.9194, 423.53, -0.12
21002167, 5194534, 5.27, 450.43, 307.04, 0.64, 8.84, 6.28, 36.707669, -97.547146, 2001.7417, 314.56, 2.89
21046928, 5195009, 4.18, 837.75, 431.64, 0.61, 30.48, 6.56, 36.696583, -98.541713, 2011.5861, 434.08, -1.13
13822872, 1048094, 20.48, 283.34, 814.52, 1.02, 85.95, 111.74, 36.622632, -100.592264, 1967.1944, 822.37, -11.61
13835983, 1048104, 14.26, 532.59, 846.60, 0.45, 60.96, 7.59, 36.605380, -100.912307, 1980.3500, 852.05, -8.36
13853851, 1048213, 62.86, 330.93, 873.55, 0.48, 73.15, 7.12, 36.619070, -100.789265, 1984.5694, 876.14, -59.79
13845819, 1048477, 6.46, 358.33, 873.96, 0.41, 79.25, 10.38, 36.586721, -101.343843, 1972.0028, 880.05, 0.04
13823092, 5193712, 26.52, 53.67, 793.97, 0.50, 64.01, 6.75, 36.627536, -100.398903, 1950.3472, 795.39, -24.60
13822748, 5193730, 2.94, 177.90, 698.32, 1.55, 21.34, 97.99, 36.640258, -100.142428, 1952.7528, 702.20, 2.49
21037645, 5193793, 5.90, 896.89, 280.82, 0.65, 18.90, 8.21, 36.706791, -97.048208, 1907.0028, 283.19, -2.88
21001167, 5194045, 7.09, 323.90, 359.38, 0.57, 27.43, 5.78, 36.685534, -98.287926, 1986.2139, 364.20, -1.70
21037643, 5194171, 8.63, 505.77, 282.91, 0.87, 11.58, 6.74, 36.708401, -97.038201, 1991.1333, 283.56, -7.11
13845825, 5194277, 22.93, 279.91, 920.67, 0.41, 91.44, 8.35, 36.584121, -101.497950, -1.0000, 926.62, -16.57
21047208, 5194817, 2.53, 786.42, 445.20, 0.71, 9.14, 6.62, 36.678653, -98.761669, 2006.8250, 448.43, 1.41
21002259, 5195204, 3.79, 91.57, 313.67, 2.18, 13.11, 114.99, 36.694047, -97.806551, 2012.5639, 316.78, 1.50
21002211, 5195414, 5.82, 639.53, 312.54, 1.23, 14.02, 133.82, 36.692958, -97.749357, 2012.5056, 315.63, -1.50
13824754, 5193765, 1.89, 306.66, 637.48, 1.13, 12.19, 94.76, 36.639916, -99.817247, 1968.7528, 639.08, 0.84
13853861, 5194233, 38.16, 228.42, 869.34, 0.45, 73.15, 7.92, 36.604270, -100.843688, -1.0000, 874.88, -32.17
13845887, 5194372, 34.98, 468.42, 879.32, 0.45, 85.34, 6.34, 36.585643, -101.280348, 1997.3361, 892.41, -21.44
13845915, 1048514, 25.76, 196.15, 946.06, 0.61, 64.31, 8.60, 36.567006, -101.538998, -1.0000, 951.87, -19.34
21038219, 5193646, 7.18, 608.00, 284.80, 3.49, 8.53, 393.09, 36.692764, -96.936518, 1907.0028, 291.22, 2.73
13822900, 5193711, 46.12, 176.10, 794.11, 0.43, 74.68, 6.93, 36.617346, -100.313786, 1975.8944, 804.72, -35.08
21001843, 5194159, 4.20, 231.39, 302.80, 0.70, 8.53, 6.68, 36.688627, -97.562218, 1960.6250, 307.79, 1.49
21002305, 5194207, 6.80, 992.31, 307.78, 2.20, 15.85, 111.45, 36.681134, -97.730978, 1977.4472, 314.21, 1.83
13861272, 5194318, 23.32, 200.86, 1017.92, 0.94, 67.06, 11.34, 36.553636, -101.867303, 1976.4306, 1021.34, -18.96
21037737, 5194536, 13.46, 462.87, 280.27, 3.49, 15.24, 372.77, 36.691542, -97.026640, 2001.8500, 301.60, 11.36
21046910, 5195525, 8.38, 482.63, 432.38, 0.44, 21.34, 5.69, 36.667026, -98.636069, -1.0000, 434.09, -6.23
13835999, 1048207, 6.24, 90.16, 825.77, 0.99, 18.29, 17.04, 36.584129, -100.985200, 1980.2778, 831.88, 0.86
13823120, 1048313, 56.98, 640.80, 862.60, 0.53, 67.06, 7.29, 36.597932, -100.705129, 1987.6583, 872.91, -46.14
13824788, 5193763, 10.06, 866.60, 692.68, 0.76, 54.86, 10.79, 36.619156, -99.946122, 1978.2972, 700.50, -1.48
21046916, 5194049, 2.69, 171.34, 464.54, 0.63, 18.29, 6.68, 36.656027, -98.865715, 1983.3389, 465.74, -0.86
21001873, 5194157, 3.66, 178.59, 299.39, 1.38, 9.72, 134.30, 36.673966, -97.557740, 1969.4833, 301.92, 0.25
21001879, 5194167, 2.40, 679.13, 297.38, 0.73, 8.84, 6.60, 36.681538, -97.440853, 1990.5472, 303.16, 4.11
21002333, 5194213, 5.25, 686.57, 285.89, 2.27, 7.32, 92.10, 36.675400, -97.304568, 1991.3694, 300.27, 11.40
21046936, 5194292, 3.64, 710.54, 412.01, 0.94, 9.75, 15.53, 36.658979, -98.559131, 1992.4889, 416.09, 1.38
20988279, 5194488, 6.11, 744.52, 285.92, 1.94, 15.24, 88.69, 36.680796, -97.245379, -1.0000, 291.18, 1.09
21002333, 5194537, 5.67, 524.24, 286.23, 2.27, 9.75, 92.10, 36.681171, -97.314745, 2002.6472, 301.71, 12.08
21038217, 5194712, 6.72, 637.52, 282.45, 3.49, 12.19, 370.73, 36.681876, -96.991888, 2006.1694, 286.77, 1.09
21002215, 5194853, 1.95, 264.01, 301.81, 0.57, 10.97, 6.35, 36.680389, -97.521903, 2007.8361, 301.81, -1.38
21046954, 5195554, 7.44, 420.87, 488.42, 0.55, 9.75, 6.56, 36.652916, -98.924829, 2000.0028, 495.66, 0.35
13845927, 1048173, 24.14, 242.79, 893.04, 0.45, 55.17, 6.31, 36.554066, -101.408489, 1975.7972, 902.37, -14.36
13845935, 1048175, 65.62, 222.11, 917.35, 0.45, 91.44, 7.69, 36.559643, -101.312303, 1982.3611, 930.18, -52.34
13824098, 1048241, 58.70, 447.42, 875.74, 0.77, 91.44, 8.68, 36.584629, -100.744066, 1987.6694, 879.95, -53.72
21002299, 5193789, 3.09, 538.36, 287.02, 2.27, 9.75, 92.60, 36.665355, -97.333654, 1907.0028, 292.68, 4.84
21046914, 5193915, 1.74, 49.23, 414.85, 0.57, 10.67, 5.37, 36.652385, -98.594094, -1.0000, 415.46, -0.56
13823240, 5193975, 3.14, 535.35, 713.20, 0.88, 17.37, 17.47, 36.603302, -100.169037, 1939.0028, 715.18, -0.28
21002289, 5194316, 4.74, 358.50, 292.12, 2.25, 10.06, 95.69, 36.665267, -97.417726, 1958.1806, 297.87, 3.26
13836019, 5195241, 30.69, 132.05, 868.82, 0.52, 48.77, 6.32, 36.572464, -100.883306, 1975.3889, 869.12, -29.87
13861308, 1048127, 39.12, 609.38, 1045.64, 0.54, 96.32, 6.85, 36.522975, -101.851081, 1964.0028, 1049.75, -34.47
13823150, 1048145, 44.87, 272.56, 789.92, 0.40, 91.44, 7.02, 36.589020, -100.292177, 1985.0278, 802.10, -32.29
13845999, 1048174, 49.38, 781.09, 954.80, 0.63, 98.15, 8.67, 36.543569, -101.491788, 1955.2056, 963.97, -39.58
13823156, 1048179, 35.95, 358.09, 739.80, 0.42, 79.25, 7.06, 36.597638, -100.044316, 1981.9028, 751.03, -24.30
13824914, 5193762, 23.35, 457.85, 707.18, 0.52, 55.47, 8.06, 36.601225, -99.918145, 1977.2528, 708.36, -21.65
21001949, 5195269, 9.21, 339.66, 293.00, 0.65, 14.63, 6.58, 36.658928, -97.381662, 2011.8833, 297.27, -4.29
13823132, 1048178, 2.68, 557.00, 717.17, 1.50, 24.99, 106.22, 36.590088, -100.182227, 1977.4083, 716.81, -1.54
21002299, 5193983, 6.48, 354.50, 286.35, 2.27, 13.11, 92.60, 36.656655, -97.337590, 1986.5222, 293.33, 2.77
21002327, 5194158, 4.58, 597.16, 293.73, 2.25, 11.28, 96.46, 36.655999, -97.465601, 1964.7056, 298.84, 2.78
21001949, 5194170, 3.25, 518.47, 294.06, 0.65, 15.24, 6.58, 36.650680, -97.380522, 1990.8333, 299.24, 2.58
13824852, 5194200, 4.81, 266.15, 675.61, 0.48, 45.72, 8.45, 36.597048, -99.877348, -1.0000, 683.34, 3.40
21046932, 5194723, 2.17, 651.67, 460.29, 0.56, 12.19, 5.52, 36.631374, -98.737694, 2006.0250, 464.42, 2.52
21046954, 5194901, 3.58, 962.19, 464.89, 0.55, 9.14, 6.56, 36.624573, -98.924600, 2008.6583, 474.40, 6.48
21002313, 5195406, 5.03, 620.06, 301.59, 2.21, 16.76, 101.98, 36.653024, -97.605475, 2013.5806, 307.61, 3.20
13823214, 1048155, 62.32, 67.80, 869.10, 0.53, 91.44, 7.80, 36.565520, -100.596717, 1982.0028, 869.35, -61.54
13836053, 1048240, 21.15, 476.84, 874.97, 0.45, 73.15, 6.07, 36.545738, -100.951186, 1986.9778, 878.88, -16.79
13835317, 1048513, 3.29, 333.75, 820.21, 1.87, 8.23, 37.50, 36.544098, -101.077116, 1939.0028, 823.26, 1.63
13824868, 1048529, 33.63, 324.86, 736.20, 0.45, 56.39, 6.96, 36.583651, -99.999231, 1976.0222, 736.05, -33.33
13823356, 5193955, 48.52, 229.99, 800.07, 0.41, 73.15, 7.21, 36.574272, -100.323459, 1975.9583, 812.69, -35.49
13823194, 5193956, 46.38, 920.34, 746.84, 0.48, 74.37, 6.29, 36.582421, -100.017764, 1953.8361, 754.79, -37.95
13823178, 5193971, 57.58, 504.10, 865.99, 0.47, 91.44, 6.66, 36.567541, -100.648327, 1907.0028, 869.46, -53.64
21037651, 5194683, 4.66, 327.98, 277.05, 0.59, 9.75, 7.79, 36.645200, -97.047019, 2005.4944, 279.47, -1.65
21046974, 5194856, 5.52, 531.96, 445.35, 0.70, 24.38, 9.47, 36.612531, -98.949484, 2007.8167, 448.38, -1.79
