GAGE_ID,dist_m,S,Tr_m2d,eq_yrs_constant,eq_yrs_seasonal,Qf_100yrs_constant
1095220,317.79,0.0099999997764825,0.07456935763955796,43,43,0.667
1095375,317.79,0.0100631747244134,0.08265619737759541,42,42,0.682
1104430,317.79,0.0099999997764825,0.08013860537114051,42,42,0.678
1104460,317.79,0.0099999997764825,0.07405011898965898,43,44,0.666
1104475,317.79,0.0099999997764825,0.07990807929947594,42,42,0.677
1362500,317.79,0.1900005619807371,0.009562985356758555,Inf,Inf,0
1372058,317.79,0.1229963566177607,0.01603244824084057,90,Inf,0.001
1388000,317.79,0.1191836423025488,0.16581462460418522,87,86,0.319
1417500,317.79,0.1900000721963849,0.0077323926121456955,Inf,Inf,0
1420500,317.79,0.1900116911248113,0.00814998106085059,Inf,Inf,0
1421000,317.79,0.1900329872124775,0.00795300347770942,Inf,Inf,0
1425000,317.79,0.190000393183266,0.007533430391509054,Inf,Inf,0
1426500,317.79,0.1898885663587602,0.007471132144376271,Inf,Inf,0
1427510,317.79,0.1899137048439812,0.007770487556959994,Inf,Inf,0
1428500,317.79,0.189921494584539,0.00777697446879419,Inf,Inf,0
1429000,317.79,0.1904023946702193,0.008360908056151526,Inf,Inf,0
1436690,317.79,0.1900214787282353,0.007376858999627228,Inf,Inf,0
1447800,317.79,0.2188478986145653,0.0715920419460412,37,43,0.04
1449360,317.79,0.1685380740119559,0.003584812386138402,Inf,Inf,0
1463500,317.79,0.1772382315036291,0.00961069918478241,Inf,Inf,0
1466500,317.79,0.219999998807907,1.2741531428571429,48,48,0.625
1480400,317.79,0.0099999997764825,0.08118555865121316,42,42,0.68
1480500,317.79,0.0104207180032773,0.08978598753032574,41,41,0.689
1480617,317.79,0.0104846265905305,0.08863111006410543,41,42,0.686
1480870,317.79,0.0113696115099201,0.09225955401605207,42,42,0.68
1481000,317.79,0.01102508353921,0.09024468547191393,42,42,0.681
1595200,317.79,0.1449919296968097,0.001157842113347698,Inf,Inf,0
1608500,317.79,0.1594440826137639,0.013533898725195207,Inf,Inf,0
2011400,317.79,0.1442366023789379,0.0017211027241230308,Inf,Inf,0
2011500,317.79,0.1613514692517029,0.0030167627966685125,Inf,Inf,0
2011800,317.79,0.1604111539688745,0.0029165612484014533,Inf,Inf,0
2012500,317.79,0.1604494137227219,0.0029781171308755025,Inf,Inf,0
2035000,317.79,0.1014578242374151,0.04345816241617317,29,33,0.072
2077200,317.79,0.0099999997764825,0.10811601365877219,37,38,0.721
2110704,317.79,0.2271573295600265,1.8240002713383392,42,42,0.678
2148315,317.79,0.0372704423452039,0.10846534492311379,64,62,0.491
2156500,317.79,0.0107448409546538,0.10735637387228052,39,38,0.71
2160105,317.79,0.0118680274330351,0.10260915559973664,41,41,0.689
2160700,317.79,0.0099999997764825,0.09018141594036888,40,40,0.695
2163001,317.79,0.0099999997764825,0.13420095407269858,34,34,0.748
2168504,317.79,0.0407148884295927,0.1245564901956523,62,62,0.501
2169000,317.79,0.0415353168745605,0.12640470866492792,62,61,0.5
2203655,317.79,0.0099999997764825,0.09774468691672826,39,40,0.707
2203700,317.79,0.0099999997764825,0.09391209821786685,40,39,0.701
2204070,317.79,0.0099999997764825,0.09691567624735054,39,39,0.706
2207120,317.79,0.0100223375555823,0.10025858712416319,39,38,0.71
2207185,317.79,0.0099999997764825,0.10188469745930966,38,38,0.713
2207385,317.79,0.0099999997764825,0.09920988100150677,39,39,0.709
2207400,317.79,0.0099999997764825,0.10205723543395993,38,38,0.713
2208150,317.79,0.0099999997764825,0.10391234817233846,38,39,0.715
2217274,317.79,0.0099999997764825,0.11058237615052008,37,37,0.724
2218565,317.79,0.0099999997764825,0.11013039924294463,37,37,0.723
2296750,317.79,0.2327623469462863,1.6924246220689592,44,44,0.663
2298202,317.79,0.1281075955752489,6.46186701530647,21,21,0.868
2300021,317.79,0.2174439763801788,0.5254196377187375,69,68,0.449
2301719,317.79,0.2179334207228845,0.6614870061292171,62,62,0.5
2304510,317.79,0.1485556159874876,8.186181867250713,20,20,0.874
2310650,317.79,0.0657840897136717,11.736071081684928,14,14,0.93
2310700,317.79,0.0778608745224236,10.475446593174624,15,15,0.919
2310747,317.79,0.0842005436414718,9.541955978103168,16,16,0.912
2323592,317.79,0.1867247694412199,1.6893650132442612,40,40,0.696
2330450,317.79,0.0100141554588669,0.13892899002555473,34,33,0.752
2334430,317.79,0.0234684066396757,0.18690499188966886,42,43,0.677
2334480,317.79,0.0099999997764825,0.10473664562462859,38,38,0.716
2334578,317.79,0.0099999997764825,0.10132195353353411,39,39,0.712
2334885,317.79,0.0099999997764825,0.10132889076810402,39,39,0.712
2335000,317.79,0.0233259673392103,0.17901793183770373,43,43,0.671
2335350,317.79,0.0099999997764825,0.09926794995504298,39,39,0.709
2336030,317.79,0.0099999997764825,0.10858393884768466,37,37,0.721
2336120,317.79,0.0099999997764825,0.103562517889702,38,38,0.715
2336240,317.79,0.0099999997764825,0.09357829734596693,40,39,0.701
2336300,317.79,0.0099999997764825,0.09888050697807284,39,39,0.708
2336360,317.79,0.0099999997764825,0.11001806293425788,37,37,0.723
2336410,317.79,0.0099999997764825,0.11064614022617704,37,38,0.724
2336526,317.79,0.0099999997764825,0.10295799069251113,38,38,0.714
2336728,317.79,0.0100621642662708,0.10780434210137745,38,38,0.719
2337170,317.79,0.0192293219889729,0.146529628569722,43,43,0.67
2397000,317.79,0.0697408231437983,0.1174101866276173,80,79,0.365
2423130,317.79,0.077005579942472,6.321952827190387,18,18,0.897
2423496,317.79,0.1145265728939669,0.05985468463414,24,28,0.104
2455980,317.79,0.1520083664477384,0.002237249412980774,Inf,Inf,0
2457595,317.79,0.1524209256910378,0.0018689202247112058,Inf,Inf,0
2458450,317.79,0.1516467586716798,0.0018157725214129842,Inf,Inf,0
3081000,317.79,0.1833370654773483,0.008767561304678885,Inf,Inf,0
3176500,317.79,0.0766411938149605,0.04371441678594445,23,26,0.119
3195500,317.79,0.1739183866860737,0.007149038226803707,Inf,Inf,0
3234300,317.79,0.0989956361215132,0.03301577012040057,37,42,0.042
3323500,317.79,0.064478096430864107,14.852167912814402,13,13,0.938
3373980,317.79,0.1113743485541131,0.1804625718440624,81,79,0.355
3374500,317.79,0.1834369353974251,0.007408112281995142,Inf,Inf,0
3428200,317.79,0.0695431477557717,1.525308191639386,29,28,0.802
3597860,317.79,0.0814216366208557,0.38571169951014567,52,52,0.589
4043238,317.79,0.1199999973177909,7.934331736911436e-4,Inf,Inf,0
4043244,317.79,0.0805251618204252,0.004726611638340719,Inf,Inf,0
4121944,317.79,0.1717512894397822,0.007661255463424381,Inf,Inf,0
4121970,317.79,0.1595052973892202,0.007602104252683726,Inf,Inf,0
4124000,317.79,0.1545026458953365,0.00573494894551447,Inf,Inf,0
4124200,317.79,0.1545026458953365,0.005653401038294859,Inf,Inf,0
4125460,317.79,0.1593269689449007,0.008661807670247849,Inf,Inf,0
4125550,317.79,0.1545013464197636,0.005387847366514772,Inf,Inf,0
4136000,317.79,0.1557903184273898,0.0062427788568142385,Inf,Inf,0
4136500,317.79,0.155821580502855,0.006233956847591519,Inf,Inf,0
4136900,317.79,0.155821580502855,0.006177403245310222,Inf,Inf,0
4137005,317.79,0.155821580502855,0.006117324416118611,Inf,Inf,0
4137500,317.79,0.155821580502855,0.005980322556446461,Inf,Inf,0
4193500,317.79,0.0974942943298857,0.08873020262258262,15,17,0.218
4208000,317.79,0.1226288018645364,6.268377084643086e-4,Inf,Inf,0
4232034,317.79,0.1127380413675811,0.0023523670222611683,Inf,Inf,0
5058000,317.79,0.1602785931177873,0.9238664806646678,48,48,0.624
5430500,317.79,0.2243750739295958,9.124440197154048,23,23,0.854
5435943,317.79,0.2698205206755797,6.078734719068567,28,28,0.804
5454500,317.79,0.0794610999588611,1.6052209630129866,29,30,0.794
5455000,317.79,0.0599999986588955,42.867411494302374,9,9,0.965
5462000,317.79,0.0606940089742532,32.02151786010057,10,10,0.959
5465500,317.79,0.1284174871254552,0.24891135907149176,75,73,0.398
5474000,317.79,0.0990722483720927,0.039901065853129,31,35,0.064
6036905,317.79,0.0934045085410901,4.145872623611258,22,22,0.86
6041000,317.79,0.0902022423093504,3.319994118731741,24,24,0.846
6054500,317.79,0.0822798285954253,0.7602275292948605,40,40,0.699
6066500,317.79,0.079655080578256,0.8441443946291652,38,37,0.718
6465500,317.79,0.1871008844383237,0.05800086679423189,39,45,0.035
6710000,317.79,0.0606808268750465,0.210601876415015,59,58,0.528
6711565,317.79,0.061164868304038,0.2068704605925337,60,59,0.522
6775500,317.79,0.1899999976158142,0.09280187137277042,26,30,0.092
6881000,317.79,0.1792756586296747,0.04265532110381398,50,58,0.016
6894000,317.79,0.1076722303265987,1.9892913837690722,31,29,0.784
7056515,317.79,0.1294096651196485,0.38847100443743654,63,62,0.497
7061270,317.79,0.0624734620789283,25.897206831221954,10,10,0.954
7086000,317.79,0.0618348269514684,0.21940786326186268,59,58,0.532
7096000,317.79,0.0797467032336179,0.5149680993009595,46,46,0.643
7097000,317.79,0.0722599894324324,0.11056982413348232,83,81,0.342
7099970,317.79,0.0690546819055927,0.10657208716497785,83,82,0.344
7106000,317.79,0.0820941090430007,0.24768034358843963,63,61,0.498
7106500,317.79,0.0878314794258249,0.19436076828386817,72,68,0.429
7109500,317.79,0.0789010510486176,0.12252153060884574,83,81,0.345
7119700,317.79,0.110875569033262,0.14165461618674327,90,90,0.298
7124000,317.79,0.1166316183905181,0.1457986639639711,90,13,0.293
7130500,317.79,0.1378943503315267,0.14178360930344333,98,15,0.246
7144100,317.79,0.2356220639883012,12.42899538295968,21,21,0.871
7144780,317.79,0.2638834127499074,150.57329716482135,9,9,0.961
7177500,317.79,0.1758931285243699,0.010560407263168398,Inf,Inf,0
7178200,317.79,0.1743491168164869,0.013064387559226993,Inf,Inf,0
7227500,317.79,0.2052325518875518,0.5925024098374941,64,63,0.489
7239450,317.79,0.2193141126467483,3.5163418082028852,32,32,0.769
7239700,317.79,0.2196635282272194,3.491368603608366,32,32,0.768
7311782,317.79,0.1477932102106555,8.820125910010275e-4,Inf,Inf,0
7312100,317.79,0.1628204966825105,0.0029396931827011027,Inf,Inf,0
7312500,317.79,0.1682252625655645,0.004897008979768223,Inf,Inf,0
8049500,317.79,0.1760239071936631,0.02226958894903661,93,Inf,0.001
8062500,317.79,0.1574145043618304,0.07340092958719367,27,31,0.085
8065350,317.79,0.1661493518033617,0.06435902697507875,32,37,0.059
8068400,317.79,0.192172190946219,0.6092015075663696,61,61,0.509
8068500,317.79,0.1982953190204162,0.6651636837073346,60,59,0.521
8070200,317.79,0.1944426735945847,0.49507174743076365,67,66,0.461
8123800,317.79,0.2076719609319379,1.693762918128276,42,42,0.68
8123850,317.79,0.2059677119716393,1.6721319847352083,42,42,0.68
8181500,317.79,0.0698490534058939,7.9250959672249435,16,16,0.912
8181800,317.79,0.071113620330916,6.529330768779264,17,17,0.902
8317400,317.79,0.1291812255621085,0.7642016805372531,48,48,0.629
9095500,317.79,0.1463477343468057,0.10069697167431592,19,22,0.156
9105000,317.79,0.1904699780703287,0.04802341431192573,48,55,0.019
9152500,317.79,0.1321873549166633,0.34249584309049225,67,66,0.465
9163500,317.79,0.1391908711605929,0.13254318225881037,14,16,0.228
9169500,317.79,0.18889588095203871,0.014519248996613198,Inf,Inf,0
9171100,317.79,0.1892093027317618,0.014476858438612064,Inf,Inf,0
9217000,317.79,0.1600709165034133,0.03642598526356255,53,60,0.014
9234500,317.79,0.1672927955648593,0.03415603871729211,58,67,0.009
9302000,317.79,0.1830253310367887,0.02333801868191564,92,Inf,0.001
9371492,317.79,0.1898081953723475,0.011900335624606724,Inf,Inf,0
9371520,317.79,0.1913910730360259,0.015080923101274549,Inf,Inf,0
9406000,317.79,0.1795226641986551,0.04323174501410867,50,57,0.017
10129900,317.79,0.1306208958910263,2.78036225711343,29,29,0.799
10133800,317.79,0.1565495512931347,0.1239004504018678,17,19,0.186
10261500,317.79,0.21860303351830979,4.081134544682039,30,31,0.785
10301500,317.79,0.0136118097057798,0.2511168411092523,31,31,0.784
10343500,317.79,0.1333619752328439,2.2674656807458553,32,31,0.775
10348200,317.79,0.0159144388723695,0.1357193488536505,41,41,0.687
10351650,317.79,0.0377844000670939,0.27861019485651234,44,43,0.665
10351700,317.79,0.0374982164737891,0.25120489695050024,45,45,0.65
11044000,317.79,0.0465088000559307,0.04956701432898898,97,15,0.255
11074000,317.79,0.2156149529490757,0.5592525374915085,66,66,0.465
11111500,317.79,0.1927836946089981,0.007138302010192096,Inf,Inf,0
11176900,317.79,0.1275304138011148,0.03590985795803325,43,49,0.027
11187000,317.79,0.0101788157787958,0.08533573099527829,41,41,0.685
11203580,317.79,0.0099999997764825,0.03931958445607022,56,57,0.553
11204100,317.79,0.0099999997764825,0.03317534723918183,60,59,0.518
11204900,317.79,0.1024603172336577,0.13699737276496265,89,12,0.309
11209900,317.79,0.010034820856004,0.05454145441345357,50,49,0.614
11210950,317.79,0.0386773252588819,0.06939206242692052,78,75,0.38
11251000,317.79,0.0245754380955438,0.08628887007752466,59,58,0.53
11257500,317.79,0.0099999997764825,0.024383261206021863,69,68,0.451
11261500,317.79,0.0178596330764161,0.10153761790670246,48,49,0.622
11274538,317.79,0.2152846363161376,0.7196826619357934,60,59,0.52
11276500,317.79,0.0100779766824293,0.08472914010367051,41,41,0.685
11276600,317.79,0.0100816291471304,0.08408511581847403,42,41,0.684
11289650,317.79,0.0104631273150423,0.07430037484940871,44,45,0.659
11302000,317.79,0.012388123944302,0.07305438301701754,48,48,0.628
11303000,317.79,0.041424887197845,0.10199258222253883,68,68,0.454
11308900,317.79,0.0172795584908393,0.03734870167207674,71,71,0.424
11319500,317.79,0.0172046995436152,0.06765103832465519,56,57,0.553
11325500,317.79,0.1058406489448446,0.20421888340128885,75,72,0.397
11342000,317.79,0.0955681716667202,0.10892110155828627,95,14,0.271
11381500,317.79,0.0954516119270769,2.442578871230239,27,28,0.816
11383500,317.79,0.0901162131730379,2.5456185009384074,26,26,0.825
11388000,317.79,0.2023099462142787,0.11119121608017532,23,27,0.113
11390000,317.79,0.0897808955824025,2.7279405607880762,25,25,0.831
11390500,317.79,0.1611809041067831,0.43057159769331405,66,66,0.472
11394500,317.79,0.0826535163260436,0.4308580402669907,50,50,0.606
11404500,317.79,0.088929123401463,1.381522798460462,33,33,0.765
11405300,317.79,0.0809475625575711,1.9868687314764777,27,28,0.812
11407000,317.79,0.0913479903950446,1.3338918352721951,33,33,0.758
11427000,317.79,0.0959795594471363,0.00736722343430118,Inf,Inf,0
11446500,317.79,0.1051034916896875,0.24705699817537094,69,68,0.443
11454000,317.79,0.1825097925586355,0.0048163700878187206,Inf,Inf,0
11462500,317.79,0.1902999304440044,0.006718235404020687,Inf,Inf,0
11463980,317.79,0.1863036454712983,0.007569884524455655,Inf,Inf,0
11464000,317.79,0.1863036454712983,0.007575423944034911,Inf,Inf,0
11467000,317.79,0.1828121489118074,0.008933420397388552,Inf,Inf,0
11467600,317.79,0.1878945934513369,0.006360290923470202,Inf,Inf,0
11470500,317.79,0.0674365063802565,0.03161703317465653,27,31,0.086
11477000,317.79,0.1715638250512855,0.009204044123773862,Inf,Inf,0
11480500,317.79,0.1746636863296111,0.008768451112159929,Inf,Inf,0
11501000,317.79,0.0990908175472762,3.857530544143955,23,23,0.85
11507500,317.79,0.1074073221195756,2.949980808416404,26,26,0.822
