GAGE_ID,dist_m,S,Tr_m2d,eq_yrs_constant,eq_yrs_seasonal,Qf_100yrs_constant
11509500,317.79,0.1061257829997302,3.7780778091814877,24,24,0.844
11516530,317.79,0.1071810171704073,3.680113675817986,24,24,0.841
11520500,317.79,0.102587147935694,1.0136519398088488,39,39,0.708
11523000,317.79,0.0999531137196028,0.5204718757890662,50,50,0.606
11530000,317.79,0.1366408788170926,0.007048972509933508,Inf,Inf,0
11532500,317.79,0.1556594533952631,0.008913116711664022,Inf,Inf,0
12011500,317.79,0.1459553011174918,0.2367210015291878,81,79,0.356
12116500,317.79,0.0986492639690105,1.2914079539722292,35,34,0.745
12117600,317.79,0.1029557082238191,1.0595269683811028,38,38,0.714
12119000,317.79,0.116364946346695,0.8847946029757205,43,43,0.67
12147500,317.79,0.0340694677153835,0.45021930699076096,35,35,0.746
12147600,317.79,0.0357776600453327,0.42985228070536924,36,36,0.734
12148000,317.79,0.0765700582121752,0.6379840764546777,42,41,0.684
12148300,317.79,0.0765700582121752,0.6543240722639588,41,41,0.687
12323770,317.79,0.1691623281669989,1.0739626804703286,46,46,0.641
12413370,317.79,0.1199999973177909,4.433954774320937e-4,Inf,Inf,0
12413445,317.79,0.120834776772764,4.853005511858574e-4,Inf,Inf,0
13331500,317.79,0.0771140389985361,2.285875934234244,26,26,0.829
13340000,317.79,0.0109958363423853,0.12923809788139076,36,36,0.732
13340600,317.79,0.0206040869127474,0.06792840421537553,60,60,0.517
13341050,317.79,0.0115326829658895,0.12251377889866118,38,37,0.718
13342500,317.79,0.0121450972161432,0.12832711942959385,38,38,0.717
14020000,317.79,0.0900000035762786,4.281224703784327,21,22,0.865
14046890,317.79,0.1034583955014559,2.9399974268497746,26,26,0.825
14076500,317.79,0.1065779891700451,3.9005644434671205,24,24,0.846
14087400,317.79,0.1112902553489967,2.1740666959548367,30,29,0.79
14091500,317.79,0.1163719392170469,2.986733629287533,27,27,0.816
14092500,317.79,0.1112759698991842,2.2161096543091032,30,30,0.792
14103000,317.79,0.1124803237358764,2.2517430755593852,30,29,0.793
14138850,317.79,0.0927082164422196,6.111890749161555,19,19,0.885
14138870,317.79,0.0900000035762786,5.6270368108828395,20,20,0.882
14138900,317.79,0.0913522802437397,5.157164756591059,20,20,0.876
14139800,317.79,0.1045958295098898,5.652843499675286,21,21,0.873
14144900,317.79,0.0916120078319104,4.169102064325999,22,22,0.862
14145500,317.79,0.1247986469647974,6.955426520253961,20,20,0.875
14148000,317.79,0.1252782335359508,7.035214233011715,20,20,0.875
14150000,317.79,0.1500671020037301,10.044785504227969,19,19,0.886
14150300,317.79,0.0908711446481169,3.8615588894856177,22,22,0.857
14150800,317.79,0.0904210402822111,3.389400055729133,23,23,0.848
14151000,317.79,0.0939628277430761,3.150869491022607,24,24,0.839
14152000,317.79,0.1493220187133873,8.321136993366927,20,20,0.875
14152500,317.79,0.1907261670410307,0.00788172121729367,Inf,Inf,0
14153500,317.79,0.2356454160725593,1.0362896402219588,54,53,0.575
14155500,317.79,0.1376718112740295,0.1842190020736469,88,12,0.309
14159200,317.79,0.1435616003665078,11.630111404629888,18,18,0.896
14159500,317.79,0.1424603193454075,11.478008289445633,18,18,0.896
14161100,317.79,0.0905501401897554,5.77401269545987,19,19,0.883
14161500,317.79,0.0908979715027676,5.61087204773494,20,20,0.881
14162500,317.79,0.1067821634737899,6.358779753679164,20,20,0.879
14166000,317.79,0.137616137269028,2.5763149095969964,30,29,0.786
14169000,317.79,0.1873388895346146,0.013346187048770178,Inf,Inf,0
14174000,317.79,0.1522902260189866,0.5149297298597879,60,59,0.522
14178000,317.79,0.0965308319296553,6.205483334697406,19,19,0.883
14179000,317.79,0.111074592027874,7.561961701405104,19,19,0.887
14180300,317.79,0.0958488996966562,4.7985424752976655,21,21,0.868
14181500,317.79,0.1063031034341205,6.314739895911494,20,20,0.879
14182500,317.79,0.1575763473182167,17.539312123359647,16,16,0.911
14187200,317.79,0.0973919625072165,3.635414099761752,24,24,0.847
14187500,317.79,0.1336276279370957,7.443374357670832,20,20,0.875
14197900,317.79,0.1471336962270649,0.6742270106333438,53,53,0.583
14202980,317.79,0.1075387783931097,0.5877984269041626,49,49,0.615
14206950,317.79,0.128946791729696,2.971221222269431,28,29,0.806
14211010,317.79,0.1180286628766717,3.5202307776823805,25,25,0.829
14211400,317.79,0.1733685436471256,0.034620223098193154,60,69,0.008
14211499,317.79,0.1748840878953784,0.024423303511175696,84,97,0.002
14211500,317.79,0.1836415762428111,0.18691999495977138,99,15,0.244
14211550,317.79,0.1786521259246017,0.18790481880476073,13,15,0.251
14316495,317.79,0.0906695645091898,4.126599474533087,22,22,0.862
14316500,317.79,0.1007562670489163,4.4244726411264095,22,22,0.859
14318000,317.79,0.1249116869702507,0.16816660180666568,88,12,0.311
14319500,317.79,0.1245412169628452,0.5923964906305643,52,52,0.59
14321000,317.79,0.1503202879203491,0.06069335650942194,31,35,0.064
14330000,317.79,0.0920650619447382,3.5157219545293423,23,23,0.849
14334700,317.79,0.1009104338507858,3.786011253499392,23,23,0.848
14337500,317.79,0.1009419223904104,2.0285132264805,30,29,0.793
14337600,317.79,0.0992617129301489,3.0581884401923802,25,25,0.832
14337800,317.79,0.0893796573650271,2.5791049739640046,26,26,0.827
14337870,317.79,0.0898693423893684,2.614149171177288,26,26,0.827
14338000,317.79,0.0893916863459202,2.6477232130400883,26,26,0.829
14339000,317.79,0.0998192088612343,2.946945799358421,26,26,0.829
14362000,317.79,0.1191357410483017,0.005892312518751006,Inf,Inf,0
14366000,317.79,0.1108537965538651,0.014622406432363554,89,Inf,0.001
14369500,317.79,0.1090068087026756,0.021340452331246117,61,70,0.008
14372300,317.79,0.1160789211789013,0.19671600726466387,80,77,0.366
15081497,317.79,0.1899999976158142,0.009009289398015395,Inf,Inf,0
15085100,317.79,0.1899999976158142,0.006921303989714487,Inf,Inf,0
15261000,317.79,0.1899999976158143,0.006726760605503092,Inf,Inf,0
