GAGE_ID,iter,dist_m,S,Tr_m2d,eq_yrs_constant,eq_yrs_seasonal,Qf_100yrs_constant
01480870,1,539.07,0.01,40.70975112915039,7,7,0.965
01480870,2,589.12,0.01,48.665802001953125,7,7,0.965
01480870,3,260.49,0.01,36.60758972167969,5,5,0.982
01480870,4,154.22,0.01,41.83401107788086,4,4,0.99
01480870,5,351.14,0.01,27.290775299072266,6,6,0.972
01480870,6,481.16,0.01,41.03878402709961,7,7,0.969
01480870,7,389.28,0.01,64.25971221923828,5,5,0.98
01480870,8,774.27,0.01,35.73041915893555,9,9,0.946
01480870,9,569.22,0.01,33.373130798339844,8,8,0.959
01480870,10,771.92,0.01,27.50773811340332,10,10,0.939
01480870,11,339.98,0.01,41.06455612182617,6,6,0.978
01480870,12,697.34,0.01,34.73981857299805,9,9,0.951
01480870,13,25.44,0.01,34.194114685058594,3,2,0.998
01480870,14,572.57,0.01,36.613990783691406,8,8,0.96
01480870,15,131.24,0.06,49.964473724365234,5,5,0.981
01480870,16,724.26,0.01,37.984718322753906,9,9,0.951
01480870,17,603.63,0.01,38.29580307006836,8,8,0.959
01480870,18,961.28,0.01,41.42420959472656,10,10,0.938
01480870,19,26.84,0.01,43.96059036254883,3,2,0.998
01480870,20,431.7,0.01,34.86448669433594,7,7,0.969
01480870,21,737.4,0.01,44.04950714111328,9,9,0.954
01480870,22,786.53,0.01,38.113651275634766,9,9,0.947
01480870,23,189.41,0.01,35.26654815673828,4,4,0.987
01480870,24,646.51,0.01,25.08002662658691,9,9,0.946
01480870,25,624.04,0.01,38.54294204711914,8,8,0.958
01480870,26,180.73,0.01,43.7558479309082,4,4,0.989
01480870,27,162.53,0.01,44.189414978027344,4,4,0.99
01480870,28,9.64,0.06,41.23906326293945,3,2,0.998
01480870,29,132.13,0.01,37.66475296020508,4,4,0.991
01480870,30,55.15,0.01,38.16564178466797,3,3,0.996
01480870,31,935.02,0.01,44.12044143676758,10,10,0.941
01480870,32,563.49,0.01,36.853179931640625,8,8,0.961
01480870,33,227.62,0.01,39.98046875,5,5,0.985
01480870,34,47.31,0.01,29.19468116760254,3,3,0.996
01480870,35,95.14,0.01,37.96796798706055,3,3,0.994
01480870,36,53.37,0.01,41.85342025756836,3,3,0.997
01480870,37,39.16,0.01,44.07620620727539,3,3,0.998
01480870,38,84.14,0.01,44.11213302612305,3,3,0.995
01480870,39,122.56,0.01,42.87349319458008,4,4,0.992
01480870,40,697.47,0.01,23.716888427734375,10,10,0.94
01480870,41,891.85,0.06,42.14927291870117,17,17,0.86
01480870,42,724.59,0.01,33.83005142211914,9,9,0.948
01480870,43,182.49,0.01,42.42207336425781,4,4,0.988
01480870,44,76.42,0.01,38.8364143371582,3,3,0.995
01480870,45,149.66,0.01,28.78281021118164,4,4,0.988
01480870,46,104.03,0.06,42.25221252441406,5,5,0.984
01480870,47,264.12,0.01,43.05579376220703,5,5,0.983
01480870,48,37.91,0.01,42.42413711547851,3,3,0.998
01480870,49,470.39,0.01,22.19489288330078,8,8,0.958
01480870,50,1007.24,0.01,33.61337661743164,11,11,0.928
01480870,51,54.69,0.01,45.939170837402344,3,3,0.997
01480870,52,200.71,0.01,64.01383972167969,4,4,0.99
01480870,53,159.1,0.06,38.41434860229492,6,6,0.974
01480870,54,645.12,0.01,23.83612823486328,9,9,0.945
01480870,55,393.64,0.01,64.18384552001953,5,6,0.979
01480870,56,384.51,0.01,39.39346694946289,6,6,0.974
01480870,57,504.56,0.01,41.378173828125,7,7,0.967
01480870,58,583.62,0.01,39.6744499206543,8,8,0.961
01480870,59,362.62,0.01,11.659196853637695,8,8,0.956
01480870,60,153.18,0.01,39.51358795166016,4,4,0.99
01480870,61,690.77,0.01,44.10950469970703,8,8,0.957
01480870,62,502.33,0.06,43.11626434326172,12,12,0.922
01480870,63,597.64,0.06,39.60408401489258,13,13,0.903
01480870,64,944.71,0.01,30.74355697631836,11,11,0.929
01480870,65,135.39,0.01,44.08136749267578,4,4,0.991
01480870,66,110.46,0.01,26.01945686340332,4,4,0.991
01480870,67,512.98,0.01,26.909669876098633,8,8,0.959
01480870,68,213.42,0.01,35.835533142089844,5,5,0.985
01480870,69,193.79,0.01,42.93539047241211,4,4,0.988
01480870,70,45.78,0.01,40.24306106567383,3,3,0.997
01480870,71,21.05,0.01,44.179100036621094,3,2,0.999
01480870,72,810.72,0.01,17.736541748046875,12,12,0.92
01480870,73,610.01,0.01,38.26773834228515,8,8,0.959
01480870,74,392.32,0.01,42.584495544433594,6,6,0.975
01480870,75,63.75,0.01,41.614356994628906,3,3,0.996
01480870,76,114.26,0.01,35.22820281982422,4,4,0.992
01480870,77,195.66,0.06,41.81169891357422,7,7,0.969
01480870,78,840.91,0.01,41.698089599609375,9,9,0.946
01480870,79,105.21,0.01,43.27342224121094,3,3,0.993
01480870,80,211.82,0.01,46.73610305786133,4,4,0.987
01480870,81,171.04,0.01,31.640275955200195,4,4,0.987
01480870,82,743.28,0.01,34.16518783569336,9,9,0.947
01480870,83,98.63,0.01,43.18341064453125,3,3,0.994
01480870,84,203.64,0.01,41.419795989990234,4,4,0.987
01480870,85,35.39,0.01,34.819786071777344,3,3,0.997
01480870,86,384.83,0.01,30.811702728271484,7,7,0.971
01480870,87,17.01,0.01,29.46407127380371,3,2,0.999
01480870,88,7.99,0.01,28.22240447998047,2,2,0.999
01480870,89,180.11,0.01,32.11152267456055,4,4,0.987
01480870,90,422.11,0.01,41.99943161010742,6,6,0.973
01480870,91,622.51,0.01,32.59001922607422,8,8,0.954
01480870,92,557.57,0.01,16.11703872680664,10,10,0.942
01480870,93,212.48,0.01,43.812255859375,4,4,0.987
01480870,94,252.15,0.01,44.06953811645508,5,5,0.984
01480870,95,324.86,0.01,40.862945556640625,6,6,0.979
01480870,96,288.6,0.01,36.95499038696289,5,5,0.98
01480870,97,706.36,0.01,41.61723709106445,8,8,0.954
01480870,98,286.35,0.01,29.95492172241211,6,6,0.978
01480870,99,424.83,0.01,39.28861618041992,6,6,0.972
01480870,100,102.78,0.01,40.19216537475586,3,3,0.993
