GAGE_ID,iter,dist_m,S,Tr_m2d,eq_yrs_constant,eq_yrs_seasonal,Qf_100yrs_constant
14169000,1,539.07,0.19,14.4608736038208,27,27,0.746
14169000,2,589.12,0.19,20.371564865112305,25,25,0.766
14169000,3,260.49,0.19,20.28437614440918,14,14,0.895
14169000,4,154.22,0.19,9.329394340515137,13,13,0.908
14169000,5,351.14,0.15,315.6704406738281,7,7,0.968
14169000,6,481.16,0.19,13.99888801574707,25,25,0.769
14169000,7,389.28,0.19,20.307931900024418,19,19,0.844
14169000,8,774.27,0.19,8.774051666259766,43,43,0.551
14169000,9,569.22,0.19,10.658935546875,31,31,0.691
14169000,10,771.92,0.19,14.154180526733398,35,34,0.64
14169000,11,339.98,0.19,5.20505428314209,28,28,0.734
14169000,12,697.34,0.19,5.910081386566162,46,46,0.513
14169000,13,25.44,0.19,13.302270889282228,4,4,0.987
14169000,14,572.57,0.19,6.354949474334717,38,38,0.604
14169000,15,131.24,0.09,20.49818992614746,7,7,0.964
14169000,16,724.26,0.19,3.076551914215088,Inf,Inf,0.346
14169000,17,603.63,0.19,11.955928802490234,31,31,0.69
14169000,18,961.28,0.19,18.621992111206055,38,38,0.611
14169000,19,26.84,0.19,17.517976760864258,4,4,0.988
14169000,20,431.7,0.19,16.726926803588867,22,22,0.81
14169000,21,737.4,0.19,8.406357765197754,42,42,0.562
14169000,22,786.53,0.28,237.2770233154297,15,15,0.888
14169000,23,189.41,0.19,1.332521915435791,30,30,0.708
14169000,24,646.51,0.19,17.76155662536621,28,28,0.726
14169000,25,624.04,0.19,20.484960556030273,26,26,0.753
14169000,26,180.73,0.19,237.28298950195312,6,6,0.979
14169000,27,162.53,0.19,16.298337936401367,11,11,0.927
14169000,28,9.64,0.22,237.00592041015625,2,2,0.999
14169000,29,132.13,0.19,7.346720218658447,13,13,0.911
14169000,30,55.15,0.19,1.1257946491241455,13,13,0.906
14169000,31,935.02,0.19,236.06626892089844,15,15,0.89
14169000,32,563.49,0.19,10.489375114440918,31,31,0.691
14169000,33,227.62,0.19,13.54537868499756,15,15,0.888
14169000,34,47.31,0.19,365.2054138183594,3,3,0.995
14169000,35,95.14,0.19,18.88280487060547,8,8,0.96
14169000,36,53.37,0.19,237.2772521972656,3,3,0.994
14169000,37,39.16,0.19,17.68760871887207,5,5,0.983
14169000,38,84.14,0.19,11.459269523620604,8,8,0.955
14169000,39,122.56,0.19,13.625239372253418,10,10,0.94
14169000,40,697.47,0.19,1.8078604936599731,Inf,Inf,0.237
14169000,41,891.85,0.12,20.51474952697754,29,29,0.721
14169000,42,724.59,0.19,13.564738273620604,34,34,0.654
14169000,43,182.49,0.19,14.904760360717772,12,12,0.914
14169000,44,76.42,0.19,237.2821502685547,4,4,0.991
14169000,45,149.66,0.19,15.095664978027344,11,11,0.93
14169000,46,104.03,0.01,245.07794189453125,3,3,0.997
14169000,47,264.12,0.19,311.2019348144531,6,6,0.973
