GAGE_ID,iter,dist_m,S,Tr_m2d,eq_yrs_constant,eq_yrs_seasonal,Qf_100yrs_constant
02310747,1,539.07,0.06,410.3533325195313,6,6,0.973
02310747,2,589.12,0.06,710.55157470703125,6,6,0.977
02310747,3,260.49,0.06,251.15933227539065,5,5,0.983
02310747,4,154.22,0.06,747.5975341796875,3,3,0.994
02310747,5,351.14,0.22,1200.2646484375,5,5,0.98
02310747,6,481.16,0.06,728.96600341796875,5,5,0.982
02310747,7,389.28,0.06,381.5274963378906,5,5,0.98
02310747,8,774.27,0.06,425.0153198242187,8,8,0.962
02310747,9,569.22,0.06,1219.96875,5,5,0.983
02310747,10,771.92,0.06,1199.9593505859375,6,6,0.977
02310747,11,339.98,0.06,707.114990234375,4,4,0.987
02310747,12,697.34,0.06,250.4220428466797,8,8,0.955
02310747,13,25.44,0.06,1020.000732421875,2,2,0.999
02310747,14,572.57,0.06,391.6923522949219,7,7,0.97
02310747,15,131.24,0.22,362.5437927246094,4,5,0.986
02310747,16,724.26,0.06,1219.4500732421875,6,6,0.979
02310747,17,603.63,0.06,395.2795104980469,7,7,0.969
02310747,18,961.28,0.06,301.0260925292969,10,10,0.943
02310747,19,26.84,0.06,1216.648193359375,2,2,0.999
02310747,20,431.7,0.06,1219.8619384765625,4,4,0.987
02310747,21,737.4,0.06,1171.8983154296875,6,6,0.978
02310747,22,786.53,0.22,729.5733642578125,10,10,0.943
02310747,23,189.41,0.06,1164.1304931640625,3,3,0.994
02310747,24,646.51,0.06,711.89617919921875,6,6,0.975
02310747,25,624.04,0.06,411.9584655761719,7,7,0.969
02310747,26,180.73,0.06,1210.39013671875,3,3,0.995
02310747,27,162.53,0.06,381.5372314453125,4,4,0.991
02310747,28,9.64,0.22,336.2120666503906,2,2,0.999
02310747,29,132.13,0.06,1191.9210205078125,3,3,0.996
02310747,30,55.15,0.06,269.3603820800781,3,3,0.997
02310747,31,935.02,0.06,399.5343627929687,9,9,0.952
02310747,32,563.49,0.06,717.29644775390625,6,6,0.978
02310747,33,227.62,0.06,721.4759521484375,4,4,0.991
02310747,34,47.31,0.06,1140.12255859375,3,2,0.999
02310747,35,95.14,0.06,345.8614501953125,3,3,0.995
02310747,36,53.37,0.06,303.8216552734375,3,3,0.997
02310747,37,39.16,0.06,254.37449645996097,3,3,0.997
02310747,38,84.14,0.06,391.0353698730469,3,3,0.996
02310747,39,122.56,0.06,336.5898742675781,3,3,0.993
02310747,40,697.47,0.06,1212.769775390625,5,5,0.98
02310747,41,891.85,0.22,306.63970947265625,14,14,0.9
